factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
mpv_pwy257_pc2 2 2 0.783 0.025 0.112 0.675
mpv_pwy270_pc3 2 2 0.986 0.002 0 0.966
mpv_pwy275_pc5 2 2 0.074 0.081 0.987 0.101
mpv_pwy300_pc5 2 2 0.127 0.055 0.961 0.233
mpv_pwy321_pc3 3 3 0.015 -0.223 0.971 0.028
mpv_pwy324_pc4 2 2 0.939 0.005 0.009 0.877
mpv_pwy40_pc5 2 1 0.773 -0.045 0.122 0.646
mpv_pwy52_pc3 2 2 0.027 0.095 0.998 0.055
mpv_pwy56_pc5 2 2 0.051 0.068 0.994 0.098
mpv_pwy79_pc5 2 2 0.963 -0.004 0.003 0.93
mpv_pwy87_pc3 3 3 0.072 0.101 0.86 0.14
mpv_pwy90_pc5 2 2 0.892 0.013 0.028 0.864
mpv_pwy92_pc5 6 6 0.54 0.053 0.079 0.553
myeloid_wbc_pwy102_pc3 2 2 0.092 0.048 0.979 0.227
myeloid_wbc_pwy113_pc3 2 2 0.766 -0.012 0.129 0.597
