factors	hsq	SE	zscore	pval	qvalues
pwy248_pc3	1e-06	1.311445	7.62517680878725e-07	0.999999391598915	0.999999495060585
pwy248_pc4	0.999999	1.069552	0.934969968734573	0.349803776335994	0.999999495060585
pwy248_pc5	1e-06	1.154248	8.66364940636674e-07	0.99999930874079	0.999999495060585
pwy249_pc1	1e-06	1.271781	7.86298898945652e-07	0.999999372624248	0.999999495060585
pwy249_pc2	0.449424	1.176122	0.382123623229563	0.702369670216725	0.999999495060585
pwy249_pc3	0.800683	1.027519	0.779239118692696	0.435838870446499	0.999999495060585
pwy249_pc4	0.999999	1.396351	0.716151597986466	0.473897746276487	0.999999495060585
pwy249_pc5	1e-06	1.263584	7.91399701167473e-07	0.999999368554397	0.999999495060585
pwy25_pc1	0.999999	1.391407	0.71869625494194	0.472328091322553	0.999999495060585
pwy25_pc2	0.999999	1.249918	0.80005168339043	0.4236808533026	0.999999495060585
pwy250_pc1	0.999999	1.154971	0.865821739247133	0.386587925671163	0.999999495060585
pwy250_pc2	0.810451	1.090125	0.743447769751175	0.45721063216096	0.999999495060585
pwy250_pc3	0.999999	1.358741	0.735974700108409	0.461746094748643	0.999999495060585
pwy250_pc4	1e-06	1.424636	7.01933686920729e-07	0.999999439937948	0.999999495060585
pwy250_pc5	1e-06	1.368206	7.30884092015384e-07	0.999999416838867	0.999999495060585
pwy251_pc1	0.999999	1.270186	0.787285484173184	0.431114765164764	0.999999495060585
pwy251_pc2	1e-06	1.40763	7.10413958213451e-07	0.999999433171671	0.999999495060585
pwy251_pc3	1e-06	1.084657	9.21950441475969e-07	0.999999264389977	0.999999495060585
pwy251_pc4	1e-06	1.046101	9.55930641496376e-07	0.9999992372777	0.999999495060585
pwy251_pc5	0.999999	1.329463	0.75218264818201	0.451941227025128	0.999999495060585
pwy252_pc1	0.999999	1.440713	0.694100074060552	0.487619452151911	0.999999495060585
pwy252_pc2	0.656239	1.13435	0.578515449376295	0.562916169947161	0.999999495060585
pwy253_pc1	1e-06	1.352704	7.39260030280091e-07	0.999999410155835	0.999999495060585
pwy253_pc2	0.999999	1.433561	0.697562921982392	0.485450576279631	0.999999495060585
pwy253_pc3	0.911176	1.233131	0.738912572954536	0.459960087175857	0.999999495060585
pwy253_pc4	1e-06	1.184408	8.44303652119878e-07	0.999999326343151	0.999999495060585
pwy253_pc5	1e-06	1.231314	8.12140526299547e-07	0.999999352005613	0.999999495060585
pwy254_pc1	0.999999	1.147685	0.871318349547132	0.383580354087397	0.999999495060585
pwy254_pc2	0.392196	1.148019	0.341628492211366	0.732630492250799	0.999999495060585
pwy254_pc3	0.999999	1.272704	0.785727867595293	0.432026933298657	0.999999495060585
pwy254_pc4	0.025831	1.33876	0.0192947204876154	0.984605995586518	0.999999495060585
pwy254_pc5	1e-06	1.134323	8.81583111688646e-07	0.999999296598446	0.999999495060585
pwy255_pc1	0.999999	1.201706	0.832149460849825	0.405324586565977	0.999999495060585
pwy255_pc2	0.999999	1.446588	0.691281138790036	0.489388882375202	0.999999495060585
pwy255_pc3	0.401281	1.11951	0.358443426141794	0.720011498246213	0.999999495060585
pwy255_pc4	0.999999	1.083664	0.922794334775355	0.356114393709518	0.999999495060585
pwy255_pc5	1e-06	1.163616	8.59390039325688e-07	0.999999314305956	0.999999495060585
pwy256_pc1	0.999999	1.156417	0.864739103627844	0.387182001676719	0.999999495060585
pwy256_pc2	0.999999	1.480623	0.675390697024158	0.499427574430287	0.999999495060585
pwy256_pc3	0.999999	1.161755	0.860765824119543	0.389367031327341	0.999999495060585
pwy256_pc4	0.999999	1.195516	0.836458064969436	0.402897258698338	0.999999495060585
pwy256_pc5	1e-06	1.428934	6.99822385078667e-07	0.999999441622524	0.999999495060585
pwy257_pc1	0.583508	1.208903	0.482675615826911	0.629326079566822	0.999999495060585
pwy257_pc2	0.999999	1.203947	0.830600516467918	0.406199342893345	0.999999495060585
pwy257_pc3	0.999999	1.408375	0.71003745451318	0.477680910174751	0.999999495060585
pwy257_pc4	1e-06	1.126198	8.8794332790504e-07	0.999999291523728	0.999999495060585
pwy257_pc5	1e-06	1.282091	7.7997583634859e-07	0.999999377669322	0.999999495060585
pwy258_pc1	0.999999	1.246406	0.802305990182974	0.422375978207153	0.999999495060585
pwy258_pc2	0.999999	1.392447	0.718159470342498	0.472658964860013	0.999999495060585
pwy258_pc3	0.781326	1.057712	0.73869446503396	0.460092547520567	0.999999495060585
pwy258_pc4	1e-06	1.172419	8.52937388425128e-07	0.999999319454426	0.999999495060585
pwy258_pc5	0.999999	1.406498	0.710985013842892	0.477093522477583	0.999999495060585
pwy259_pc1	0.595432	1.308435	0.455071898871553	0.649057513880588	0.999999495060585
pwy259_pc2	0.999999	1.302567	0.767714060006126	0.442657081222087	0.999999495060585
pwy259_pc3	1e-06	0.927545	1.07811480844595e-06	0.99999913978884	0.999999495060585
pwy259_pc4	1e-06	1.163032	8.59821569827829e-07	0.999999313961644	0.999999495060585
pwy259_pc5	0.999999	0.906905	1.1026502224599	0.270179091278278	0.999999495060585
pwy26_pc1	0.542633	1.021949	0.53097855176726	0.595433642181728	0.999999495060585
pwy26_pc2	0.981999	0.697583	1.40771635776675	0.159215076144297	0.999999495060585
pwy26_pc3	1e-06	1.139732	8.77399248244324e-07	0.999999299936686	0.999999495060585
pwy26_pc4	1e-06	1.360266	7.35150330891164e-07	0.999999413434901	0.999999495060585
pwy26_pc5	0.851428	0.969516	0.878199018891901	0.379835724355592	0.999999495060585
pwy260_pc1	0.595183	1.205141	0.493870011890725	0.621397984390598	0.999999495060585
pwy260_pc2	1e-06	1.210734	8.25945253044847e-07	0.999999340991034	0.999999495060585
pwy260_pc3	0.999999	1.103387	0.906299421689761	0.364777391534617	0.999999495060585
pwy260_pc4	1e-06	1.124395	8.89367170789625e-07	0.999999290387666	0.999999495060585
pwy260_pc5	0.939484	1.089166	0.86257191282137	0.388372878603316	0.999999495060585
pwy261_pc1	1e-06	1.270318	7.87204463764191e-07	0.999999371901712	0.999999495060585
pwy261_pc2	0.999999	1.123855	0.88979361216527	0.373576717191525	0.999999495060585
pwy261_pc3	1e-06	1.307754	7.64669807930238e-07	0.999999389881766	0.999999495060585
pwy261_pc4	0.041282	1.54753	0.0266760579762589	0.978718109302637	0.999999495060585
pwy261_pc5	1e-06	1.117778	8.94632028900193e-07	0.999999286186917	0.999999495060585
pwy262_pc1	0.999999	1.28593	0.777646528193603	0.436777423331666	0.999999495060585
pwy262_pc2	0.999999	1.272003	0.786160881696034	0.431773240353845	0.999999495060585
pwy262_pc3	1e-06	1.190343	8.40093989715569e-07	0.999999329701976	0.999999495060585
pwy262_pc4	0.999999	1.391142	0.718833160094368	0.472243723535174	0.999999495060585
pwy262_pc5	1e-06	1.16881	8.55571050897922e-07	0.999999317353068	0.999999495060585
pwy263_pc1	0.306971	1.371468	0.223826585818991	0.822892242245179	0.999999495060585
pwy263_pc2	1e-06	1.36187	7.34284476491883e-07	0.999999414125753	0.999999495060585
pwy263_pc3	0.999999	1.138493	0.878353226589887	0.37975205903555	0.999999495060585
pwy263_pc4	0.020284	1.136154	0.0178532135608377	0.98575595322779	0.999999495060585
pwy263_pc5	1e-06	1.079618	9.26253545235444e-07	0.999999260956597	0.999999495060585
pwy264_pc1	0.493792	1.03509	0.477052237003546	0.633324924835419	0.999999495060585
pwy264_pc2	1e-06	1.003508	9.96504263045237e-07	0.999999204904634	0.999999495060585
pwy264_pc3	1e-06	1.366941	7.31560469691084e-07	0.999999416299196	0.999999495060585
pwy264_pc4	0.999999	1.305169	0.766183536384943	0.443567103035076	0.999999495060585
pwy265_pc1	0.578952	1.27425	0.454347263095939	0.649578903388633	0.999999495060585
pwy265_pc2	0.999999	1.336416	0.748269251490554	0.454297767390042	0.999999495060585
pwy265_pc3	0.152135	1.107445	0.137374768047172	0.890734574126667	0.999999495060585
pwy265_pc4	1e-06	1.206279	8.28995613784207e-07	0.999999338557199	0.999999495060585
pwy265_pc5	0.736584	1.091215	0.67501271518445	0.499667686584527	0.999999495060585
pwy266_pc1	1e-06	1.330006	7.51876307324929e-07	0.999999400089503	0.999999495060585
pwy266_pc2	0.124369	1.305544	0.0952622048739836	0.924106562227008	0.999999495060585
pwy266_pc3	0.999999	1.101335	0.907988032705762	0.363884544438396	0.999999495060585
pwy266_pc4	1e-06	1.553706	6.43622409902517e-07	0.999999486463616	0.999999495060585
