factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
mchc_pwy289_pc5 2 2 0.872 0.007 0.04 0.937
mchc_pwy28_pc2 4 4 0.203 -0.099 0.467 0.173
mchc_pwy297_pc5 3 3 0.276 0.063 0.524 0.286
mchc_pwy298_pc5 2 2 0.2 0.062 0.904 0.303
mchc_pwy303_pc5 2 2 0.582 -0.022 0.373 0.602
mchc_pwy30_pc3 2 2 0.348 -0.137 0.729 0.462
mchc_pwy311_pc3 2 2 0.114 0.042 0.968 0.272
mchc_pwy315_pc2 2 2 0.009 0.104 1 0.032
mchc_pwy40_pc2 3 3 0.667 0.031 0.111 0.697
mchc_pwy41_pc3 2 2 0.122 -0.054 0.964 0.242
mchc_pwy44_pc3 3 3 0.022 0.079 0.957 0.076
mchc_pwy46_pc3 2 2 0.85 0.02 0.054 0.683
mchc_pwy50_pc3 3 3 0.006 -0.081 0.989 0.014
mchc_pwy58_pc5 2 2 0.191 -0.146 0.913 0.37
mchc_pwy6_pc3 2 2 0.207 -0.188 0.898 0.353
mchc_pwy79_pc5 2 2 0.964 0.005 0.003 0.922
mchc_pwy7_pc3 2 2 0.255 0.175 0.848 0.43
mchc_pwy82_pc4 2 2 0.041 0.105 0.996 0.077
mchc_pwy83_pc4 3 3 0.997 0 0 0.999
mchc_pwy89_pc3 4 4 0.389 -0.019 0.252 0.399
mchc_pwy90_pc4 2 2 0.135 -0.083 0.956 0.264
mchc_pwy91_pc5 2 2 0.201 0.082 0.903 0.303
mchc_pwy94_pc1 2 2 0.213 -0.118 0.892 0.381
mcv_pwy100_pc3 2 2 0.105 -0.083 0.973 0.233
mcv_pwy106_pc4 2 2 0.831 0.017 0.069 0.67
mcv_pwy156_pc1 2 2 0.085 0.132 0.982 0.093
mcv_pwy161_pc3 2 2 0.368 -0.069 0.701 0.48
mcv_pwy184_pc3 2 2 0.016 0.076 0.999 0.016
mcv_pwy204_pc3 4 4 0.844 0.015 0.015 0.851
mcv_pwy235_pc4 2 2 0.517 -0.072 0.473 0.526
mcv_pwy250_pc3 2 2 0.724 -0.058 0.177 0.583
mcv_pwy258_pc4 2 2 0.118 -0.085 0.966 0.248
mcv_pwy260_pc1 2 2 0.166 0.17 0.934 0.325
mcv_pwy260_pc3 2 2 0.875 0.026 0.038 0.75
mcv_pwy28_pc2 2 2 0.072 -0.207 0.987 0.16
mcv_pwy305_pc4 2 2 0.89 -0.011 0.029 0.8
mcv_pwy307_pc3 2 2 0.006 0.056 1 0.017
mcv_pwy325_pc5 2 1 0.157 0.117 0.94 0.265
mcv_pwy327_pc2 2 2 0.713 -0.037 0.19 0.551
mcv_pwy41_pc3 2 2 0.337 0.103 0.744 0.475
mcv_pwy44_pc3 2 2 0.368 -0.124 0.701 0.482
mcv_pwy45_pc4 2 2 0.281 0.175 0.818 0.413
mcv_pwy50_pc3 2 2 0.137 0.171 0.954 0.181
mcv_pwy51_pc5 2 2 0.152 -0.101 0.944 0.298
mcv_pwy58_pc4 2 2 0.744 -0.023 0.154 0.599
mcv_pwy66_pc1 2 2 0.944 -0.012 0.008 0.874
mcv_pwy6_pc1 2 2 0.091 0.112 0.98 0.155
mcv_pwy78_pc4 2 2 0.228 0.077 0.877 0.333
mcv_pwy80_pc2 2 2 0.833 0.022 0.067 0.691
mcv_pwy82_pc4 2 2 0.251 0.158 0.853 0.409
mcv_pwy90_pc4 2 2 0.254 0.141 0.85 0.416
mcv_pwy97_pc1 3 3 0.521 0.043 0.23 0.427
mono_pwy117_pc1 2 2 0.196 -0.222 0.908 0.292
mono_pwy12_pc5 2 2 0.977 0.003 0.001 0.967
mono_pwy133_pc3 2 2 0.97 0.003 0.002 0.93
mono_pwy159_pc3 2 2 0.114 0.059 0.968 0.189
mono_pwy176_pc1 2 2 0.134 -0.108 0.956 0.263
mono_pwy178_pc1 2 2 0.964 0.005 0.003 0.915
mono_pwy181_pc2 2 2 0.886 0.015 0.032 0.759
mono_pwy192_pc4 2 2 0.088 -0.062 0.981 0.16
mono_pwy204_pc3 3 3 0.038 0.078 0.925 0.105
mono_pwy231_pc2 2 2 0.117 0.106 0.967 0.223
mono_pwy295_pc1 2 2 0.003 -0.176 1 0.01
mono_pwy297_pc3 2 2 0.025 0.082 0.999 0.034
mono_pwy309_pc1 2 2 0.046 0.089 0.995 0.036
mono_pwy39_pc5 2 2 0.006 -0.072 1 0.009
mono_pwy43_pc3 2 2 0.746 0.024 0.151 0.646
mono_pwy45_pc5 2 2 0.234 -0.156 0.871 0.354
mono_pwy46_pc1 2 2 0.917 0.014 0.017 0.854
mono_pwy48_pc1 2 2 0.939 0.022 0.009 0.898
mono_pwy54_pc5 2 2 0.024 -0.069 0.999 0.058
mono_pwy62_pc5 2 2 0.094 0.134 0.978 0.174
mono_pwy87_pc2 2 2 0.973 0.003 0.002 0.942
mono_pwy8_pc3 2 2 0.931 -0.01 0.012 0.87
mpv_pwy106_pc2 2 2 0.004 -0.081 1 0.008
mpv_pwy209_pc3 2 2 0.048 0.133 0.994 0.063
mpv_pwy228_pc5 2 2 0.389 0.109 0.671 0.416
mpv_pwy241_pc2 2 2 0.632 -0.121 0.298 0.521
mpv_pwy2_pc1 2 2 0.158 -0.163 0.94 0.282
mpv_pwy306_pc1 2 2 0.951 0.007 0.006 0.881
mpv_pwy308_pc1 2 2 0.978 0.004 0.001 0.949
mpv_pwy317_pc4 2 2 0.905 -0.018 0.022 0.814
mpv_pwy42_pc3 2 2 0.735 0.097 0.164 0.598
mpv_pwy5_pc3 3 3 0.373 -0.062 0.393 0.307
mpv_pwy80_pc1 2 2 0.733 -0.096 0.165 0.591
myeloid_wbc_pwy104_pc4 3 3 0.566 0.029 0.188 0.493
myeloid_wbc_pwy10_pc3 2 2 0.949 0.004 0.006 0.867
myeloid_wbc_pwy117_pc1 2 2 0.055 -0.107 0.993 0.167
myeloid_wbc_pwy126_pc2 2 2 0.934 0.006 0.011 0.841
myeloid_wbc_pwy127_pc2 4 4 0.742 -0.019 0.042 0.698
myeloid_wbc_pwy128_pc5 2 2 0.052 -0.062 0.993 0.145
myeloid_wbc_pwy148_pc1 2 2 0.964 0.005 0.003 0.888
myeloid_wbc_pwy148_pc5 2 2 0.954 0.006 0.005 0.864
myeloid_wbc_pwy164_pc3 2 2 0.079 0.097 0.985 0.25
myeloid_wbc_pwy166_pc4 3 3 0.701 -0.02 0.089 0.692
myeloid_wbc_pwy167_pc2 2 1 0.942 -0.012 0.008 0.878
myeloid_wbc_pwy174_pc2 3 1 0.046 0.176 0.91 0.164
myeloid_wbc_pwy179_pc4 2 2 0.395 -0.028 0.662 0.356
myeloid_wbc_pwy182_pc1 3 2 0.108 -0.123 0.796 0.223
myeloid_wbc_pwy18_pc1 2 2 0.947 -0.007 0.007 0.847
myeloid_wbc_pwy191_pc1 2 2 0.958 0.004 0.004 0.84
myeloid_wbc_pwy193_pc5 2 1 0.117 0.167 0.967 0.293
myeloid_wbc_pwy1_pc4 2 2 0.835 0.015 0.066 0.641
myeloid_wbc_pwy21_pc3 2 2 0.135 -0.108 0.955 0.318
myeloid_wbc_pwy225_pc2 2 2 0.933 0.01 0.011 0.774
myeloid_wbc_pwy238_pc4 2 1 0.204 -0.114 0.901 0.408
myeloid_wbc_pwy248_pc5 2 2 0.079 -0.073 0.985 0.2
myeloid_wbc_pwy250_pc2 3 3 0.613 -0.04 0.15 0.567
myeloid_wbc_pwy270_pc2 2 2 0.963 0.004 0.003 0.897
myeloid_wbc_pwy272_pc1 2 2 0.08 -0.083 0.984 0.254
myeloid_wbc_pwy273_pc5 2 2 0.112 -0.061 0.969 0.318
myeloid_wbc_pwy278_pc3 2 2 0.049 -0.055 0.994 0.076
myeloid_wbc_pwy299_pc1 2 2 0.356 -0.06 0.719 0.283
myeloid_wbc_pwy299_pc5 3 3 0.651 0.015 0.122 0.604
myeloid_wbc_pwy304_pc1 2 2 0.683 -0.041 0.229 0.555
myeloid_wbc_pwy305_pc1 2 2 0.796 -0.032 0.099 0.623
myeloid_wbc_pwy318_pc2 3 3 0.666 0.025 0.112 0.659
myeloid_wbc_pwy320_pc4 2 1 0.289 -0.144 0.808 0.489
myeloid_wbc_pwy321_pc4 3 1 0.555 0.06 0.198 0.44
myeloid_wbc_pwy321_pc5 2 0 0.053 -0.129 0.993 0.144
myeloid_wbc_pwy325_pc4 3 1 0.438 0.064 0.315 0.295
myeloid_wbc_pwy329_pc4 2 2 0.868 -0.015 0.042 0.68
myeloid_wbc_pwy331_pc1 2 1 0.861 0.034 0.047 0.677
myeloid_wbc_pwy42_pc2 3 3 0.741 0.023 0.067 0.756
myeloid_wbc_pwy47_pc2 2 2 0.839 -0.022 0.063 0.635
myeloid_wbc_pwy49_pc2 2 2 0.914 0.011 0.018 0.836
myeloid_wbc_pwy4_pc5 2 2 0.99 0.002 0 0.974
myeloid_wbc_pwy63_pc3 2 2 0.943 0.01 0.008 0.814
myeloid_wbc_pwy65_pc3 3 3 0.041 0.105 0.92 0.158
myeloid_wbc_pwy70_pc3 2 2 0.154 -0.16 0.943 0.369
myeloid_wbc_pwy77_pc1 2 2 0.041 0.093 0.996 0.014
myeloid_wbc_pwy80_pc2 2 2 0.042 0.078 0.996 0.093
myeloid_wbc_pwy83_pc3 2 2 0.069 0.066 0.988 0.198
myeloid_wbc_pwy88_pc1 2 2 0.19 0.144 0.913 0.366
myeloid_wbc_pwy88_pc5 2 2 0.85 0.013 0.055 0.63
myeloid_wbc_pwy95_pc4 2 2 0.147 -0.059 0.947 0.352
myeloid_wbc_pwy97_pc2 2 2 0.177 0.061 0.925 0.113
neut_pwy104_pc4 3 3 0.667 0.022 0.111 0.67
neut_pwy10_pc3 2 2 0.993 -0.001 0 0.988
neut_pwy127_pc2 6 6 0.869 -0.007 0.006 0.863
neut_pwy128_pc5 2 2 0.01 -0.066 1 0.024
neut_pwy135_pc4 3 3 0.606 0.017 0.155 0.556
neut_pwy139_pc4 2 2 0.034 -0.037 0.997 0.102
neut_pwy148_pc1 2 2 0.905 0.011 0.022 0.748
neut_pwy156_pc2 2 2 0.059 -0.079 0.991 0.118
neut_pwy166_pc4 3 3 0.7 -0.02 0.09 0.713
neut_pwy167_pc2 2 1 0.959 -0.008 0.004 0.934
neut_pwy174_pc2 2 0 0.04 0.198 0.996 0.095
neut_pwy179_pc4 2 2 0.396 -0.029 0.661 0.399
neut_pwy18_pc1 2 2 0.963 -0.005 0.003 0.886
neut_pwy191_pc1 2 2 0.99 0.001 0 0.971
neut_pwy193_pc5 2 1 0.216 0.135 0.889 0.414
neut_pwy194_pc3 2 2 0.043 -0.06 0.996 0.128
neut_pwy208_pc1 2 2 0.023 0.08 0.999 0.015
neut_pwy215_pc4 2 2 0.101 -0.072 0.975 0.263
neut_pwy216_pc4 3 3 0.006 -0.054 0.989 0.034
neut_pwy219_pc4 2 2 0.119 0.069 0.966 0.234
neut_pwy221_pc5 2 2 0.995 0 0 0.985
neut_pwy228_pc3 2 2 0.115 -0.035 0.968 0.288
neut_pwy232_pc4 4 4 0.866 -0.008 0.011 0.816
neut_pwy237_pc5 2 2 0.074 -0.06 0.986 0.113
neut_pwy238_pc4 2 1 0.196 -0.109 0.908 0.372
neut_pwy245_pc1 2 2 0.969 -0.004 0.002 0.877
neut_pwy250_pc2 3 3 0.672 -0.035 0.108 0.68
neut_pwy251_pc4 2 2 0.097 -0.076 0.977 0.272
neut_pwy266_pc2 2 2 0.155 -0.096 0.942 0.069
neut_pwy270_pc2 2 2 0.981 -0.002 0.001 0.946
neut_pwy272_pc4 2 2 0.081 0.051 0.984 0.207
neut_pwy273_pc5 2 2 0.08 -0.067 0.984 0.227
neut_pwy274_pc4 2 2 0.055 -0.034 0.993 0.11
neut_pwy278_pc1 2 2 0.812 -0.023 0.085 0.615
neut_pwy278_pc3 2 2 0.015 -0.054 0.999 0.026
neut_pwy284_pc3 2 2 0.996 0 0 0.991
neut_pwy299_pc5 3 3 0.714 0.013 0.082 0.717
neut_pwy305_pc1 3 3 0.043 -0.111 0.916 0.167
neut_pwy316_pc3 2 2 0.968 0.002 0.003 0.906
neut_pwy318_pc2 2 2 0.95 -0.006 0.006 0.858
neut_pwy319_pc1 2 1 0.789 0.071 0.106 0.574
neut_pwy319_pc4 2 2 0.031 0.05 0.998 0.091
neut_pwy320_pc4 2 1 0.251 -0.144 0.852 0.434
neut_pwy321_pc5 2 0 0.063 -0.121 0.99 0.174
neut_pwy325_pc4 2 0 0.076 0.11 0.986 0.148
neut_pwy329_pc4 2 2 0.969 -0.003 0.002 0.905
neut_pwy47_pc1 2 2 0.645 0.056 0.279 0.567
neut_pwy47_pc2 2 2 0.897 -0.014 0.026 0.753
neut_pwy63_pc3 3 3 0.678 -0.031 0.104 0.686
neut_pwy70_pc2 2 2 0.192 -0.143 0.912 0.398
neut_pwy73_pc5 2 2 0.89 0.013 0.03 0.718
neut_pwy77_pc1 2 2 0.027 0.096 0.998 0.012
neut_pwy83_pc3 2 2 0.087 0.066 0.981 0.232
neut_pwy85_pc1 2 2 0.022 -0.081 0.999 0.018
neut_pwy87_pc4 2 2 0.014 0.078 1 0.033
neut_pwy88_pc1 2 2 0.131 0.133 0.958 0.254
neut_pwy88_pc5 2 2 0.805 0.016 0.091 0.61
neut_pwy8_pc5 2 2 0.033 -0.091 0.997 0.101
neut_pwy99_pc1 2 2 0.805 -0.041 0.091 0.628
neut_pwy99_pc3 2 2 0.113 0.051 0.969 0.23
pct_pwy100_pc4 2 2 0.148 -0.067 0.947 0.302
pct_pwy101_pc2 2 2 0.009 0.065 1 0.023
pct_pwy116_pc2 2 2 0.81 0.032 0.086 0.707
pct_pwy126_pc2 2 2 0.962 -0.005 0.004 0.895
pct_pwy127_pc2 3 3 0.721 0.031 0.078 0.75
pct_pwy127_pc5 2 2 0.983 0.002 0.001 0.956
pct_pwy164_pc3 3 3 0.593 0.064 0.166 0.545
pct_pwy175_pc5 3 3 0.813 0.028 0.035 0.871
pct_pwy181_pc5 2 2 0.976 -0.002 0.001 0.939
pct_pwy197_pc2 2 2 0.829 0.03 0.07 0.708
pct_pwy241_pc2 2 2 0.938 0.012 0.009 0.846
pct_pwy254_pc1 4 4 0.793 0.017 0.027 0.758
pct_pwy294_pc3 2 2 0.956 0.002 0.005 0.872
pct_pwy321_pc3 2 0 0.149 -0.055 0.946 0.195
pct_pwy325_pc3 2 0 0.162 0.053 0.937 0.205
pct_pwy42_pc2 2 2 0.341 0.266 0.74 0.477
pct_pwy56_pc3 2 2 0.013 0.059 1 0.043
pct_pwy60_pc3 2 2 0.012 -0.121 1 0.026
pct_pwy72_pc2 2 2 0.022 -0.121 0.999 0.065
pct_pwy7_pc5 2 2 0.004 -0.097 1 0.005
pdw_pwy106_pc3 2 2 0.249 0.08 0.854 0.116
pdw_pwy115_pc2 2 2 0.988 0.003 0 0.972
pdw_pwy121_pc1 2 2 0.22 -0.235 0.885 0.355
pdw_pwy123_pc5 2 2 0.891 -0.009 0.029 0.782
pdw_pwy128_pc2 2 2 0.362 0.273 0.709 0.49
pdw_pwy129_pc3 3 3 0.62 0.018 0.144 0.591
pdw_pwy138_pc3 2 2 0.34 0.054 0.741 0.204
pdw_pwy140_pc5 2 2 0.676 0.123 0.238 0.56
pdw_pwy150_pc5 2 2 0.042 -0.057 0.996 0.014
pdw_pwy151_pc4 3 3 0.007 -0.045 0.986 0.025
pdw_pwy153_pc2 2 2 0.024 0.205 0.999 0.042
pdw_pwy157_pc4 3 3 0.83 0.023 0.029 0.858
pdw_pwy158_pc5 2 2 0.059 0.071 0.991 0.138
pdw_pwy160_pc4 2 2 0.923 -0.009 0.015 0.869
pdw_pwy22_pc4 2 2 0.008 -0.078 1 0.021
pdw_pwy238_pc3 2 2 0.87 -0.013 0.041 0.746
pdw_pwy23_pc2 2 2 0.931 0.01 0.012 0.845
pdw_pwy245_pc1 2 2 0.658 -0.178 0.262 0.542
pdw_pwy24_pc2 4 3 0.273 -0.047 0.374 0.22
pdw_pwy261_pc2 2 2 0.846 -0.036 0.057 0.737
pdw_pwy262_pc2 2 2 0.024 0.1 0.999 0.057
pdw_pwy265_pc4 2 2 0.892 0.009 0.029 0.772
pdw_pwy26_pc3 2 1 0.843 0.017 0.06 0.697
pdw_pwy272_pc1 2 2 0.265 0.127 0.836 0.174
pdw_pwy281_pc4 3 3 0.452 -0.017 0.3 0.473
pdw_pwy282_pc2 3 3 0.683 -0.041 0.1 0.672
pdw_pwy283_pc5 2 2 0.566 0.086 0.397 0.497
pdw_pwy290_pc5 4 4 0.02 0.065 0.875 0.016
pdw_pwy295_pc1 2 2 0.882 0.032 0.034 0.752
pdw_pwy319_pc5 2 2 0.913 0.009 0.019 0.806
pdw_pwy320_pc2 4 4 0.497 -0.065 0.166 0.488
pdw_pwy321_pc2 2 2 0.643 0.106 0.282 0.515
pdw_pwy322_pc5 2 2 0.18 -0.125 0.922 0.27
pdw_pwy323_pc4 4 4 0.837 0.008 0.017 0.844
pdw_pwy325_pc2 2 2 0.647 0.107 0.278 0.517
pdw_pwy332_pc5 2 2 0.907 0.01 0.021 0.793
pdw_pwy40_pc2 2 2 0.138 0.122 0.954 0.278
pdw_pwy42_pc3 3 3 0.78 -0.032 0.048 0.781
pdw_pwy43_pc5 2 2 0.725 -0.039 0.175 0.617
pdw_pwy44_pc2 2 2 0.216 0.122 0.889 0.185
pdw_pwy5_pc3 2 2 0.031 -0.081 0.998 0.051
pdw_pwy61_pc3 2 2 0.262 0.111 0.84 0.136
pdw_pwy65_pc5 2 2 0.011 -0.053 1 0.006
pdw_pwy67_pc2 2 1 0.07 -0.123 0.988 0.158
pdw_pwy68_pc2 2 2 0.87 0.02 0.041 0.732
pdw_pwy74_pc3 4 4 0.259 -0.066 0.392 0.251
pdw_pwy95_pc2 2 2 0.209 0.063 0.896 0.075
pdw_pwy96_pc4 2 2 0.634 0.042 0.296 0.591
plt_pwy107_pc5 2 2 0.804 0.025 0.092 0.669
plt_pwy127_pc5 2 2 0.929 0.007 0.012 0.845
plt_pwy151_pc1 2 2 0.988 0.002 0 0.972
plt_pwy175_pc5 3 3 0.466 0.075 0.285 0.349
plt_pwy181_pc5 2 2 0.922 -0.007 0.015 0.827
plt_pwy185_pc5 2 2 0.154 -0.055 0.943 0.276
plt_pwy213_pc2 2 2 0.771 -0.032 0.124 0.631
plt_pwy218_pc5 2 2 0.048 -0.046 0.994 0.084
plt_pwy221_pc2 2 2 0.266 -0.134 0.836 0.395
plt_pwy240_pc5 2 2 0.968 -0.005 0.003 0.926
plt_pwy242_pc1 2 2 0.61 -0.061 0.331 0.608
plt_pwy250_pc2 2 2 0.968 -0.006 0.002 0.926
plt_pwy254_pc1 2 2 0.896 0.019 0.026 0.766
plt_pwy258_pc4 3 3 0.003 -0.117 0.994 0.009
plt_pwy261_pc2 4 4 0.956 0.005 0.001 0.947
plt_pwy308_pc1 2 2 0.796 0.025 0.099 0.641
plt_pwy330_pc2 2 2 0.109 0.118 0.971 0.24
plt_pwy42_pc2 2 2 0.354 0.232 0.722 0.487
plt_pwy60_pc3 2 2 0.015 -0.127 0.999 0.031
plt_pwy65_pc3 2 2 0.572 -0.075 0.388 0.543
rbc_pwy102_pc5 2 2 0.073 0.112 0.987 0.104
rbc_pwy105_pc3 2 2 0.524 0.1 0.463 0.501
rbc_pwy127_pc2 2 2 0.904 -0.015 0.023 0.801
rbc_pwy14_pc3 2 2 0.043 -0.076 0.995 0.074
rbc_pwy170_pc1 2 2 0.097 -0.08 0.977 0.229
rbc_pwy172_pc3 2 2 0.2 -0.084 0.905 0.378
rbc_pwy175_pc2 2 2 0.982 -0.002 0.001 0.954
rbc_pwy182_pc3 2 2 0.899 0.008 0.025 0.75
rbc_pwy224_pc2 2 2 0.377 0.066 0.688 0.481
rbc_pwy228_pc1 2 2 0.022 -0.086 0.999 0.061
rbc_pwy248_pc3 2 2 0.219 0.087 0.886 0.422
rbc_pwy250_pc3 2 2 0.792 0.03 0.103 0.583
rbc_pwy26_pc4 2 2 0.803 -0.025 0.093 0.626
rbc_pwy28_pc2 3 3 0.025 0.134 0.95 0.098
rbc_pwy306_pc1 2 2 0.932 -0.009 0.011 0.825
rbc_pwy320_pc4 2 1 0.875 -0.019 0.038 0.732
rbc_pwy331_pc4 2 2 0.838 0.023 0.063 0.649
rbc_pwy40_pc2 2 2 0.816 -0.039 0.081 0.679
rbc_pwy4_pc2 2 2 0.078 -0.074 0.985 0.118
rbc_pwy79_pc1 2 2 0.738 0.069 0.161 0.541
rdw_pwy110_pc4 3 3 0.072 -0.106 0.862 0.183
rdw_pwy113_pc2 2 2 0.234 0.126 0.871 0.359
rdw_pwy116_pc1 2 2 0.005 -0.097 1 0.003
rdw_pwy117_pc3 2 2 0.126 0.112 0.961 0.221
rdw_pwy118_pc5 2 2 0.014 -0.039 1 0.034
rdw_pwy121_pc1 2 2 0.468 -0.088 0.55 0.476
rdw_pwy143_pc1 2 2 0.775 0.034 0.12 0.635
rdw_pwy15_pc2 2 2 0.008 -0.121 1 0.028
rdw_pwy178_pc2 2 2 0.188 0.112 0.915 0.348
rdw_pwy179_pc2 2 2 0.165 -0.11 0.934 0.297
rdw_pwy181_pc3 2 2 0.136 -0.033 0.955 0.132
rdw_pwy186_pc4 3 3 0.003 -0.048 0.993 0.015
rdw_pwy215_pc2 3 3 0.301 -0.109 0.488 0.283
rdw_pwy225_pc5 2 2 0.005 0.089 1 0.007
rdw_pwy238_pc5 2 1 0.809 -0.016 0.088 0.746
rdw_pwy250_pc3 2 2 0.054 0.079 0.993 0.097
rdw_pwy254_pc5 2 2 0.819 0.025 0.079 0.687
rdw_pwy270_pc2 2 2 0.908 -0.012 0.021 0.815
rdw_pwy291_pc3 3 3 0.636 -0.026 0.133 0.631
rdw_pwy307_pc1 3 3 0.702 -0.024 0.089 0.673
rdw_pwy320_pc3 2 1 0.152 -0.063 0.944 0.259
rdw_pwy321_pc4 2 2 0.915 0.013 0.018 0.791
rdw_pwy325_pc4 2 2 0.93 0.011 0.012 0.827
rdw_pwy331_pc5 2 1 0.828 0.012 0.071 0.79
rdw_pwy4_pc2 4 4 0.11 -0.117 0.628 0.109
rdw_pwy60_pc2 2 2 0.109 0.087 0.971 0.197
ret_pwy112_pc5 2 2 0.875 -0.015 0.038 0.727
ret_pwy174_pc2 2 2 0.973 -0.003 0.002 0.958
ret_pwy18_pc2 2 2 0.667 -0.047 0.25 0.594
ret_pwy214_pc5 3 3 0.28 0.062 0.518 0.291
ret_pwy215_pc2 2 2 0.756 0.035 0.14 0.665
ret_pwy23_pc3 2 2 0.063 0.069 0.99 0.135
ret_pwy248_pc5 2 2 0.722 -0.032 0.179 0.59
ret_pwy250_pc1 2 2 0.057 0.126 0.992 0.117
ret_pwy263_pc2 2 2 0.028 0.115 0.998 0.025
ret_pwy26_pc4 3 3 0.018 0.085 0.964 0.012
ret_pwy295_pc2 2 2 0.182 -0.108 0.92 0.263
ret_pwy321_pc4 2 2 0.067 0.095 0.989 0.12
ret_pwy53_pc3 2 2 0.891 -0.011 0.029 0.813
ret_pwy97_pc4 2 2 0.04 -0.085 0.996 0.091
ukb.allasthma_pwy151_pc1 2 2 0.15 -0.248 0.945 0.302
ukb.allasthma_pwy153_pc2 3 3 0.686 -0.057 0.098 0.696
ukb.allasthma_pwy176_pc3 2 2 0.069 -0.073 0.988 0.163
ukb.allasthma_pwy181_pc3 2 2 0.027 0.063 0.998 0.08
ukb.allasthma_pwy188_pc3 2 2 0.888 0.019 0.031 0.741
ukb.allasthma_pwy191_pc3 3 3 0.773 0.018 0.052 0.819
ukb.allasthma_pwy194_pc3 2 2 0.068 -0.116 0.989 0.174
ukb.allasthma_pwy201_pc4 3 3 0 -0.145 0.999 0.001
ukb.allasthma_pwy226_pc5 2 2 0.629 0.11 0.303 0.52
ukb.allasthma_pwy237_pc2 2 2 0.722 -0.136 0.179 0.588
ukb.allasthma_pwy260_pc4 2 2 0.862 0.029 0.046 0.707
ukb.allasthma_pwy262_pc3 2 2 0.991 -0.002 0 0.961
ukb.allasthma_pwy267_pc4 2 2 0.028 -0.092 0.998 0.08
ukb.allasthma_pwy276_pc3 2 2 0.021 -0.085 0.999 0.031
ukb.allasthma_pwy282_pc2 2 2 0.865 0.024 0.045 0.739
ukb.allasthma_pwy283_pc3 3 3 0.929 -0.004 0.005 0.941
ukb.allasthma_pwy288_pc2 2 2 0.925 0.016 0.014 0.793
ukb.allasthma_pwy306_pc5 3 3 0.011 0.132 0.978 0.037
ukb.allasthma_pwy52_pc1 2 2 0.05 -0.215 0.994 0.139
ukb.allasthma_pwy75_pc1 2 2 0.911 0.033 0.019 0.773
ukb.allasthma_pwy76_pc1 2 2 0.134 0.196 0.957 0.309
ukb.allasthma_pwy99_pc2 2 2 0.919 0.012 0.016 0.823
wbc_pwy104_pc4 2 2 0.06 0.07 0.991 0.151
wbc_pwy112_pc2 2 2 0.019 -0.086 0.999 0.049
wbc_pwy119_pc2 2 2 0.119 -0.08 0.965 0.287
wbc_pwy119_pc3 2 2 0.835 -0.026 0.065 0.602
wbc_pwy127_pc2 4 4 0.706 -0.026 0.054 0.667
wbc_pwy12_pc3 2 2 0.233 0.151 0.872 0.468
wbc_pwy150_pc5 2 2 0.878 -0.007 0.036 0.725
wbc_pwy155_pc5 2 2 0.016 0.056 0.999 0.041
wbc_pwy156_pc2 2 2 0.075 -0.088 0.986 0.178
wbc_pwy166_pc4 2 2 0.963 -0.004 0.003 0.864
wbc_pwy167_pc2 2 1 0.865 -0.035 0.044 0.713
wbc_pwy183_pc3 2 2 0.052 0.068 0.993 0.138
wbc_pwy193_pc5 2 1 0.183 0.185 0.92 0.382
wbc_pwy198_pc5 2 2 0.943 -0.006 0.008 0.797
wbc_pwy207_pc4 2 2 0.036 0.06 0.997 0.106
wbc_pwy208_pc1 2 2 0.053 0.078 0.993 0.028
wbc_pwy219_pc4 2 2 0.082 0.099 0.983 0.253
wbc_pwy221_pc5 2 2 0.952 -0.005 0.006 0.862
wbc_pwy222_pc1 3 3 0.548 0.064 0.204 0.497
wbc_pwy241_pc5 2 1 0.653 -0.097 0.269 0.524
wbc_pwy243_pc2 2 2 0.917 0.014 0.017 0.795
wbc_pwy250_pc2 3 3 0.004 -0.115 0.992 0.038
wbc_pwy267_pc3 3 3 0.503 -0.039 0.247 0.373
wbc_pwy273_pc5 2 2 0.008 -0.068 1 0.031
wbc_pwy280_pc5 2 2 0.034 -0.058 0.997 0.081
wbc_pwy281_pc4 2 2 0.027 0.054 0.998 0.073
wbc_pwy284_pc1 2 2 0.918 0.011 0.016 0.793
wbc_pwy305_pc1 2 2 0.787 -0.032 0.108 0.567
wbc_pwy316_pc4 2 2 0.124 -0.06 0.962 0.288
wbc_pwy321_pc4 2 1 0.77 0.05 0.125 0.574
wbc_pwy321_pc5 3 1 0.169 -0.129 0.69 0.232
wbc_pwy325_pc4 3 1 0.366 0.088 0.402 0.265
wbc_pwy42_pc2 2 2 0.15 0.083 0.946 0.324
wbc_pwy47_pc1 2 2 0.661 0.05 0.258 0.585
wbc_pwy63_pc3 2 2 0.015 -0.085 0.999 0.043
wbc_pwy67_pc4 2 2 0.011 0.071 1 0.042
wbc_pwy68_pc4 2 2 0.164 -0.117 0.935 0.372
wbc_pwy71_pc1 2 2 0.022 0.089 0.999 0.072
wbc_pwy79_pc1 2 2 0.852 0.022 0.053 0.647
wbc_pwy80_pc2 4 4 0.828 0.013 0.018 0.775
wbc_pwy83_pc3 2 2 0.055 0.062 0.993 0.174
wbc_pwy87_pc4 2 2 0.016 0.08 0.999 0.029
wbc_pwy88_pc1 2 2 0.132 0.13 0.958 0.249
wbc_pwy88_pc5 2 2 0.887 0.01 0.031 0.708
