factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
mch_pwy155_pc5 3 3 0.083 -0.082 0.841 0.137
mch_pwy169_pc5 2 2 0.24 0.096 0.864 0.351
mch_pwy181_pc2 2 2 0.314 0.131 0.776 0.469
mch_pwy191_pc4 3 3 0.52 -0.033 0.231 0.439
mch_pwy199_pc4 2 2 0.329 0.079 0.756 0.472
mch_pwy213_pc3 2 2 0.758 0.039 0.138 0.646
mch_pwy21_pc3 3 3 0.001 0.074 0.999 0.005
mch_pwy227_pc4 2 2 0.766 -0.046 0.129 0.643
mch_pwy230_pc1 2 2 0.218 -0.212 0.888 0.368
mch_pwy240_pc4 2 2 0.964 0.005 0.003 0.929
mch_pwy242_pc2 2 2 0.212 0.087 0.893 0.383
mch_pwy257_pc5 3 3 0.004 0.054 0.992 0.023
mch_pwy264_pc1 3 3 0.393 -0.158 0.368 0.324
mch_pwy291_pc3 2 2 0.988 -0.001 0 0.97
mch_pwy301_pc4 4 4 0.462 0.027 0.191 0.433
mch_pwy308_pc5 2 2 0.286 0.138 0.812 0.455
mch_pwy316_pc5 2 2 0.293 0.084 0.803 0.458
mch_pwy318_pc1 2 2 0.631 -0.105 0.299 0.537
mch_pwy40_pc3 2 2 0.74 0.017 0.158 0.795
mch_pwy42_pc5 2 2 0.972 -0.009 0.002 0.95
mch_pwy45_pc5 2 2 0.311 0.139 0.78 0.469
mch_pwy65_pc2 2 2 0.286 -0.04 0.811 0.314
mch_pwy73_pc1 3 3 0.019 -0.109 0.962 0.069
mch_pwy80_pc1 2 2 0.826 0.024 0.073 0.674
mchc_pwy112_pc3 2 2 0.104 0.078 0.974 0.257
mchc_pwy123_pc3 2 2 0.905 0.012 0.022 0.755
mchc_pwy129_pc4 2 2 0.176 -0.058 0.925 0.367
mchc_pwy152_pc1 2 2 0.981 0.002 0.001 0.936
mchc_pwy169_pc5 2 2 0.151 0.057 0.945 0.333
mchc_pwy178_pc2 4 4 0.714 0.019 0.051 0.681
mchc_pwy192_pc5 2 2 0.845 0.016 0.058 0.654
mchc_pwy197_pc3 2 2 0.01 0.06 1 0.028
mchc_pwy200_pc1 2 2 0.013 -0.072 1 0.044
mchc_pwy214_pc4 2 2 0.203 0.063 0.902 0.401
mchc_pwy216_pc4 2 2 0.178 0.069 0.924 0.369
mchc_pwy219_pc2 2 2 0.802 0.033 0.093 0.571
mchc_pwy219_pc3 3 3 0.738 0.015 0.069 0.746
mchc_pwy221_pc5 2 2 0.176 -0.064 0.925 0.367
mchc_pwy236_pc4 2 2 0.851 0.014 0.054 0.664
mchc_pwy252_pc1 2 2 0.271 0.168 0.83 0.473
mchc_pwy264_pc1 2 2 0.172 -0.092 0.929 0.294
mchc_pwy271_pc5 2 2 0.049 0.03 0.994 0.12
mchc_pwy280_pc3 2 2 0.945 0.01 0.007 0.863
mchc_pwy284_pc4 2 2 0.16 -0.047 0.938 0.346
mchc_pwy294_pc5 2 2 0.088 -0.036 0.981 0.226
mchc_pwy298_pc4 2 2 0.224 -0.049 0.882 0.421
mchc_pwy29_pc5 3 3 0.597 -0.042 0.163 0.522
mchc_pwy300_pc4 2 2 0.015 0.044 0.999 0.04
mchc_pwy304_pc2 2 2 0.049 -0.097 0.994 0.08
mchc_pwy312_pc5 2 2 0.108 0.064 0.971 0.267
mchc_pwy315_pc4 2 2 0.173 -0.059 0.928 0.361
mchc_pwy332_pc5 2 2 0.029 -0.041 0.998 0.081
mchc_pwy45_pc5 3 3 0.032 0.093 0.937 0.143
mchc_pwy72_pc4 2 2 0.079 0.119 0.985 0.197
mchc_pwy89_pc4 3 3 0.029 0.06 0.943 0.127
mcv_pwy101_pc4 2 2 0.825 0.01 0.074 0.628
mcv_pwy103_pc1 2 2 0.303 -0.035 0.79 0.257
mcv_pwy105_pc1 3 3 0.36 0.075 0.409 0.284
mcv_pwy113_pc4 2 2 0.901 0.007 0.024 0.757
mcv_pwy120_pc3 2 2 0.186 0.072 0.917 0.377
mcv_pwy127_pc5 2 2 0.699 -0.047 0.207 0.582
mcv_pwy138_pc4 2 2 0.865 -0.011 0.044 0.737
mcv_pwy149_pc1 2 2 0.183 0.19 0.92 0.255
mcv_pwy149_pc4 3 3 0.907 -0.006 0.009 0.894
mcv_pwy155_pc5 3 3 0.063 -0.078 0.878 0.132
mcv_pwy165_pc4 2 2 0.314 0.052 0.776 0.419
mcv_pwy169_pc5 2 2 0.241 0.084 0.863 0.428
mcv_pwy178_pc4 2 2 0.331 -0.156 0.753 0.442
mcv_pwy181_pc2 2 2 0.29 0.119 0.806 0.42
mcv_pwy199_pc4 2 2 0.306 0.072 0.786 0.426
mcv_pwy214_pc5 2 2 0.329 -0.117 0.756 0.441
mcv_pwy219_pc3 2 2 0.28 0.093 0.818 0.416
mcv_pwy21_pc3 2 2 0.062 0.076 0.99 0.144
mcv_pwy227_pc4 2 2 0.823 -0.03 0.075 0.644
mcv_pwy240_pc4 2 2 0.947 0.007 0.007 0.892
mcv_pwy243_pc5 2 2 0.162 -0.1 0.937 0.345
mcv_pwy245_pc4 2 2 0.107 -0.069 0.972 0.144
mcv_pwy248_pc3 2 2 0.025 -0.065 0.998 0.07
mcv_pwy253_pc3 2 2 0.626 -0.033 0.307 0.55
mcv_pwy254_pc2 2 2 0.843 -0.019 0.06 0.717
mcv_pwy257_pc5 2 2 0.024 0.052 0.999 0.066
mcv_pwy282_pc4 2 2 0.607 0.021 0.335 0.544
mcv_pwy301_pc4 4 4 0.467 0.025 0.187 0.434
mcv_pwy306_pc5 2 2 0.031 0.097 0.998 0.058
mcv_pwy308_pc5 2 2 0.263 0.126 0.839 0.405
mcv_pwy310_pc5 2 2 0.576 -0.041 0.381 0.563
mcv_pwy311_pc2 2 2 0.224 0.067 0.881 0.416
mcv_pwy316_pc5 2 2 0.269 0.077 0.832 0.409
mcv_pwy31_pc2 2 2 0.653 -0.028 0.269 0.553
mcv_pwy35_pc3 3 3 0.526 -0.049 0.225 0.467
mcv_pwy40_pc3 2 2 0.722 0.018 0.179 0.773
mcv_pwy45_pc5 2 2 0.288 0.126 0.809 0.419
mcv_pwy65_pc2 3 3 0.087 -0.044 0.834 0.065
mcv_pwy79_pc1 2 2 0.848 0.023 0.056 0.687
mcv_pwy83_pc4 2 2 0.36 0.136 0.713 0.464
mono_pwy106_pc1 2 2 0.838 0.029 0.063 0.706
mono_pwy113_pc4 4 4 0.835 -0.007 0.017 0.834
mono_pwy114_pc4 2 2 0.84 -0.009 0.062 0.724
mono_pwy124_pc5 2 2 0.721 0.026 0.18 0.618
mono_pwy128_pc1 2 2 0.153 -0.142 0.943 0.249
mono_pwy133_pc2 2 2 0.033 0.084 0.997 0.074
mono_pwy140_pc4 2 2 0.008 -0.05 1 0.015
mono_pwy140_pc5 2 2 0.826 -0.013 0.073 0.709
mono_pwy145_pc5 2 2 0.061 0.041 0.991 0.122
mono_pwy151_pc2 2 2 0.951 -0.018 0.006 0.912
mono_pwy154_pc5 2 2 0.046 -0.069 0.995 0.043
mono_pwy15_pc4 3 3 0.027 -0.113 0.946 0.106
mono_pwy160_pc2 2 2 0.813 0.018 0.084 0.696
mono_pwy162_pc3 2 2 0.062 -0.065 0.99 0.119
mono_pwy165_pc4 2 2 0.8 -0.011 0.095 0.683
mono_pwy166_pc5 2 2 0.633 0.059 0.297 0.578
mono_pwy168_pc5 3 3 0.894 0.008 0.011 0.902
mono_pwy171_pc3 2 2 0.02 -0.075 0.999 0.037
mono_pwy173_pc2 2 2 0.061 0.07 0.991 0.132
mono_pwy178_pc3 2 2 0.013 -0.053 1 0.035
mono_pwy187_pc4 2 2 0.797 -0.012 0.098 0.68
mono_pwy1_pc1 2 2 0.029 0.094 0.998 0.06
mono_pwy201_pc3 3 3 0.38 -0.042 0.384 0.302
mono_pwy203_pc2 2 2 0.94 0.008 0.009 0.884
mono_pwy205_pc4 2 2 0.038 0.038 0.996 0.08
mono_pwy211_pc4 2 2 0.862 0.01 0.046 0.748
mono_pwy212_pc3 2 2 0.844 0.013 0.059 0.727
mono_pwy218_pc2 2 2 0.057 -0.066 0.992 0.118
mono_pwy230_pc5 2 2 0.846 -0.013 0.058 0.728
mono_pwy240_pc2 3 3 0.014 0.106 0.973 0.048
mono_pwy240_pc3 2 2 0.731 -0.032 0.168 0.624
mono_pwy266_pc4 2 2 0.862 -0.012 0.046 0.748
mono_pwy268_pc5 2 2 0.098 0.066 0.976 0.202
mono_pwy26_pc2 2 2 0.026 0.108 0.998 0.046
mono_pwy275_pc2 3 3 0.408 -0.029 0.35 0.303
mono_pwy280_pc5 2 2 0.031 0.057 0.998 0.058
mono_pwy283_pc5 2 2 0.754 0.014 0.142 0.628
mono_pwy294_pc5 2 2 0.805 0.008 0.091 0.687
mono_pwy300_pc4 2 2 0.913 -0.008 0.019 0.834
mono_pwy302_pc4 2 2 0.06 -0.072 0.991 0.132
mono_pwy305_pc5 2 2 0.813 -0.017 0.084 0.695
mono_pwy308_pc3 2 2 0.036 -0.073 0.997 0.04
mono_pwy311_pc4 3 3 0.693 0.018 0.094 0.677
mono_pwy314_pc4 2 2 0.781 -0.017 0.114 0.647
mono_pwy31_pc1 2 2 0.784 -0.036 0.111 0.674
mono_pwy329_pc4 2 2 0.808 -0.017 0.088 0.69
mono_pwy33_pc1 2 2 0.847 0.024 0.057 0.73
mono_pwy37_pc1 2 2 0.949 0.011 0.006 0.905
mono_pwy50_pc5 2 2 0.974 0.003 0.002 0.949
mono_pwy56_pc1 4 4 0.547 0.074 0.132 0.592
mono_pwy5_pc3 3 3 0.689 0.021 0.097 0.698
mono_pwy66_pc4 2 2 0.901 0.009 0.024 0.808
mono_pwy67_pc5 2 2 0.911 -0.008 0.019 0.827
mono_pwy73_pc2 2 2 0.763 0.023 0.132 0.663
mono_pwy74_pc3 2 2 0.85 -0.021 0.055 0.733
mono_pwy80_pc4 2 2 0.896 -0.016 0.026 0.791
mono_pwy88_pc4 2 2 0.989 -0.002 0 0.978
mono_pwy89_pc2 2 2 0.055 -0.06 0.993 0.108
mono_pwy8_pc1 2 2 0.892 -0.025 0.028 0.813
mono_pwy95_pc5 2 2 0.817 -0.009 0.08 0.7
mpv_pwy100_pc2 2 2 0.793 -0.037 0.102 0.699
mpv_pwy101_pc2 3 3 0.035 -0.119 0.931 0.119
mpv_pwy105_pc2 2 2 0.036 -0.148 0.997 0.057
mpv_pwy118_pc3 3 3 0.621 -0.017 0.144 0.619
mpv_pwy123_pc2 2 2 0.063 -0.078 0.99 0.118
mpv_pwy155_pc5 3 3 0.693 0.016 0.095 0.691
mpv_pwy158_pc3 2 2 0.056 -0.084 0.992 0.106
mpv_pwy178_pc5 2 2 0.893 0.012 0.028 0.825
mpv_pwy182_pc5 2 2 0.834 0.017 0.066 0.745
mpv_pwy189_pc3 2 2 0.022 -0.05 0.999 0.056
mpv_pwy191_pc4 2 2 0.1 -0.044 0.976 0.174
mpv_pwy199_pc4 2 2 0.57 -0.029 0.391 0.591
mpv_pwy200_pc1 2 2 0.815 -0.034 0.082 0.641
mpv_pwy204_pc5 2 2 0.804 -0.023 0.092 0.653
mpv_pwy232_pc3 2 2 0.06 0.063 0.991 0.099
mpv_pwy247_pc2 2 1 0.865 -0.04 0.044 0.731
mpv_pwy249_pc3 2 2 0.098 -0.069 0.977 0.226
mpv_pwy251_pc1 2 2 0.425 0.075 0.616 0.461
mpv_pwy255_pc1 2 2 0.243 -0.079 0.861 0.334
mpv_pwy265_pc2 2 2 0.045 0.074 0.995 0.044
mpv_pwy295_pc1 2 2 0.992 -0.001 0 0.98
mpv_pwy299_pc5 3 3 0.307 0.029 0.48 0.286
mpv_pwy300_pc5 2 2 0.126 0.053 0.961 0.209
mpv_pwy304_pc4 3 3 0.713 -0.018 0.082 0.711
mpv_pwy310_pc3 2 2 0.051 -0.059 0.994 0.053
mpv_pwy312_pc4 2 2 0.909 0.009 0.02 0.845
mpv_pwy316_pc5 3 3 0.698 -0.015 0.091 0.696
mpv_pwy319_pc5 2 2 0.916 -0.006 0.018 0.809
mpv_pwy56_pc5 2 2 0.02 0.07 0.999 0.043
mpv_pwy61_pc5 2 1 0.841 -0.033 0.061 0.678
mpv_pwy7_pc1 2 2 0.753 0.089 0.143 0.574
mpv_pwy87_pc3 3 3 0.084 0.103 0.839 0.152
mpv_pwy88_pc3 2 2 0.54 -0.035 0.437 0.575
mpv_pwy90_pc2 2 2 0.202 0.146 0.903 0.312
mpv_pwy92_pc5 3 3 0.481 -0.067 0.269 0.407
myeloid_wbc_pwy116_pc4 2 2 0.799 0.013 0.096 0.622
myeloid_wbc_pwy117_pc3 3 2 0.693 -0.021 0.094 0.677
myeloid_wbc_pwy11_pc4 2 2 0.841 -0.033 0.061 0.658
myeloid_wbc_pwy124_pc4 2 2 0.896 -0.007 0.027 0.766
myeloid_wbc_pwy126_pc2 3 2 0.761 -0.018 0.057 0.759
myeloid_wbc_pwy127_pc1 2 2 0.09 0.051 0.98 0.215
myeloid_wbc_pwy129_pc4 2 1 0.302 -0.082 0.791 0.51
myeloid_wbc_pwy138_pc5 2 2 0.793 0.012 0.102 0.621
myeloid_wbc_pwy139_pc4 2 2 0.073 -0.029 0.987 0.164
myeloid_wbc_pwy143_pc4 3 3 0.79 -0.009 0.044 0.822
myeloid_wbc_pwy144_pc5 2 2 0.906 -0.008 0.022 0.745
myeloid_wbc_pwy146_pc5 2 2 0.849 -0.017 0.055 0.637
myeloid_wbc_pwy149_pc1 2 1 0.297 0.163 0.798 0.508
myeloid_wbc_pwy151_pc4 2 2 0.798 -0.009 0.098 0.622
myeloid_wbc_pwy155_pc4 2 2 0.774 0.023 0.12 0.58
myeloid_wbc_pwy162_pc5 3 3 0.55 0.02 0.203 0.453
myeloid_wbc_pwy165_pc5 2 2 0.981 0.002 0.001 0.952
myeloid_wbc_pwy168_pc4 2 2 0.089 -0.069 0.98 0.208
myeloid_wbc_pwy168_pc5 4 3 0.025 0.107 0.854 0.117
myeloid_wbc_pwy183_pc2 2 2 0.613 0.06 0.327 0.528
myeloid_wbc_pwy184_pc3 2 2 0.857 0.01 0.05 0.659
myeloid_wbc_pwy187_pc5 2 2 0.101 0.039 0.975 0.258
myeloid_wbc_pwy194_pc5 2 2 0.057 -0.066 0.992 0.147
myeloid_wbc_pwy195_pc3 3 2 0.629 -0.033 0.138 0.578
myeloid_wbc_pwy195_pc4 2 2 0.998 0 0 0.997
myeloid_wbc_pwy197_pc3 3 3 0.71 0.026 0.084 0.73
myeloid_wbc_pwy201_pc3 3 2 0.995 0 0 0.992
myeloid_wbc_pwy203_pc2 2 1 0.054 0.117 0.993 0.139
myeloid_wbc_pwy209_pc2 2 2 0.797 -0.028 0.098 0.622
myeloid_wbc_pwy216_pc2 2 2 0.136 -0.1 0.955 0.328
myeloid_wbc_pwy218_pc2 3 3 0.611 -0.041 0.151 0.554
myeloid_wbc_pwy219_pc3 2 2 0.84 0.015 0.062 0.71
myeloid_wbc_pwy231_pc2 2 2 0.155 -0.098 0.942 0.368
myeloid_wbc_pwy232_pc3 2 2 0.998 0 0 0.995
myeloid_wbc_pwy238_pc4 2 1 0.3 0.102 0.794 0.509
myeloid_wbc_pwy261_pc4 3 2 0.946 0.008 0.003 0.97
myeloid_wbc_pwy264_pc1 2 2 0.725 -0.042 0.176 0.571
myeloid_wbc_pwy265_pc3 3 3 0.502 -0.034 0.248 0.389
myeloid_wbc_pwy272_pc3 3 3 0.846 -0.008 0.024 0.85
myeloid_wbc_pwy274_pc4 3 3 0.848 0.007 0.023 0.863
myeloid_wbc_pwy275_pc4 2 2 0.878 -0.012 0.036 0.732
myeloid_wbc_pwy276_pc4 3 3 0.57 -0.034 0.185 0.466
myeloid_wbc_pwy280_pc5 2 2 0.072 0.066 0.987 0.174
myeloid_wbc_pwy283_pc4 2 2 0.056 -0.034 0.992 0.122
myeloid_wbc_pwy290_pc3 3 2 0.808 -0.017 0.037 0.792
myeloid_wbc_pwy293_pc4 2 2 0.084 0.038 0.983 0.191
myeloid_wbc_pwy294_pc3 2 1 0.269 -0.079 0.832 0.494
myeloid_wbc_pwy296_pc5 2 2 0.821 -0.01 0.077 0.633
myeloid_wbc_pwy302_pc4 5 4 0.393 -0.042 0.186 0.361
myeloid_wbc_pwy308_pc5 2 2 0.966 0.003 0.003 0.914
myeloid_wbc_pwy30_pc3 3 3 0.666 0.04 0.112 0.664
myeloid_wbc_pwy314_pc4 2 2 0.143 0.071 0.95 0.337
myeloid_wbc_pwy329_pc4 4 4 0.97 -0.002 0.001 0.965
myeloid_wbc_pwy332_pc3 3 3 0.804 -0.007 0.038 0.839
myeloid_wbc_pwy47_pc1 2 1 0.279 0.188 0.82 0.501
myeloid_wbc_pwy4_pc3 2 2 0.861 -0.029 0.047 0.666
myeloid_wbc_pwy67_pc5 3 3 0.001 -0.057 0.997 0.012
myeloid_wbc_pwy93_pc1 2 2 0.091 0.079 0.98 0.212
myeloid_wbc_pwy96_pc5 2 2 0.063 0.061 0.99 0.163
neut_pwy108_pc1 2 2 0.139 -0.102 0.953 0.324
neut_pwy117_pc3 2 1 0.259 -0.072 0.844 0.465
neut_pwy127_pc1 4 4 0.984 0.001 0 0.972
neut_pwy143_pc4 2 2 0.033 -0.038 0.997 0.109
neut_pwy149_pc1 2 1 0.252 0.159 0.851 0.456
neut_pwy162_pc5 2 2 0.939 -0.004 0.009 0.809
neut_pwy168_pc5 4 3 0.024 0.098 0.858 0.091
neut_pwy175_pc2 2 2 0.052 -0.076 0.993 0.163
neut_pwy194_pc5 2 2 0.006 -0.059 1 0.019
neut_pwy195_pc3 2 1 0.242 -0.09 0.862 0.454
neut_pwy202_pc4 2 2 0.983 -0.002 0.001 0.939
neut_pwy203_pc2 2 1 0.06 0.106 0.991 0.195
neut_pwy216_pc2 2 2 0.044 -0.076 0.995 0.135
neut_pwy218_pc2 5 5 0.202 -0.053 0.367 0.242
neut_pwy228_pc3 2 2 0.947 0.006 0.007 0.871
neut_pwy238_pc4 2 1 0.28 0.096 0.818 0.474
neut_pwy245_pc3 2 2 0.785 0.017 0.11 0.626
neut_pwy261_pc4 2 1 0.774 0.057 0.12 0.558
neut_pwy264_pc1 2 2 0.718 -0.043 0.183 0.552
neut_pwy265_pc3 3 3 0.665 0.022 0.112 0.68
neut_pwy272_pc3 2 2 0.052 -0.052 0.993 0.162
neut_pwy281_pc4 3 3 0.646 -0.028 0.125 0.622
neut_pwy283_pc4 2 2 0.042 -0.032 0.996 0.141
neut_pwy286_pc3 2 2 0.13 -0.043 0.959 0.226
neut_pwy288_pc3 3 3 0.011 0.054 0.979 0.052
neut_pwy290_pc3 3 2 0.649 -0.029 0.123 0.674
neut_pwy294_pc3 2 1 0.257 -0.074 0.846 0.464
neut_pwy315_pc3 2 2 0.108 0.048 0.971 0.214
neut_pwy329_pc4 3 3 0.595 0.029 0.164 0.512
neut_pwy47_pc1 2 1 0.266 0.176 0.835 0.467
neut_pwy4_pc3 3 3 0.549 -0.053 0.203 0.455
neut_pwy50_pc5 2 2 0.56 -0.052 0.406 0.524
neut_pwy53_pc1 2 2 0.027 0.084 0.998 0.106
neut_pwy67_pc5 2 2 0.033 -0.055 0.997 0.099
neut_pwy96_pc2 4 4 0.681 -0.023 0.064 0.659
pct_pwy104_pc4 2 2 0.867 -0.011 0.043 0.792
pct_pwy118_pc4 2 2 0.649 0.025 0.274 0.606
pct_pwy119_pc4 2 2 0.953 -0.006 0.006 0.902
pct_pwy143_pc4 2 2 0.432 0.023 0.606 0.412
pct_pwy157_pc4 2 2 0.011 0.072 1 0.014
pct_pwy15_pc1 2 2 0.973 0.005 0.002 0.915
pct_pwy174_pc4 3 3 0.749 0.022 0.063 0.799
pct_pwy177_pc3 2 2 0.994 0.001 0 0.987
pct_pwy178_pc2 2 2 0.036 -0.108 0.997 0.054
pct_pwy187_pc3 2 2 0.859 -0.011 0.049 0.694
pct_pwy18_pc4 2 2 0.584 -0.047 0.37 0.536
pct_pwy191_pc4 2 2 0.946 -0.004 0.007 0.865
pct_pwy202_pc5 2 2 0.605 -0.047 0.338 0.575
pct_pwy203_pc2 2 2 0.04 0.063 0.996 0.102
pct_pwy218_pc2 2 2 0.198 0.102 0.906 0.376
pct_pwy219_pc4 2 2 0.874 0.012 0.039 0.866
pct_pwy221_pc5 2 2 0.951 0.004 0.006 0.874
pct_pwy226_pc5 2 2 0.416 0.04 0.63 0.396
pct_pwy232_pc3 2 2 0.976 0.002 0.001 0.947
pct_pwy242_pc5 2 2 0.291 -0.047 0.805 0.331
pct_pwy249_pc2 2 2 0.215 0.066 0.89 0.402
pct_pwy265_pc5 2 2 0.515 0.059 0.476 0.503
pct_pwy287_pc3 2 2 0.598 0.041 0.349 0.53
pct_pwy290_pc2 2 2 0.121 -0.05 0.964 0.239
pct_pwy290_pc4 2 2 0.538 -0.017 0.441 0.54
pct_pwy308_pc4 2 2 0.213 -0.064 0.892 0.4
pct_pwy309_pc3 2 2 0.77 0.027 0.125 0.77
pct_pwy330_pc3 2 2 0.153 -0.078 0.944 0.312
pct_pwy332_pc2 2 2 0.576 -0.047 0.382 0.564
pct_pwy40_pc3 2 2 0.047 0.08 0.995 0.128
pct_pwy52_pc4 2 2 0.309 -0.261 0.782 0.461
pct_pwy60_pc5 2 2 0.928 0.011 0.013 0.829
pct_pwy65_pc2 2 2 0.807 -0.029 0.089 0.657
pct_pwy66_pc3 2 2 0.063 0.052 0.99 0.033
pct_pwy73_pc1 2 2 0.566 0.056 0.397 0.536
pct_pwy79_pc3 5 5 0.132 0.064 0.471 0.113
pct_pwy83_pc5 2 2 0.224 -0.065 0.882 0.138
pct_pwy8_pc5 2 2 0.037 -0.059 0.997 0.021
pdw_pwy117_pc2 2 2 0.149 -0.12 0.946 0.31
pdw_pwy127_pc4 2 2 0.058 -0.07 0.992 0.119
pdw_pwy152_pc1 2 2 1 0 0 0.998
pdw_pwy162_pc1 2 2 0.073 0.055 0.987 0.158
pdw_pwy162_pc2 2 2 0.058 0.041 0.992 0.099
pdw_pwy184_pc5 2 2 0.06 0.062 0.991 0.103
pdw_pwy188_pc5 2 2 0.031 0.101 0.998 0.03
pdw_pwy196_pc2 2 2 0.964 -0.006 0.003 0.915
pdw_pwy198_pc2 2 2 0.802 -0.038 0.093 0.638
pdw_pwy232_pc4 2 2 0.23 0.221 0.875 0.312
pdw_pwy245_pc4 2 2 0.464 0.123 0.557 0.497
pdw_pwy297_pc3 2 2 0.229 -0.104 0.876 0.39
pdw_pwy50_pc3 2 2 0.189 0.084 0.914 0.279
pdw_pwy98_pc5 2 2 0.148 -0.112 0.947 0.307
plt_pwy118_pc4 2 2 0.61 0.034 0.331 0.559
plt_pwy137_pc2 2 2 0.785 0.035 0.109 0.631
plt_pwy15_pc1 2 2 0.908 -0.017 0.021 0.799
plt_pwy15_pc4 2 2 0.505 0.057 0.491 0.532
plt_pwy199_pc2 2 2 0.846 0.031 0.057 0.713
plt_pwy203_pc2 2 2 0.058 0.057 0.992 0.123
plt_pwy219_pc3 2 2 0.944 0.005 0.008 0.908
plt_pwy249_pc1 2 2 0.086 -0.132 0.982 0.165
plt_pwy316_pc5 2 2 0.981 0.002 0.001 0.959
plt_pwy323_pc4 2 2 0.11 0.073 0.97 0.242
plt_pwy330_pc3 2 2 0.556 -0.186 0.413 0.503
plt_pwy56_pc5 2 2 0.117 -0.065 0.967 0.234
plt_pwy65_pc2 2 2 0.799 -0.026 0.096 0.672
plt_pwy87_pc3 2 2 0.061 -0.09 0.991 0.119
plt_pwy93_pc5 2 2 0.895 0.008 0.027 0.795
rbc_pwy103_pc1 2 2 0.153 0.088 0.944 0.333
rbc_pwy113_pc3 2 2 0.169 -0.054 0.931 0.306
rbc_pwy116_pc4 2 2 0.03 0.051 0.998 0.072
rbc_pwy122_pc5 3 2 0.933 -0.003 0.005 0.944
rbc_pwy129_pc1 2 2 0.804 0.033 0.092 0.66
rbc_pwy129_pc3 2 2 0.092 -0.053 0.979 0.228
rbc_pwy135_pc4 2 2 0.026 0.053 0.998 0.082
rbc_pwy136_pc5 2 2 0.764 -0.02 0.131 0.603
rbc_pwy138_pc4 2 2 0.773 0.014 0.122 0.624
rbc_pwy139_pc4 2 2 0.823 0.008 0.076 0.687
rbc_pwy143_pc4 2 2 0.193 0.057 0.911 0.389
rbc_pwy149_pc2 2 2 0.06 0.072 0.991 0.174
rbc_pwy149_pc4 2 2 0.723 0.022 0.178 0.62
rbc_pwy157_pc3 2 2 0.718 0.058 0.184 0.538
rbc_pwy15_pc1 2 2 0.047 -0.11 0.995 0.117
rbc_pwy164_pc4 2 2 0.104 0.097 0.974 0.246
rbc_pwy171_pc4 2 2 0.196 0.074 0.908 0.39
rbc_pwy176_pc4 2 2 0.568 0.05 0.394 0.521
rbc_pwy177_pc4 2 2 0.76 -0.014 0.135 0.584
rbc_pwy178_pc5 2 2 0.745 -0.025 0.152 0.595
rbc_pwy181_pc2 2 2 0.866 -0.015 0.044 0.725
rbc_pwy188_pc4 2 2 0.724 0.018 0.177 0.62
rbc_pwy203_pc1 2 2 0.904 -0.019 0.023 0.778
rbc_pwy203_pc5 2 2 0.055 0.1 0.992 0.082
rbc_pwy209_pc1 3 3 0.676 0.031 0.105 0.67
rbc_pwy213_pc5 2 2 0.587 0.051 0.365 0.539
rbc_pwy217_pc4 2 2 0.777 -0.024 0.118 0.776
rbc_pwy221_pc4 2 2 0.822 0.017 0.076 0.641
rbc_pwy235_pc3 3 3 0.597 0.031 0.162 0.552
rbc_pwy242_pc3 2 2 0.828 0.017 0.071 0.908
rbc_pwy245_pc4 2 2 0.493 -0.043 0.512 0.504
rbc_pwy250_pc3 2 2 0.996 -0.001 0 0.993
rbc_pwy251_pc2 2 1 0.188 0.046 0.916 0.241
rbc_pwy254_pc2 3 3 0.885 0.007 0.013 0.885
rbc_pwy259_pc5 2 2 0.714 0.025 0.189 0.594
rbc_pwy267_pc5 2 2 0.145 -0.111 0.949 0.213
rbc_pwy276_pc5 2 2 0.058 -0.055 0.992 0.047
rbc_pwy304_pc5 2 2 0.631 0.039 0.299 0.558
rbc_pwy308_pc5 2 2 0.04 0.077 0.996 0.078
rbc_pwy318_pc1 2 2 0.558 0.114 0.41 0.51
rbc_pwy319_pc3 2 2 0.174 0.096 0.927 0.35
rbc_pwy321_pc2 2 2 0.929 0.005 0.012 0.82
rbc_pwy321_pc3 3 3 0.57 0.068 0.185 0.523
rbc_pwy36_pc2 3 3 0.903 0.015 0.009 0.917
rbc_pwy36_pc4 2 2 0.878 0.016 0.036 0.71
rbc_pwy40_pc3 2 2 0.1 0.177 0.976 0.244
rbc_pwy42_pc5 2 2 0.89 -0.019 0.029 0.776
rbc_pwy79_pc1 2 2 0.92 -0.012 0.016 0.837
rbc_pwy89_pc4 2 2 0.19 -0.108 0.913 0.38
rbc_pwy92_pc3 2 2 0.032 -0.072 0.998 0.075
rbc_pwy98_pc3 2 2 0.105 0.093 0.973 0.244
rdw_pwy102_pc4 2 2 0.078 -0.079 0.985 0.085
rdw_pwy107_pc3 2 2 0.041 -0.14 0.996 0.063
rdw_pwy262_pc1 2 2 0.904 -0.013 0.023 0.801
rdw_pwy325_pc5 2 1 0.097 -0.056 0.977 0.151
rdw_pwy33_pc2 2 2 0.94 -0.007 0.009 0.855
rdw_pwy4_pc3 2 2 0.039 -0.1 0.996 0.097
ret_pwy101_pc2 2 2 0.746 -0.049 0.15 0.609
ret_pwy102_pc2 2 2 0.947 -0.006 0.007 0.867
ret_pwy104_pc4 2 2 0.839 0.017 0.062 0.719
ret_pwy108_pc3 2 2 0.815 0.022 0.082 0.664
ret_pwy122_pc3 3 3 0.084 0.089 0.839 0.169
ret_pwy126_pc2 2 2 0.861 0.012 0.047 0.741
