factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting pval_in_resampling IVW_estimate IVW_pval IVW_resampling_pval
EUR.CD_pwy96_pc3 2 2 0.028 -2.26 0.067 -2.28881741051553 2.63565184592142e-17 0.254
EUR.IBD_pwy107_pc1 2 2 0.23 -0.706 0.118 -0.791446272678077 1.67162437320628e-20 0.219
EUR.IBD_pwy113_pc2 2 2 0.058 -2.136 0.122 -2.19181703613814 4.88178236176054e-28 0.402
EUR.IBD_pwy115_pc4 2 2 0.919 0.124 0.826 -0.101175431331414 0.39900818035924 0.91
EUR.IBD_pwy126_pc1 2 2 0.127 1.969 0.2 1.84625017914673 5.67919869382244e-29 0.343
EUR.IBD_pwy126_pc2 3 3 0.005 1.564 0.014 1.63627735719317 1.02246795315817e-30 0.281
EUR.IBD_pwy138_pc2 2 2 0.003 -1.434 0.006 -1.4327095804913 5.18991681478648e-20 0.449
EUR.IBD_pwy142_pc2 2 2 0.54 -0.904 0.566 -0.033159070829049 0.850412407245352 0.982
EUR.IBD_pwy168_pc4 2 2 0.134 -1.244 0.246 -1.25899125661494 1.61970330025027e-18 0.56
EUR.IBD_pwy181_pc5 2 2 0.186 1.097 0.24 1.27414295489147 4.2460774407555e-33 0.243
EUR.IBD_pwy183_pc2 2 0 0.098 1.656 0.09 1.96946429391948 1.92759025277551e-28 0.2
EUR.IBD_pwy187_pc2 3 3 0.004 2.609 0.015 2.72479600010269 4.29105701090424e-39 0.256
EUR.IBD_pwy193_pc4 4 0 0.276 -0.812 0.255 -0.502768231808969 0.443372654909404 0.46
EUR.IBD_pwy193_pc5 6 0 0.033 0.386 0.05 0.25924634427871 5.73332952087431e-05 0.02
EUR.IBD_pwy196_pc5 2 2 0.071 2.04 0.137 1.93304165837426 4.23507861904447e-23 0.311
EUR.IBD_pwy198_pc3 2 0 0.068 -0.563 0.077 -0.599125676244727 2.26308703523019e-18 0.463
EUR.IBD_pwy213_pc4 2 2 0.778 -0.361 0.696 0.0901335661083653 0.475634460276674 0.923
EUR.IBD_pwy217_pc3 2 2 0.511 -0.249 0.464 -0.197039767516419 3.12443382456009e-06 0.589
EUR.IBD_pwy232_pc1 2 2 0.953 -0.118 0.89 0.128852904920188 0.496055486374731 0.929
EUR.IBD_pwy238_pc1 2 0 0.197 1.413 0.337 1.49166797104926 5.16079237666577e-31 0.156
EUR.IBD_pwy238_pc3 4 0 0 -1.033 0 -0.988459213703372 3.65512184923869e-70 0
EUR.IBD_pwy238_pc5 8 0 0.026 -0.487 0.03 -0.223962680873915 0.00403993708929661 0.075
EUR.IBD_pwy265_pc4 2 2 0.15 -1.205 0.289 -1.25959628822201 3.82741158001555e-32 0.355
EUR.IBD_pwy27_pc2 3 0 0.038 -1.99 0.083 -2.02579547948601 1.84877870633069e-52 0.14
EUR.IBD_pwy275_pc1 2 0 0.792 -0.787 0.653 -0.383769002227486 0.0369872930451461 0.756
EUR.IBD_pwy275_pc5 2 0 0.049 1.372 0.11 1.33876059069607 1.44689327935791e-53 0.124
EUR.IBD_pwy279_pc5 2 0 0.082 -1.374 0.18 -1.31869927532183 5.15117011273284e-53 0.128
EUR.IBD_pwy282_pc5 2 0 0.096 -2.062 0.205 -1.96626945643842 1.03166042324015e-52 0.129
EUR.IBD_pwy300_pc2 2 2 0.026 2.444 0.056 2.46919686212165 3.3126843759016e-24 0.406
EUR.IBD_pwy301_pc4 2 2 0.071 1.55 0.115 1.471663252342 1.26257128179536e-17 0.455
EUR.IBD_pwy301_pc5 2 2 0.788 0.552 0.64 0.0955213389118572 0.603338982349019 0.952
EUR.IBD_pwy315_pc1 2 0 0.34 3.096 0.342 -0.177253225670443 0.406342696932819 0.989
EUR.IBD_pwy315_pc5 2 2 0.964 -0.082 0.922 0.0768745967731123 0.632509423408665 0.928
EUR.IBD_pwy320_pc3 8 0 0.03 -0.467 0.034 -0.220453825433881 0.00304328170385337 0.061
EUR.IBD_pwy321_pc2 3 3 0.034 0.608 0.02 0.757842966860058 1.77283138797535e-30 0.276
EUR.IBD_pwy321_pc3 2 0 0.083 1.047 0.182 1.00460641328743 5.39462221583271e-53 0.128
EUR.IBD_pwy321_pc5 6 0 0.036 -0.378 0.061 -0.227990469917623 0.00631833734800833 0.075
EUR.IBD_pwy322_pc3 2 0 0.945 0.146 0.88 -0.0784207275048092 0.653544737396631 0.949
EUR.IBD_pwy322_pc4 3 0 0.024 -1.106 0.097 -0.938362248225964 5.34204693538308e-59 0.092
EUR.IBD_pwy325_pc2 3 3 0.032 -0.625 0.019 -0.784722241482217 7.95005836278334e-31 0.271
EUR.IBD_pwy325_pc3 4 0 0 -1.039 0 -1.02015445073863 1.94213948823783e-70 0
EUR.IBD_pwy325_pc4 6 0 0.036 -0.366 0.059 -0.223241614560968 0.00542779095787358 0.074
EUR.IBD_pwy325_pc5 7 7 0.047 1.172 0.071 0.490472528901556 0.0584807580698918 0.136
EUR.IBD_pwy326_pc2 3 3 0.024 -0.737 0.019 -0.869813494827921 1.52049203147387e-31 0.288
EUR.IBD_pwy326_pc3 3 0 0.005 1.055 0.007 1.11824768014923 6.48711893206253e-40 0.096
EUR.IBD_pwy326_pc4 6 0 0.037 0.339 0.061 0.205351508613368 0.00658759518256226 0.079
EUR.IBD_pwy326_pc5 2 2 0 1.633 0.001 1.63270598600115 1.695641353891e-46 0.199
EUR.IBD_pwy331_pc4 4 0 0.093 0.981 0.125 0.756703972599168 0.163362292722512 0.306
EUR.IBD_pwy331_pc5 2 0 0.026 -1.394 0.061 -1.37544333361554 8.61045909174199e-54 0.122
EUR.IBD_pwy84_pc3 3 0 0.003 -0.671 0.002 -0.669909439510664 2.4556847782149e-43 0.021
EUR.UC_pwy107_pc1 2 2 0.641 -0.645 0.598 -0.652547148198256 4.14686356082959e-09 0.383
EUR.UC_pwy113_pc2 3 0 0.01 -3.194 0.03 -2.58119508437626 8.79368393370801e-28 0.311
EUR.UC_pwy118_pc1 2 2 0.063 1.425 0.132 1.39221962249172 1.85993621399143e-21 0.334
EUR.UC_pwy123_pc2 2 0 0.128 2.766 0.175 2.11486701344806 4.81248798631916e-16 0.266
EUR.UC_pwy126_pc2 2 2 0.113 2.054 0.216 2.06891825558566 1.41904882220681e-26 0.477
EUR.UC_pwy126_pc5 2 2 0.001 1.596 0.002 1.59682103010481 7.9767888527691e-19 0.554
EUR.UC_pwy130_pc1 2 0 0.09 1.157 0.118 1.28260943987013 2.33117023632014e-15 0.365
EUR.UC_pwy135_pc1 2 2 0.018 -2.747 0.019 -2.78383795403363 8.35688096440914e-22 0.438
EUR.UC_pwy140_pc4 2 0 0.163 -3.008 0.268 -3.41527833251705 1.24913103784461e-55 0.084
EUR.UC_pwy149_pc2 2 2 0.774 0.775 0.643 -0.235203609641028 0.301630817571151 0.922
EUR.UC_pwy162_pc3 3 3 0.7 -0.63 0.762 -0.572522105032632 0.000834291279836187 0.705
EUR.UC_pwy171_pc1 2 0 0.136 -0.977 0.087 -1.02548408422031 1.31592381659752e-33 0.249
EUR.UC_pwy174_pc3 3 3 0.002 -1.644 0.003 -1.57284707791534 1.52982700478173e-34 0.338
EUR.UC_pwy182_pc4 4 0 0.167 1.268 0.203 0.553465421257971 0.496234901685726 0.576
EUR.UC_pwy185_pc4 3 0 0.037 -2.637 0.083 -3.05098255035109 6.32356011459413e-81 0.049
EUR.UC_pwy185_pc5 2 0 0.156 2.205 0.241 2.10017016797832 4.26576472610923e-55 0.236
EUR.UC_pwy186_pc2 3 0 0.589 -1.648 0.621 0.800341293071905 0.00014360227658787 0.687
EUR.UC_pwy187_pc2 3 0 0.012 4.273 0.05 3.80109735454725 1.39811105381291e-48 0.098
EUR.UC_pwy193_pc1 2 0 0.111 1.939 0.142 1.85145817128577 2.85446351475981e-34 0.349
EUR.UC_pwy193_pc3 2 0 0.113 -1.487 0.154 -1.63304853783388 4.52980064508675e-37 0.128
EUR.UC_pwy193_pc4 8 0 0.003 -1.967 0.009 -1.51978248376129 0.000112883886781537 0.014
EUR.UC_pwy193_pc5 12 0 0 0.417 0 0.316843328082988 3.92308252576625e-24 0
EUR.UC_pwy212_pc4 2 2 0.877 -0.5 0.766 -0.017988861686801 0.930427626289497 0.994
EUR.UC_pwy212_pc5 2 2 0.925 -0.358 0.874 -0.193203163159138 0.42396277555496 0.896
EUR.UC_pwy225_pc5 2 2 0.842 -0.418 0.779 -0.175030769948423 0.393204892858101 0.872
EUR.UC_pwy238_pc1 2 0 0.974 0.095 0.954 -1.09705524218789 2.19114913008534e-08 0.623
EUR.UC_pwy238_pc3 8 0 0.001 -1.134 0.002 -1.02124098622288 3.15076846156445e-07 0.007
EUR.UC_pwy238_pc5 13 0 0 -0.373 0 -0.275180522716218 8.16390717357162e-12 0
EUR.UC_pwy246_pc5 2 2 0.067 1.829 0.141 1.77117402312962 2.00577019343898e-23 0.323
EUR.UC_pwy267_pc5 2 0 0.756 -0.84 0.622 0.432318112631989 0.0572389866724939 0.926
EUR.UC_pwy27_pc2 3 0 0.714 0.333 0.764 -0.152543451951127 0.22527387166478 0.942
EUR.UC_pwy272_pc1 2 0 0.684 -1.282 0.631 0.185891663051288 0.444885196818161 0.935
EUR.UC_pwy275_pc1 3 3 0.738 0.68 0.711 1.67638802558111 3.98949388435376e-21 0.337
EUR.UC_pwy275_pc2 3 0 0.157 1.461 0.103 1.14712949889694 1.47583622919105e-13 0.466
EUR.UC_pwy275_pc3 3 0 0.014 2.286 0.029 2.15276123452272 1.8092548247716e-61 0.125
EUR.UC_pwy275_pc4 2 2 0.201 -3.181 0.316 -3.19483244915413 1.93346928529066e-34 0.4
EUR.UC_pwy275_pc5 2 0 0.019 1.507 0.027 1.50329900292764 6.51736949265723e-74 0.082
EUR.UC_pwy279_pc2 4 0 0.002 3.139 0.01 2.98419792288621 6.74095875368104e-11 0.031
EUR.UC_pwy279_pc5 3 0 0.069 -1.326 0.117 -1.43155594647508 8.26503328991693e-85 0.072
EUR.UC_pwy282_pc5 3 0 0.005 -2.475 0.017 -2.44326648657566 2.03366566469786e-82 0.048
EUR.UC_pwy287_pc5 2 2 0.331 2.385 0.457 2.60642070266116 2.70296324605475e-44 0.213
EUR.UC_pwy288_pc1 2 0 0.163 -1.264 0.165 -1.24536475355381 1.50330324716985e-32 0.234
EUR.UC_pwy290_pc4 2 2 0.088 -1.986 0.171 -2.01776023376845 6.04060241469105e-22 0.526
EUR.UC_pwy292_pc1 2 2 0.061 2.837 0.104 2.84216671659269 7.18133500598303e-38 0.221
EUR.UC_pwy298_pc1 2 0 0.124 -1.068 0.087 -1.11931824421999 4.80862601663239e-34 0.247
EUR.UC_pwy301_pc5 2 2 0.801 0.657 0.661 0.127432072403264 0.563126876356502 0.965
EUR.UC_pwy303_pc1 2 2 0.099 2.841 0.184 2.83454835033497 1.13615216820876e-24 0.507
EUR.UC_pwy310_pc1 3 0 0.832 0.637 0.782 -1.22935215810666 2.82874006037587e-13 0.261
EUR.UC_pwy313_pc1 2 0 0.028 -3.091 0.041 -2.94672985700134 5.87790878428126e-23 0.296
EUR.UC_pwy315_pc1 2 0 0.31 3.894 0.316 0.399324913042582 0.124265944899096 0.944
EUR.UC_pwy320_pc3 13 0 0 -0.361 0 -0.268774070356813 2.56955802802346e-12 0
EUR.UC_pwy320_pc4 2 0 0.002 3.332 0.001 3.31961225562309 3.43185449689917e-76 0.033
EUR.UC_pwy321_pc3 3 0 0.01 1.168 0.018 1.2115328262869 2.67875557949324e-69 0.034
EUR.UC_pwy321_pc5 13 0 0 -0.408 0 -0.299840542362479 1.45665787777171e-11 0
EUR.UC_pwy322_pc4 6 0 0.001 -1.337 0.003 -1.13195393786575 2.01798546822998e-18 0
EUR.UC_pwy322_pc5 2 0 0.125 -2.27 0.175 -2.18591635666864 1.79582603459286e-56 0.226
EUR.UC_pwy323_pc5 3 0 0.957 -0.063 0.958 0.0425159402698971 0.660563399538431 0.962
EUR.UC_pwy325_pc2 2 0 0.991 0.017 0.979 -0.146572913663536 0.255809014538661 0.878
EUR.UC_pwy325_pc3 7 0 0.003 -1.19 0.006 -1.07648758857805 5.77212653357754e-06 0.013
EUR.UC_pwy325_pc4 13 0 0 -0.394 0 -0.290855670317827 4.92272303240628e-12 0
EUR.UC_pwy325_pc5 13 0 0 0.998 0 0.751359188637441 2.6163477398842e-08 0
EUR.UC_pwy326_pc3 7 0 0 1.597 0.001 1.67811056068689 1.21872026710773e-12 0.001
EUR.UC_pwy326_pc4 13 0 0 0.361 0 0.267219546889914 5.69971819178409e-12 0
EUR.UC_pwy326_pc5 4 0 0.806 -0.235 0.769 0.50522115006024 0.585927882012988 0.596
EUR.UC_pwy327_pc4 2 0 0.234 -2.612 0.352 -2.49734441477325 9.05609781027313e-37 0.029
EUR.UC_pwy327_pc5 2 2 0.896 0.296 0.811 -0.0366886053014593 0.852541726950331 0.979
EUR.UC_pwy331_pc4 2 0 0.059 1.693 0.133 1.53891082846026 1.7055245691133e-56 0.072
EUR.UC_pwy331_pc5 3 0 0.008 -1.924 0.025 -1.78978180688996 8.14531420631242e-70 0.024
EUR.UC_pwy48_pc2 2 2 0.118 -3.249 0.212 -3.33489610719482 1.61404340539685e-22 0.491
EUR.UC_pwy64_pc5 2 0 0.722 -0.893 0.643 0.0657037676719193 0.773059501585919 0.98
EUR.UC_pwy70_pc4 2 0 0.034 -0.987 0.017 -1.0520314252677 6.31414503372157e-20 0.285
EUR.UC_pwy78_pc4 2 2 0.929 -0.201 0.857 0.102697247379936 0.568768783810426 0.933
EUR.UC_pwy92_pc5 2 2 0.444 -2.114 0.474 -0.340581025421641 0.0545320982509661 0.9
gran_pwy105_pc2 2 2 0.773 0.138 0.616 0.0720196911582313 0.0387737177927526 0.704
gran_pwy108_pc5 2 2 0.421 -0.682 0.498 -0.872688589838346 2.1582115930177e-179 0.024
gran_pwy130_pc1 2 2 0.043 0.37 0.054 0.391673337086022 3.34603455791021e-25 0.218
gran_pwy138_pc3 2 2 0.551 0.182 0.546 0.0257112853586122 0.365122383292534 0.953
gran_pwy14_pc2 5 5 0.522 0.107 0.497 0.095933825243847 0.50707792781376 0.517
gran_pwy147_pc2 3 3 0.037 0.291 0.086 0.31899057815838 1.56492367748821e-31 0.291
gran_pwy149_pc2 2 2 0.012 0.377 0.015 0.366028721017523 1.09045208852164e-25 0.125
gran_pwy158_pc4 3 3 0.807 -0.046 0.791 0.0728590606883892 0.000427183006676389 0.687
gran_pwy169_pc1 2 2 0.654 0.205 0.548 0.010626691840285 0.767479262052435 0.976
gran_pwy174_pc4 2 2 0.1 0.255 0.202 0.243398454559032 1.15526438749795e-25 0.376
gran_pwy185_pc5 2 0 0.816 0.063 0.714 -0.0362389306754719 0.1267355738348 0.821
gran_pwy186_pc1 2 2 0.884 0.051 0.778 0.0247210459436084 0.451994054521858 0.905
gran_pwy193_pc2 4 0 0.746 0.062 0.753 0.098572806841922 0.56802103420737 0.61
gran_pwy193_pc4 3 0 0.189 0.176 0.208 0.20085699556977 4.41114227502603e-60 0.157
gran_pwy193_pc5 10 0 0 -0.054 0 -0.0564717067436484 5.0948328364287e-07 0.001
gran_pwy195_pc5 3 3 0.813 0.04 0.835 0.0916884024649002 1.89934454163265e-06 0.639
gran_pwy206_pc5 2 2 0.003 -0.26 0.009 -0.259618179711207 2.88068462931313e-17 0.506
gran_pwy212_pc2 3 3 0.002 0.372 0.012 0.372759522063124 4.89043680101915e-58 0.075
gran_pwy22_pc1 2 2 0.103 0.115 0.06 0.114890841146957 1.62981175269794e-47 0.213
gran_pwy238_pc1 5 0 0.071 0.17 0.063 0.126401858655633 0.161803698944973 0.256
gran_pwy238_pc2 2 2 0.032 -0.18 0.075 -0.180853178115238 1.51575163075022e-26 0.237
gran_pwy238_pc3 8 0 0.249 -0.125 0.267 0.0622206397604326 0.516434193570299 0.547
gran_pwy238_pc4 5 0 0 0.232 0.003 0.236219228918999 1.20566644148672e-32 0.004
gran_pwy238_pc5 10 0 0 0.048 0 0.0502916922089743 1.41342327790709e-07 0.001
gran_pwy25_pc1 3 3 0.005 0.245 0.019 0.241743388879035 3.78611360038306e-30 0.288
gran_pwy258_pc3 3 3 0.019 0.357 0.01 0.480431587635094 1.17116286728885e-71 0.061
gran_pwy27_pc3 2 2 0.095 0.233 0.2 0.2291840244529 4.94056306168411e-21 0.495
gran_pwy270_pc2 2 2 0.015 -0.48 0.014 -0.46832404196137 5.25516933929601e-29 0.251
gran_pwy275_pc3 6 6 0.072 0.255 0.064 0.24864824049151 0.0723583603521592 0.113
gran_pwy275_pc5 4 0 0.014 -0.23 0.032 -0.237947771742643 4.01753923206361e-06 0.045
gran_pwy279_pc5 3 3 0.192 -0.272 0.196 -0.0144917189540492 0.3924337595447 0.961
gran_pwy282_pc4 2 2 0.04 -0.293 0.093 -0.294504344409408 1.52227062699993e-22 0.453
gran_pwy285_pc1 2 2 0.033 -0.374 0.038 -0.367623456699341 5.80408680778431e-23 0.304
gran_pwy290_pc1 2 2 0.796 -0.13 0.649 -0.0367109206386724 0.335404376947614 0.886
gran_pwy299_pc3 2 2 0.032 -0.375 0.033 -0.394300652976898 2.07635010194775e-39 0.174
gran_pwy302_pc2 2 0 0.98 0.011 0.957 0.0123551582535696 0.756781727426154 0.927
gran_pwy320_pc3 10 0 0.001 0.046 0 0.0483017699871057 3.96054016367198e-06 0.001
gran_pwy321_pc2 4 4 0.01 0.205 0.039 0.225279060384805 5.9023258430971e-07 0.049
gran_pwy321_pc3 2 0 0.41 -0.12 0.395 -0.147104092457937 1.87477269771927e-48 0.152
gran_pwy321_pc5 10 0 0 0.052 0 0.0549922794776862 5.09082280217215e-07 0.001
gran_pwy322_pc4 6 0 0.006 0.196 0.016 0.199003506754308 9.99280402232483e-06 0.017
gran_pwy323_pc3 3 0 0.062 0.277 0.097 0.291904324391205 1.67958589362675e-67 0.141
gran_pwy323_pc4 2 2 0.078 0.144 0.167 0.145482277823049 3.60303527939303e-19 0.546
gran_pwy323_pc5 5 0 0.001 -0.273 0.004 -0.264401483505784 2.53125968201945e-21 0.005
gran_pwy324_pc1 3 3 0.524 -0.122 0.461 -0.084742052453095 4.9554029416072e-05 0.697
gran_pwy324_pc4 2 0 0.132 0.257 0.246 0.262782507638383 7.88201880039641e-27 0.41
gran_pwy325_pc1 2 0 0.724 -0.094 0.615 0.0310842463680438 0.164186001994449 0.94
gran_pwy325_pc2 3 3 0.065 -0.205 0.145 -0.226993860390401 3.14729320716692e-67 0.096
gran_pwy325_pc3 7 0 0.071 0.144 0.066 0.128814331348232 0.0713953285067276 0.096
gran_pwy325_pc4 10 0 0 0.05 0 0.0531566362182233 4.06877712162597e-07 0.001
gran_pwy325_pc5 10 0 0 -0.142 0.001 -0.146489822043711 4.94660041402972e-08 0.001
gran_pwy326_pc4 10 0 0 -0.046 0 -0.0486526407413419 3.82104082904594e-07 0.001
gran_pwy326_pc5 6 0 0.015 -0.259 0.021 -0.2539530489037 0.00288144621919606 0.031
gran_pwy327_pc4 3 0 0.023 -0.235 0.015 -0.315065770652808 1.98403109687274e-35 0.196
gran_pwy331_pc4 4 0 0.384 -0.106 0.417 -0.142854079588967 0.19849562958106 0.257
gran_pwy331_pc5 2 0 0.829 -0.061 0.747 0.059504866560195 0.0112809971238208 0.794
gran_pwy50_pc4 2 0 0.008 0.242 0.014 0.241820052427476 3.75221222539426e-20 0.294
gran_pwy58_pc1 3 3 0.501 0.114 0.447 0.0939991746210594 1.49174321135931e-05 0.689
gran_pwy60_pc2 2 2 0.073 0.219 0.073 0.242276976110259 7.0881439488903e-21 0.284
gran_pwy61_pc5 2 2 0.757 0.087 0.664 0.00416565444407809 0.8665905293039 0.977
gran_pwy67_pc5 2 2 0.279 -0.244 0.188 0.0138118296027933 0.573573092796201 0.998
gran_pwy92_pc2 2 2 0.048 -0.209 0.082 -0.204868783429089 2.36862472054285e-17 0.498
gran_pwy93_pc4 2 2 0.597 0.66 0.526 0.644294542876551 5.22685860846046e-86 0.13
HDL_pwy104_pc2 3 3 0.487 -0.24 0.429 -0.277791143127468 3.96824237825939e-52 0.172
HDL_pwy126_pc2 2 2 0.001 0.283 0.001 0.282499618419962 1.99512718366499e-18 0.356
HDL_pwy139_pc5 2 2 0.022 0.309 0.035 0.310469581507608 3.59694266939215e-20 0.521
HDL_pwy15_pc2 2 2 0.163 0.095 0.248 0.0925718515259626 2.96451966676078e-25 0.526
HDL_pwy168_pc5 3 3 0.677 -0.111 0.68 -0.0633667277471162 0.0167546826077762 0.876
HDL_pwy184_pc5 2 2 0.799 -0.192 0.678 -0.379835331641172 2.41267151472933e-52 0.238
HDL_pwy186_pc1 2 2 0.044 0.372 0.07 0.374066826433707 3.60180402765804e-29 0.49
HDL_pwy188_pc2 3 3 0.55 -0.175 0.504 -0.17314618641311 7.83782615694052e-09 0.663
HDL_pwy202_pc1 2 2 0.099 -0.689 0.158 -0.680954716848639 1.0544043303625e-58 0.098
HDL_pwy218_pc5 2 2 0.007 0.309 0.011 0.31031794031982 2.64768355435798e-23 0.454
HDL_pwy226_pc2 5 5 0.092 0.316 0.101 0.313062917690326 0.0372842044504212 0.111
HDL_pwy228_pc1 3 3 0.736 -0.347 0.739 -0.496772735323854 3.33283032988691e-49 0.288
HDL_pwy237_pc1 2 2 0.022 0.39 0.049 0.390029450662325 1.02196918250755e-25 0.503
HDL_pwy238_pc3 2 2 0.902 -0.039 0.827 -0.0526849969510001 0.021470592518068 0.797
HDL_pwy245_pc1 2 2 0.896 -0.074 0.876 0.159876015891344 3.47290054876216e-06 0.675
HDL_pwy245_pc3 2 2 0.872 0.061 0.805 0.113412060147029 6.98274972268064e-06 0.681
HDL_pwy248_pc2 2 2 0.713 0.288 0.572 0.159826733908075 5.65090045130838e-06 0.695
HDL_pwy289_pc2 2 2 0.087 0.271 0.182 0.274591975100621 6.90696941166091e-21 0.623
HDL_pwy301_pc2 2 2 0.931 -0.039 0.86 -0.0686894036776112 0.0741777112855924 0.837
HDL_pwy310_pc2 2 2 0.818 0.229 0.677 0.186751234789459 1.36835647585087e-05 0.628
HDL_pwy311_pc5 2 2 0.886 0.063 0.783 0.0627900039742766 0.0867212433040045 0.844
HDL_pwy317_pc4 3 3 0.038 0.625 0.044 0.405211052735108 2.94118028917213e-36 0.383
HDL_pwy321_pc2 2 2 0.94 -0.013 0.916 -0.016193654583113 0.304268981990642 0.932
HDL_pwy321_pc5 2 0 0.704 0.041 0.599 0.0124886909857179 0.231009527443975 0.871
HDL_pwy325_pc4 2 0 0.704 0.039 0.599 0.0117813853182931 0.233930122581511 0.871
HDL_pwy327_pc3 2 2 0.021 0.31 0.026 0.316228814342383 4.21125716362061e-28 0.383
HDL_pwy40_pc3 2 2 0.578 0.232 0.576 -0.134186045846634 8.52299990000551e-06 0.733
HDL_pwy44_pc3 2 2 0.108 -0.348 0.117 -0.395152621158082 7.20531847356204e-44 0.226
HDL_pwy48_pc4 4 4 0.493 -0.212 0.492 0.23549075105273 0.194851050116748 0.277
HDL_pwy63_pc4 2 2 0.653 -0.226 0.529 -0.0290356736380758 0.335160368766747 0.955
HDL_pwy71_pc5 5 5 0.095 -0.26 0.117 -0.238473248926173 0.0405714594441384 0.185
HDL_pwy82_pc5 2 2 0.817 0.12 0.684 0.0590010507712068 0.145601657335192 0.865
HDL_pwy87_pc3 2 2 0.084 -0.164 0.13 -0.157790823736442 2.35843085954564e-35 0.392
HDL_pwy87_pc5 2 2 0.072 0.143 0.121 0.138252019273732 1.87994191988026e-35 0.39
HDL_pwy89_pc4 2 2 0.288 0.807 0.427 0.907928361107968 1.32247469222443e-161 0.036
height_pwy110_pc2 2 2 0.938 0.009 0.864 -0.00798788813655644 0.425261490916463 0.918
height_pwy118_pc5 2 2 0.09 -0.135 0.181 -0.13149423174534 4.3146236363713e-55 0.083
height_pwy13_pc1 2 2 0.089 0.095 0.176 0.0932432044187148 5.25012322158594e-29 0.403
height_pwy130_pc5 2 2 0.104 -0.068 0.174 -0.0680764552824139 9.8408769393369e-18 0.193
height_pwy137_pc1 2 2 0.185 0.2 0.342 0.200166097728457 3.65289875035105e-64 0.167
height_pwy148_pc5 2 2 0.153 0.102 0.27 0.0837969970770624 3.94469358756308e-21 0.333
height_pwy15_pc4 2 2 0.096 0.078 0.12 0.0689005119007229 6.96093828464483e-28 0.172
height_pwy168_pc2 2 2 0.048 0.097 0.095 0.0957339550672867 1.21473576818909e-19 0.496
height_pwy168_pc5 2 2 0.165 0.109 0.277 0.113782779856644 3.79025460033058e-26 0.412
height_pwy17_pc2 3 3 0.057 0.122 0.164 0.134929809483574 6.99936848394774e-76 0.073
height_pwy18_pc3 4 4 0.125 -0.093 0.111 -0.0433412725023714 0.611920516346933 0.691
height_pwy180_pc3 2 2 0.782 0.039 0.707 -0.0426897587711925 0.000190218921604856 0.715
height_pwy193_pc4 3 3 0.998 0 1 -0.0121914531563468 0.0296106315378359 0.874
height_pwy193_pc5 10 0 0.152 0.016 0.157 0.0237605863674489 0.0183041801188388 0.078
height_pwy203_pc3 4 4 0.122 -0.091 0.089 -0.011005536291393 0.868626757438853 0.889
height_pwy208_pc4 2 2 0.922 0.008 0.832 -0.000733244461170615 0.921954248625687 0.991
height_pwy210_pc5 2 2 0.966 0.007 0.947 -0.125879652910704 4.59552953100556e-53 0.135
height_pwy215_pc4 2 2 0.331 0.13 0.475 0.134848841173544 6.2985924796328e-104 0.087
height_pwy233_pc2 2 2 0.89 -0.019 0.803 -0.00532193058443752 0.677195075517949 0.946
height_pwy233_pc3 3 3 0.989 0.001 0.994 -0.00143631570613282 0.879355360472194 0.994
height_pwy238_pc3 4 4 0.437 -0.032 0.437 -0.047957532588333 0.200329760152656 0.263
height_pwy238_pc5 9 0 0.185 -0.014 0.171 -0.0213041241245522 0.0229645147072052 0.083
height_pwy26_pc1 2 2 0.947 -0.012 0.9 -0.0223942488942601 0.0591949916112333 0.852
height_pwy266_pc2 2 2 0.917 0.015 0.838 -0.00466511224906184 0.70349233071575 0.96
height_pwy267_pc5 2 2 0.74 -0.053 0.568 -0.117459335908394 2.83747931341554e-84 0.094
height_pwy268_pc5 2 2 0.981 0.003 0.966 -0.0202882352105405 0.032455958416939 0.787
height_pwy273_pc5 2 2 0.911 -0.015 0.807 -0.0284829666058022 0.00225861067141281 0.766
height_pwy275_pc5 2 0 0.134 0.089 0.272 0.086649179143342 5.15401608061681e-46 0.249
height_pwy279_pc5 3 3 0.053 -0.077 0.081 -0.0974049016782452 5.75037944712675e-51 0.113
height_pwy281_pc3 2 2 0.109 0.062 0.175 0.0695911704114435 3.49295950588074e-34 0.231
height_pwy282_pc5 2 2 0.808 0.064 0.653 0.0777965828701631 2.41649062070168e-17 0.578
height_pwy283_pc3 3 3 0.071 -0.101 0.108 -0.126696512057819 4.19359478915561e-73 0.068
height_pwy302_pc5 2 2 0.104 0.118 0.2 0.117436578036006 1.51791868937943e-27 0.306
height_pwy304_pc5 2 2 0.452 0.082 0.468 0.0200168551092511 0.00884501264290779 0.865
height_pwy305_pc4 2 2 0.187 0.194 0.325 0.204226351853494 1.26126108610585e-83 0.08
height_pwy307_pc1 2 2 0.113 -0.125 0.137 -0.113356030308258 3.637351953018e-33 0.265
height_pwy308_pc3 2 2 0.9 -0.023 0.832 0.0369361104551657 0.00370434968376704 0.758
height_pwy320_pc3 10 0 0.161 -0.014 0.164 -0.0207807071202812 0.021970787153663 0.08
height_pwy321_pc2 2 0 0.13 -0.096 0.248 -0.102412187022966 1.37399906929525e-64 0.084
height_pwy321_pc5 8 0 0.117 -0.018 0.112 -0.026206339368881 0.00359031038627368 0.058
height_pwy322_pc4 4 0 0.067 -0.074 0.109 -0.0836797127747053 0.00869854198098715 0.123
