factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
eo_pwy985_pc4 2 2 0.85 0.037 0.055 0.666
eo_pwy99_pc5 2 2 0.085 0.132 0.982 0.224
gran_pwy1026_pc3 2 2 0.007 0.031 1 0.03
gran_pwy1039_pc5 2 2 0.442 -0.041 0.591 0.466
gran_pwy1042_pc5 2 2 0.909 0.006 0.02 0.717
gran_pwy1047_pc1 3 3 0.71 0.037 0.084 0.748
gran_pwy1059_pc4 2 2 0.83 0.01 0.069 0.621
gran_pwy1062_pc3 2 2 0.07 -0.044 0.988 0.166
gran_pwy106_pc4 2 2 0.038 -0.018 0.996 0.113
gran_pwy1075_pc5 3 3 0.441 -0.046 0.312 0.397
gran_pwy1082_pc2 2 2 0.049 0.044 0.994 0.133
gran_pwy1088_pc3 2 2 0.06 -0.04 0.991 0.149
gran_pwy1089_pc5 2 2 0.013 -0.022 1 0.056
gran_pwy1091_pc4 2 2 0.837 -0.009 0.064 0.625
gran_pwy1095_pc3 2 2 0.87 0.012 0.041 0.657
gran_pwy1105_pc5 3 3 0.414 0.013 0.343 0.413
gran_pwy1107_pc5 2 2 0.91 0.006 0.02 0.743
gran_pwy1108_pc2 2 2 0.435 0.044 0.602 0.46
gran_pwy1125_pc2 2 2 0.819 -0.026 0.078 0.606
gran_pwy1126_pc3 2 2 0.838 -0.018 0.063 0.621
gran_pwy1127_pc3 2 2 0.838 -0.018 0.063 0.621
gran_pwy1128_pc3 2 2 0.838 -0.018 0.063 0.621
gran_pwy1141_pc3 2 2 0.059 0.032 0.991 0.149
gran_pwy1142_pc2 2 2 0.14 0.071 0.952 0.334
gran_pwy1145_pc4 2 2 0.064 -0.014 0.99 0.159
gran_pwy1148_pc3 2 2 0.013 0.044 1 0.048
gran_pwy1149_pc2 2 2 0.004 -0.047 1 0.019
gran_pwy1156_pc3 2 2 0.005 -0.045 1 0.024
gran_pwy1159_pc5 2 2 0.882 0.009 0.034 0.676
gran_pwy1160_pc5 2 2 0.884 -0.009 0.033 0.678
gran_pwy1162_pc4 2 2 0.881 -0.008 0.035 0.673
gran_pwy1165_pc2 2 2 0.034 0.092 0.997 0.132
gran_pwy1167_pc3 3 3 0.438 0.02 0.316 0.446
gran_pwy1168_pc2 2 2 0.457 -0.056 0.567 0.48
gran_pwy118_pc5 3 3 0.847 -0.006 0.023 0.892
gran_pwy1199_pc2 2 2 0.434 0.054 0.603 0.469
gran_pwy122_pc5 2 2 0.989 0.001 0 0.957
gran_pwy125_pc5 2 2 0.607 -0.039 0.335 0.545
gran_pwy132_pc4 2 2 0.062 -0.023 0.99 0.154
gran_pwy151_pc5 2 2 0.969 -0.003 0.002 0.907
gran_pwy157_pc4 2 2 0.979 0.003 0.001 0.964
gran_pwy159_pc2 3 3 0.398 0.044 0.363 0.388
gran_pwy15_pc2 2 2 0.412 0.071 0.636 0.433
gran_pwy163_pc4 2 2 0.902 -0.024 0.024 0.73
gran_pwy164_pc5 2 2 0.049 0.031 0.994 0.133
gran_pwy174_pc2 2 2 0.067 -0.047 0.989 0.162
gran_pwy177_pc4 2 2 0.959 -0.007 0.004 0.894
gran_pwy178_pc3 3 3 0.58 0.041 0.176 0.506
gran_pwy18_pc5 2 2 0.034 0.032 0.997 0.109
gran_pwy191_pc2 2 2 0.979 -0.002 0.001 0.929
gran_pwy198_pc5 2 2 0.977 0.003 0.001 0.961
gran_pwy199_pc5 2 2 0.008 -0.033 1 0.037
gran_pwy207_pc5 2 2 0.022 -0.039 0.999 0.078
gran_pwy208_pc3 2 2 0.44 -0.054 0.594 0.464
gran_pwy20_pc5 2 2 0.043 -0.032 0.995 0.12
gran_pwy21_pc5 2 2 0.008 -0.033 1 0.037
gran_pwy227_pc3 3 3 0.612 0.025 0.151 0.559
gran_pwy228_pc3 3 3 0.612 0.025 0.151 0.559
gran_pwy235_pc5 2 2 0.012 0.016 1 0.054
gran_pwy23_pc1 2 2 0.042 -0.064 0.996 0.119
gran_pwy275_pc5 2 2 0.91 0.005 0.02 0.717
gran_pwy279_pc1 2 2 0.068 0.065 0.989 0.163
gran_pwy293_pc4 2 2 0.879 0.005 0.036 0.667
gran_pwy299_pc2 2 2 0.808 -0.021 0.088 0.632
gran_pwy300_pc3 3 3 0.416 -0.048 0.341 0.401
gran_pwy304_pc5 2 2 0.913 0.006 0.019 0.723
gran_pwy319_pc3 2 2 0.421 0.048 0.623 0.44
gran_pwy325_pc4 2 2 0.1 -0.113 0.976 0.265
gran_pwy327_pc5 2 2 0.893 -0.008 0.028 0.691
gran_pwy32_pc3 2 2 0.421 0.048 0.623 0.44
gran_pwy344_pc2 2 2 0.987 -0.001 0 0.969
gran_pwy345_pc5 3 3 0.216 0.047 0.614 0.244
gran_pwy346_pc5 2 2 0.021 -0.052 0.999 0.072
gran_pwy349_pc5 2 2 0.92 -0.005 0.016 0.748
gran_pwy360_pc5 3 3 0.815 -0.006 0.034 0.863
gran_pwy366_pc4 2 2 0.063 -0.046 0.99 0.158
gran_pwy381_pc1 2 2 0.438 0.073 0.597 0.482
gran_pwy384_pc1 2 2 0.862 -0.014 0.046 0.676
gran_pwy392_pc2 2 2 0.463 -0.054 0.558 0.478
gran_pwy393_pc1 2 2 0.438 0.073 0.597 0.482
gran_pwy403_pc3 2 2 0.032 -0.058 0.998 0.106
gran_pwy405_pc3 2 2 0.051 -0.053 0.994 0.136
gran_pwy416_pc5 2 2 0.103 0.036 0.974 0.199
gran_pwy426_pc2 2 2 0.009 -0.061 1 0.042
gran_pwy426_pc3 2 2 0.07 -0.053 0.988 0.165
gran_pwy428_pc4 3 3 0.912 -0.006 0.008 0.951
gran_pwy434_pc5 2 2 0.091 -0.044 0.98 0.191
gran_pwy437_pc2 2 2 0.014 -0.041 1 0.053
gran_pwy444_pc3 2 2 0.884 -0.028 0.033 0.685
gran_pwy445_pc5 2 2 0.017 -0.019 0.999 0.061
gran_pwy458_pc4 2 2 0.978 0.003 0.001 0.932
gran_pwy466_pc2 2 2 0.469 0.045 0.549 0.484
gran_pwy469_pc2 2 2 0.04 -0.05 0.996 0.14
gran_pwy470_pc5 2 2 0.715 -0.023 0.187 0.571
gran_pwy472_pc3 2 2 0.012 -0.023 1 0.054
gran_pwy473_pc2 2 2 0.015 0.036 0.999 0.059
gran_pwy474_pc3 2 2 0.057 -0.035 0.992 0.146
gran_pwy477_pc3 3 3 0.425 -0.033 0.331 0.434
gran_pwy480_pc4 2 2 0.127 0.126 0.961 0.204
gran_pwy491_pc2 2 2 0.005 -0.055 1 0.022
gran_pwy492_pc1 2 2 0.118 -0.099 0.966 0.302
gran_pwy494_pc4 2 2 0.009 0.018 1 0.042
gran_pwy495_pc2 2 2 0.016 -0.053 0.999 0.056
gran_pwy497_pc4 2 2 0.004 0.019 1 0.016
gran_pwy511_pc3 2 2 0.061 -0.063 0.991 0.151
gran_pwy527_pc4 2 2 0.862 -0.017 0.046 0.679
gran_pwy52_pc2 2 2 0.038 0.041 0.996 0.113
gran_pwy537_pc3 2 2 0.067 0.033 0.989 0.223
gran_pwy541_pc2 2 2 0.027 -0.06 0.998 0.088
gran_pwy545_pc3 2 2 0 -0.04 1 0.001
gran_pwy54_pc5 2 2 0.887 -0.007 0.031 0.681
gran_pwy556_pc2 3 3 0.641 0.026 0.129 0.635
gran_pwy587_pc4 2 2 0.823 -0.01 0.075 0.614
gran_pwy588_pc3 2 2 0.07 -0.044 0.988 0.166
gran_pwy591_pc2 3 3 0.404 0.033 0.355 0.407
gran_pwy603_pc5 2 2 0.903 -0.007 0.023 0.71
gran_pwy613_pc4 2 2 0.951 0.007 0.006 0.828
gran_pwy626_pc2 2 2 0.975 -0.003 0.002 0.923
gran_pwy632_pc1 2 2 0.92 -0.023 0.016 0.785
gran_pwy651_pc4 2 2 0.034 0.013 0.997 0.11
gran_pwy666_pc3 3 3 0.778 -0.024 0.049 0.823
gran_pwy676_pc5 2 2 0.138 -0.067 0.953 0.234
gran_pwy681_pc4 2 2 0.986 -0.002 0 0.976
gran_pwy684_pc4 2 2 0.051 0.055 0.994 0.136
gran_pwy685_pc3 2 2 0.053 -0.03 0.993 0.141
gran_pwy686_pc3 2 2 0.09 -0.033 0.98 0.189
gran_pwy689_pc4 2 2 0.097 0.122 0.977 0.269
gran_pwy690_pc4 2 2 0.097 0.122 0.977 0.269
gran_pwy697_pc5 2 2 0.862 0.008 0.046 0.645
gran_pwy6_pc1 2 2 0.42 0.074 0.624 0.438
gran_pwy701_pc3 3 3 0.485 0.031 0.265 0.329
gran_pwy709_pc4 2 2 0.064 -0.101 0.99 0.173
gran_pwy713_pc5 2 2 0.066 0.021 0.989 0.161
gran_pwy724_pc5 3 3 0.926 -0.003 0.005 0.961
gran_pwy725_pc2 2 2 0.021 -0.083 0.999 0.042
gran_pwy728_pc2 2 2 0.051 0.13 0.994 0.099
gran_pwy731_pc3 2 2 0.057 -0.035 0.992 0.146
gran_pwy739_pc3 2 2 0.969 0.003 0.002 0.909
gran_pwy745_pc4 2 2 0.485 0.034 0.523 0.489
gran_pwy753_pc1 2 2 0.377 -0.053 0.688 0.365
gran_pwy761_pc3 2 2 0.026 0.021 0.998 0.086
gran_pwy765_pc5 2 2 0.844 0.023 0.059 0.693
gran_pwy769_pc5 2 2 0.971 0.002 0.002 0.911
gran_pwy782_pc4 2 2 0.014 0.045 1 0.058
gran_pwy78_pc5 3 3 0.904 0.008 0.009 0.937
gran_pwy792_pc2 2 2 0.431 0.091 0.608 0.452
gran_pwy803_pc5 3 3 0.453 -0.041 0.299 0.45
gran_pwy822_pc5 2 2 0.811 0.029 0.086 0.643
gran_pwy824_pc4 2 2 0.016 0.02 0.999 0.056
gran_pwy847_pc3 2 2 0.032 0.054 0.997 0.106
gran_pwy883_pc3 2 2 0.18 -0.147 0.922 0.403
gran_pwy891_pc5 2 2 0.893 0.008 0.028 0.691
gran_pwy892_pc2 2 2 0.009 -0.054 1 0.038
gran_pwy894_pc4 2 2 0.083 0.042 0.983 0.182
gran_pwy900_pc2 2 2 0.965 -0.005 0.003 0.876
gran_pwy901_pc1 2 2 0.966 0.006 0.003 0.874
gran_pwy905_pc1 2 2 0.997 0 0 0.992
gran_pwy90_pc2 2 2 0.015 0.036 0.999 0.059
gran_pwy910_pc3 3 3 0.004 -0.148 0.991 0.014
gran_pwy910_pc4 2 2 0.032 -0.09 0.997 0.12
gran_pwy924_pc5 2 2 0.061 0.133 0.991 0.11
gran_pwy938_pc5 2 2 0.895 -0.008 0.027 0.696
gran_pwy939_pc2 3 3 0.002 -0.05 0.996 0.025
gran_pwy949_pc5 2 2 0.841 -0.011 0.061 0.628
gran_pwy94_pc5 2 2 0.895 -0.004 0.027 0.696
gran_pwy950_pc5 2 2 0.885 0.009 0.033 0.678
gran_pwy956_pc3 2 2 0.106 0.04 0.973 0.201
gran_pwy956_pc4 3 3 0.899 0.003 0.01 0.945
gran_pwy960_pc3 2 2 0.029 0.041 0.998 0.099
gran_pwy963_pc3 2 2 0.022 -0.035 0.999 0.078
gran_pwy966_pc3 2 2 0.779 0.017 0.115 0.598
gran_pwy96_pc4 2 2 0.119 -0.041 0.965 0.295
gran_pwy991_pc2 2 2 0.024 0.104 0.999 0.01
gran_pwy992_pc2 2 2 0.024 0.104 0.999 0.01
gran_pwy993_pc2 2 2 0.024 0.104 0.999 0.01
gran_pwy994_pc2 2 2 0.024 0.104 0.999 0.01
gran_pwy995_pc2 2 2 0.024 0.104 0.999 0.01
gran_pwy996_pc2 2 2 0.024 0.104 0.999 0.01
gran_pwy997_pc2 2 2 0.024 0.104 0.999 0.01
gran_pwy998_pc2 2 2 0.024 0.104 0.999 0.01
lymph_pwy1018_pc1 3 3 0.003 -0.064 0.995 0.024
lymph_pwy1019_pc1 2 2 0.978 0.003 0.001 0.925
lymph_pwy1043_pc5 2 2 0.869 -0.016 0.042 0.645
lymph_pwy1071_pc2 2 2 0.858 -0.025 0.049 0.691
lymph_pwy1120_pc1 3 3 0.002 -0.067 0.997 0.012
lymph_pwy137_pc3 2 2 0.026 -0.052 0.998 0.083
lymph_pwy206_pc2 2 2 0.967 -0.002 0.003 0.885
lymph_pwy211_pc1 2 2 0.059 0.071 0.992 0.183
lymph_pwy229_pc2 2 2 0.89 0.014 0.03 0.72
lymph_pwy255_pc1 2 2 0.045 -0.14 0.995 0.147
lymph_pwy278_pc3 2 2 0.082 -0.085 0.984 0.235
lymph_pwy396_pc3 3 3 0.793 -0.02 0.043 0.819
lymph_pwy399_pc1 2 2 0.697 0.056 0.21 0.511
lymph_pwy444_pc3 2 2 0.933 -0.012 0.011 0.797
lymph_pwy44_pc5 2 2 0.684 -0.068 0.226 0.516
lymph_pwy481_pc2 2 2 0.034 0.081 0.997 0.112
lymph_pwy488_pc1 2 2 0.197 0.118 0.907 0.402
lymph_pwy489_pc2 2 2 0.015 -0.072 0.999 0.03
lymph_pwy509_pc5 2 2 0.015 -0.086 0.999 0.048
lymph_pwy534_pc2 2 2 0.063 -0.12 0.99 0.188
lymph_pwy542_pc1 2 2 0.062 -0.067 0.991 0.153
lymph_pwy564_pc3 2 2 0.213 0.116 0.892 0.425
lymph_pwy565_pc5 2 2 0.07 0.045 0.988 0.214
lymph_pwy596_pc4 2 2 0.868 0.026 0.042 0.692
lymph_pwy606_pc4 3 3 0.013 0.07 0.975 0.055
lymph_pwy617_pc5 2 2 0.115 -0.082 0.968 0.259
lymph_pwy62_pc3 2 2 0.187 -0.178 0.916 0.401
lymph_pwy665_pc1 2 2 0.06 0.086 0.991 0.173
lymph_pwy667_pc2 2 2 0.812 -0.045 0.085 0.577
lymph_pwy67_pc1 3 3 0.002 -0.067 0.997 0.012
lymph_pwy680_pc1 2 2 0.749 0.086 0.148 0.546
lymph_pwy698_pc4 2 2 0.01 0.057 1 0.024
lymph_pwy717_pc1 2 2 0.074 0.122 0.986 0.221
lymph_pwy71_pc3 2 2 0.957 -0.014 0.005 0.868
lymph_pwy741_pc2 2 2 0.964 -0.006 0.003 0.874
lymph_pwy782_pc2 2 2 0.974 -0.002 0.002 0.913
lymph_pwy795_pc2 2 2 0.896 0.012 0.027 0.716
lymph_pwy805_pc2 2 2 0.063 0.072 0.99 0.191
lymph_pwy896_pc4 2 2 0.873 -0.011 0.039 0.674
lymph_pwy914_pc1 2 2 0.006 -0.102 1 0.018
lymph_pwy939_pc4 2 2 0.041 -0.036 0.996 0.135
lymph_pwy940_pc4 2 2 0.832 0.032 0.068 0.616
lymph_pwy99_pc3 2 2 0.863 0.028 0.046 0.688
myeloid_wbc_pwy1018_pc5 2 2 0.003 0.044 1 0.002
myeloid_wbc_pwy1026_pc3 2 2 0.021 0.033 0.999 0.075
myeloid_wbc_pwy1026_pc5 2 2 0.028 0.031 0.998 0.101
myeloid_wbc_pwy1039_pc5 2 2 0.463 -0.04 0.558 0.495
myeloid_wbc_pwy1042_pc5 2 2 0.934 0.004 0.011 0.81
myeloid_wbc_pwy1047_pc1 4 4 0.334 0.084 0.306 0.292
myeloid_wbc_pwy1057_pc2 2 2 0.087 -0.059 0.981 0.259
myeloid_wbc_pwy1059_pc4 2 2 0.855 0.009 0.051 0.672
myeloid_wbc_pwy1062_pc3 2 2 0.043 -0.046 0.996 0.096
myeloid_wbc_pwy1062_pc4 2 2 0.053 -0.035 0.993 0.145
myeloid_wbc_pwy106_pc4 2 2 0.01 -0.019 1 0.026
myeloid_wbc_pwy1074_pc2 2 2 0.072 0.065 0.987 0.215
myeloid_wbc_pwy1075_pc5 3 3 0.545 -0.04 0.207 0.556
myeloid_wbc_pwy1082_pc2 2 2 0.022 0.047 0.999 0.064
myeloid_wbc_pwy1082_pc4 2 2 0.464 -0.054 0.556 0.495
myeloid_wbc_pwy1084_pc3 2 2 0.878 -0.016 0.036 0.875
myeloid_wbc_pwy1087_pc5 2 2 0.046 0.037 0.995 0.127
myeloid_wbc_pwy1088_pc3 2 2 0.032 -0.042 0.997 0.082
myeloid_wbc_pwy1088_pc4 2 2 0.037 -0.039 0.997 0.101
myeloid_wbc_pwy1089_pc5 2 2 0.041 -0.023 0.996 0.12
myeloid_wbc_pwy108_pc5 2 2 0.967 0.004 0.003 0.888
myeloid_wbc_pwy1091_pc4 2 2 0.862 -0.008 0.046 0.681
myeloid_wbc_pwy1093_pc5 2 2 0.046 0.037 0.995 0.127
myeloid_wbc_pwy1095_pc3 2 2 0.895 0.01 0.027 0.728
myeloid_wbc_pwy1103_pc4 3 3 0.76 0.016 0.057 0.787
myeloid_wbc_pwy1105_pc5 3 3 0.435 0.012 0.32 0.455
myeloid_wbc_pwy1107_pc5 2 2 0.912 0.007 0.019 0.778
myeloid_wbc_pwy1108_pc2 2 2 0.455 0.043 0.57 0.49
myeloid_wbc_pwy1108_pc4 2 2 0.042 0.043 0.996 0.128
myeloid_wbc_pwy1120_pc5 2 2 0.02 -0.043 0.999 0.048
myeloid_wbc_pwy1125_pc2 2 2 0.841 -0.025 0.061 0.629
myeloid_wbc_pwy1126_pc3 2 2 0.86 -0.017 0.047 0.654
myeloid_wbc_pwy1127_pc3 2 2 0.86 -0.017 0.047 0.654
myeloid_wbc_pwy1128_pc3 2 2 0.86 -0.017 0.047 0.654
myeloid_wbc_pwy1133_pc3 3 3 0.967 -0.003 0.001 0.949
myeloid_wbc_pwy1141_pc3 2 2 0.031 0.033 0.998 0.082
myeloid_wbc_pwy1142_pc2 2 2 0.262 0.091 0.84 0.432
myeloid_wbc_pwy1143_pc1 3 3 0.695 -0.023 0.093 0.68
myeloid_wbc_pwy1145_pc4 2 2 0.036 -0.014 0.997 0.088
myeloid_wbc_pwy1148_pc3 3 3 0.012 0.052 0.976 0.092
myeloid_wbc_pwy1149_pc2 2 2 0.031 -0.05 0.998 0.105
myeloid_wbc_pwy1156_pc3 2 2 0.033 -0.047 0.997 0.111
myeloid_wbc_pwy115_pc4 2 2 0.02 0.057 0.999 0.065
myeloid_wbc_pwy1160_pc5 2 2 0.909 -0.007 0.02 0.747
myeloid_wbc_pwy1162_pc4 2 2 0.906 -0.007 0.022 0.742
myeloid_wbc_pwy1167_pc3 3 3 0.46 0.019 0.292 0.491
myeloid_wbc_pwy1168_pc2 2 2 0.478 -0.054 0.534 0.504
myeloid_wbc_pwy1186_pc4 2 2 0.035 0.083 0.997 0.062
myeloid_wbc_pwy118_pc5 3 3 0.823 -0.007 0.031 0.871
myeloid_wbc_pwy1195_pc3 3 3 0.059 0.073 0.885 0.195
myeloid_wbc_pwy1199_pc2 4 4 0.616 0.024 0.094 0.631
myeloid_wbc_pwy119_pc4 2 2 0.044 -0.058 0.995 0.12
myeloid_wbc_pwy122_pc5 2 2 0.982 -0.001 0.001 0.94
myeloid_wbc_pwy132_pc4 2 2 0.035 -0.024 0.997 0.086
myeloid_wbc_pwy154_pc5 2 2 0.054 0.032 0.993 0.152
myeloid_wbc_pwy159_pc2 4 4 0.616 0.025 0.094 0.646
myeloid_wbc_pwy15_pc2 2 2 0.415 0.07 0.631 0.454
myeloid_wbc_pwy163_pc4 2 2 0.885 -0.03 0.032 0.707
myeloid_wbc_pwy164_pc5 2 2 0.021 0.033 0.999 0.064
myeloid_wbc_pwy167_pc3 2 2 0.083 0.032 0.983 0.246
myeloid_wbc_pwy174_pc2 2 2 0.04 -0.05 0.996 0.095
myeloid_wbc_pwy177_pc4 2 2 0.889 -0.018 0.03 0.719
myeloid_wbc_pwy178_pc3 2 2 0.074 0.102 0.987 0.201
myeloid_wbc_pwy18_pc5 2 2 0.006 0.034 1 0.018
myeloid_wbc_pwy198_pc5 2 2 0.982 0.003 0.001 0.943
myeloid_wbc_pwy199_pc5 2 2 0.02 -0.034 0.999 0.064
myeloid_wbc_pwy19_pc5 2 2 0.045 -0.037 0.995 0.134
myeloid_wbc_pwy207_pc5 2 2 0.006 -0.041 1 0.02
myeloid_wbc_pwy208_pc3 2 2 0.461 -0.052 0.561 0.494
myeloid_wbc_pwy20_pc5 2 2 0.015 -0.034 0.999 0.046
myeloid_wbc_pwy21_pc5 2 2 0.02 -0.034 0.999 0.064
myeloid_wbc_pwy227_pc3 2 2 0.928 0.007 0.013 0.785
myeloid_wbc_pwy228_pc3 2 2 0.928 0.007 0.013 0.785
myeloid_wbc_pwy235_pc5 2 2 0.04 0.017 0.996 0.119
myeloid_wbc_pwy237_pc1 2 2 0.922 0.018 0.015 0.77
myeloid_wbc_pwy23_pc1 2 2 0.014 -0.068 0.999 0.042
myeloid_wbc_pwy241_pc5 2 2 0.95 0.008 0.006 0.865
myeloid_wbc_pwy269_pc3 2 2 0.107 0.036 0.972 0.308
myeloid_wbc_pwy270_pc4 2 2 0.073 -0.042 0.987 0.137
myeloid_wbc_pwy274_pc4 2 2 0.004 0.014 1 0.014
myeloid_wbc_pwy275_pc5 2 2 0.935 0.004 0.01 0.81
myeloid_wbc_pwy279_pc1 2 2 0.04 0.069 0.996 0.095
myeloid_wbc_pwy293_pc4 2 2 0.904 0.004 0.022 0.74
myeloid_wbc_pwy299_pc2 2 2 0.767 -0.028 0.128 0.607
myeloid_wbc_pwy300_pc3 3 3 0.524 -0.042 0.227 0.582
myeloid_wbc_pwy304_pc5 2 2 0.938 0.004 0.01 0.815
myeloid_wbc_pwy319_pc3 2 2 0.441 0.047 0.592 0.477
myeloid_wbc_pwy324_pc3 2 2 0.995 0.001 0 0.98
myeloid_wbc_pwy325_pc4 3 3 0.531 -0.065 0.22 0.371
myeloid_wbc_pwy327_pc4 2 2 0.022 -0.059 0.999 0.048
myeloid_wbc_pwy327_pc5 2 2 0.918 -0.007 0.017 0.759
myeloid_wbc_pwy32_pc3 2 2 0.441 0.047 0.592 0.477
myeloid_wbc_pwy339_pc2 2 2 0.072 -0.051 0.987 0.205
myeloid_wbc_pwy345_pc5 3 3 0.224 0.047 0.601 0.23
myeloid_wbc_pwy346_pc5 2 2 0.007 -0.055 1 0.024
myeloid_wbc_pwy360_pc5 2 2 0.071 -0.027 0.988 0.131
myeloid_wbc_pwy366_pc4 2 2 0.035 -0.049 0.997 0.086
myeloid_wbc_pwy368_pc2 2 2 0.152 -0.086 0.944 0.342
myeloid_wbc_pwy369_pc2 2 2 0.152 -0.086 0.944 0.342
myeloid_wbc_pwy381_pc1 2 2 0.466 0.071 0.554 0.509
myeloid_wbc_pwy382_pc4 2 2 0.918 -0.007 0.016 0.779
myeloid_wbc_pwy384_pc1 2 2 0.845 -0.017 0.058 0.664
myeloid_wbc_pwy393_pc1 2 2 0.466 0.071 0.554 0.509
myeloid_wbc_pwy394_pc5 2 2 0.176 -0.178 0.925 0.359
myeloid_wbc_pwy403_pc3 3 3 0.007 -0.067 0.986 0.055
myeloid_wbc_pwy405_pc3 2 2 0.023 -0.056 0.999 0.069
myeloid_wbc_pwy416_pc5 2 2 0.076 0.038 0.986 0.143
myeloid_wbc_pwy418_pc3 2 2 0.041 -0.074 0.996 0.079
myeloid_wbc_pwy41_pc2 2 2 0.896 -0.025 0.026 0.716
myeloid_wbc_pwy426_pc2 2 2 0.037 -0.064 0.997 0.113
myeloid_wbc_pwy426_pc3 2 2 0.042 -0.056 0.996 0.096
myeloid_wbc_pwy428_pc4 2 2 0.844 0.019 0.059 0.636
myeloid_wbc_pwy42_pc2 2 2 0.896 -0.025 0.026 0.716
myeloid_wbc_pwy430_pc1 2 2 0.974 -0.002 0.002 0.919
myeloid_wbc_pwy434_pc5 3 3 0.077 -0.062 0.852 0.215
myeloid_wbc_pwy437_pc2 2 2 0.014 -0.043 1 0.046
myeloid_wbc_pwy438_pc1 2 2 0.921 -0.007 0.015 0.787
myeloid_wbc_pwy439_pc1 2 2 0.948 -0.004 0.007 0.841
myeloid_wbc_pwy444_pc3 2 2 0.827 -0.044 0.072 0.605
myeloid_wbc_pwy445_pc5 2 2 0.011 -0.02 1 0.035
myeloid_wbc_pwy447_pc4 2 2 0.073 -0.057 0.987 0.22
myeloid_wbc_pwy453_pc2 2 2 0.02 0.071 0.999 0.063
myeloid_wbc_pwy453_pc3 2 2 0.055 -0.052 0.993 0.158
myeloid_wbc_pwy45_pc5 2 2 0.045 -0.037 0.995 0.134
myeloid_wbc_pwy461_pc4 2 2 0.035 0.083 0.997 0.062
myeloid_wbc_pwy466_pc2 2 2 0.49 0.044 0.516 0.511
myeloid_wbc_pwy469_pc2 2 2 0.068 -0.053 0.989 0.194
myeloid_wbc_pwy470_pc5 2 2 0.724 -0.024 0.176 0.566
myeloid_wbc_pwy472_pc3 2 2 0.04 -0.024 0.996 0.119
myeloid_wbc_pwy473_pc2 2 2 0.042 0.038 0.996 0.127
myeloid_wbc_pwy474_pc3 2 2 0.029 -0.037 0.998 0.076
myeloid_wbc_pwy477_pc3 3 3 0.465 -0.031 0.287 0.506
myeloid_wbc_pwy480_pc4 2 2 0.15 0.136 0.945 0.228
myeloid_wbc_pwy491_pc2 2 2 0.033 -0.058 0.997 0.11
myeloid_wbc_pwy492_pc1 2 2 0.152 -0.098 0.944 0.353
myeloid_wbc_pwy494_pc4 3 3 0.008 0.02 0.984 0.061
myeloid_wbc_pwy495_pc1 2 2 0.951 0.008 0.006 0.848
myeloid_wbc_pwy495_pc2 2 2 0.012 -0.056 1 0.039
myeloid_wbc_pwy497_pc4 3 3 0.008 0.022 0.984 0.06
myeloid_wbc_pwy499_pc4 2 2 0.062 -0.034 0.991 0.18
myeloid_wbc_pwy511_pc3 2 2 0.034 -0.066 0.997 0.083
myeloid_wbc_pwy521_pc2 2 2 0.007 0.059 1 0.02
myeloid_wbc_pwy527_pc4 2 2 0.859 -0.018 0.048 0.674
myeloid_wbc_pwy52_pc2 2 2 0.01 0.043 1 0.026
myeloid_wbc_pwy533_pc3 2 2 0 0.093 1 0
myeloid_wbc_pwy537_pc3 2 2 0.055 0.035 0.992 0.168
myeloid_wbc_pwy545_pc3 2 2 0.028 -0.042 0.998 0.101
myeloid_wbc_pwy54_pc4 2 2 0.048 0.037 0.994 0.13
myeloid_wbc_pwy54_pc5 2 2 0.912 -0.006 0.019 0.752
myeloid_wbc_pwy556_pc2 3 3 0.564 0.04 0.19 0.466
myeloid_wbc_pwy584_pc3 2 2 0.047 0.036 0.995 0.128
myeloid_wbc_pwy587_pc4 2 2 0.849 -0.009 0.056 0.665
myeloid_wbc_pwy588_pc3 2 2 0.043 -0.046 0.996 0.096
myeloid_wbc_pwy588_pc4 2 2 0.053 -0.035 0.993 0.145
myeloid_wbc_pwy591_pc2 3 3 0.424 0.032 0.332 0.439
myeloid_wbc_pwy604_pc4 2 2 0.011 0.057 1 0.028
myeloid_wbc_pwy60_pc1 2 2 0.017 0.092 0.999 0.056
myeloid_wbc_pwy613_pc4 2 2 0.947 0.008 0.007 0.843
myeloid_wbc_pwy626_pc2 2 2 0.946 -0.008 0.007 0.852
myeloid_wbc_pwy638_pc4 2 2 0.055 0.046 0.993 0.157
myeloid_wbc_pwy651_pc4 2 2 0.006 0.014 1 0.018
myeloid_wbc_pwy666_pc3 3 3 0.803 -0.021 0.039 0.842
myeloid_wbc_pwy676_pc5 2 2 0.157 -0.073 0.941 0.241
myeloid_wbc_pwy67_pc5 2 2 0.02 -0.043 0.999 0.048
myeloid_wbc_pwy681_pc4 2 2 0.968 -0.006 0.003 0.898
myeloid_wbc_pwy684_pc4 2 2 0.023 0.058 0.999 0.068
myeloid_wbc_pwy685_pc3 3 3 0.009 -0.035 0.982 0.065
myeloid_wbc_pwy686_pc3 2 2 0.062 -0.035 0.991 0.123
myeloid_wbc_pwy689_pc4 2 2 0.114 0.131 0.968 0.311
myeloid_wbc_pwy690_pc4 2 2 0.114 0.131 0.968 0.311
myeloid_wbc_pwy697_pc5 2 2 0.887 0.007 0.031 0.717
myeloid_wbc_pwy698_pc3 2 2 0.915 -0.009 0.018 0.89
