factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
EUR.IBD_pwy746_pc3 2 2 0.005 -0.856 1 0.015
EUR.IBD_pwy746_pc4 3 3 0.752 0.143 0.061 0.803
EUR.IBD_pwy747_pc3 3 3 0.908 0.122 0.009 0.967
EUR.IBD_pwy747_pc4 3 3 0.752 -0.142 0.061 0.801
EUR.IBD_pwy748_pc5 2 2 0.17 -1.175 0.93 0.236
EUR.IBD_pwy755_pc5 2 2 0.001 0.709 1 0
EUR.IBD_pwy769_pc2 2 2 0.899 0.122 0.025 0.743
EUR.IBD_pwy779_pc5 2 2 0.894 0.102 0.027 0.733
EUR.IBD_pwy781_pc4 2 2 0.548 0.141 0.424 0.499
EUR.IBD_pwy788_pc5 2 2 0.685 -0.342 0.225 0.592
EUR.IBD_pwy78_pc1 3 3 0.817 -0.2 0.033 0.753
EUR.IBD_pwy794_pc5 2 2 0.007 -0.204 1 0.021
EUR.IBD_pwy79_pc4 2 2 0.099 -0.887 0.976 0.19
EUR.IBD_pwy7_pc1 2 2 0.001 1.613 1 0.006
EUR.IBD_pwy803_pc3 2 2 0.807 0.324 0.089 0.644
EUR.IBD_pwy806_pc1 3 3 0.963 0.051 0.001 0.963
EUR.IBD_pwy818_pc1 2 2 0.031 1.165 0.998 0.041
EUR.IBD_pwy819_pc5 3 3 0.33 -1.751 0.449 0.241
EUR.IBD_pwy820_pc1 2 2 0.038 1.51 0.996 0.12
EUR.IBD_pwy824_pc2 3 3 0.596 0.486 0.163 0.591
EUR.IBD_pwy831_pc5 2 2 0.02 -0.683 0.999 0.004
EUR.IBD_pwy837_pc2 2 2 0.056 0.624 0.992 0.148
EUR.IBD_pwy837_pc4 3 3 0.298 -1.134 0.493 0.261
EUR.IBD_pwy842_pc1 2 2 0.132 0.688 0.958 0.224
EUR.IBD_pwy842_pc3 2 2 0.876 0.154 0.037 0.701
EUR.IBD_pwy847_pc1 2 2 0.029 -0.836 0.998 0.026
EUR.IBD_pwy854_pc4 3 3 0.594 -0.337 0.165 0.589
EUR.IBD_pwy855_pc2 2 2 0.844 0.222 0.059 0.617
EUR.IBD_pwy856_pc3 2 2 0.026 -0.551 0.998 0.061
EUR.IBD_pwy856_pc4 2 2 0.002 0.478 1 0.009
EUR.IBD_pwy857_pc4 2 2 0.441 -1.559 0.592 0.452
EUR.IBD_pwy860_pc4 3 3 0.936 0.05 0.004 0.92
EUR.IBD_pwy86_pc5 2 2 0.147 0.72 0.947 0.257
EUR.IBD_pwy879_pc5 2 2 0.944 -0.055 0.008 0.84
EUR.IBD_pwy880_pc1 2 2 0.425 0.917 0.617 0.447
EUR.IBD_pwy881_pc4 3 3 0.295 0.549 0.497 0.278
EUR.IBD_pwy882_pc4 3 3 0.295 0.549 0.497 0.278
EUR.IBD_pwy889_pc1 2 2 0.058 0.644 0.992 0.07
EUR.IBD_pwy889_pc4 4 4 0.387 0.321 0.253 0.36
EUR.IBD_pwy890_pc1 3 3 0.537 0.366 0.214 0.472
EUR.IBD_pwy890_pc4 4 4 0.493 0.204 0.168 0.542
EUR.IBD_pwy891_pc1 2 2 0.058 0.644 0.992 0.07
EUR.IBD_pwy891_pc4 4 4 0.387 0.321 0.253 0.36
EUR.IBD_pwy893_pc4 2 2 0.985 0.013 0.001 0.977
EUR.IBD_pwy894_pc1 2 2 0.058 0.644 0.992 0.07
EUR.IBD_pwy894_pc4 4 4 0.387 0.321 0.253 0.36
EUR.IBD_pwy895_pc1 2 2 0.058 0.644 0.992 0.07
EUR.IBD_pwy895_pc4 4 4 0.387 0.321 0.253 0.36
EUR.IBD_pwy896_pc1 2 2 0.058 0.644 0.992 0.07
EUR.IBD_pwy896_pc4 4 4 0.387 0.321 0.253 0.36
EUR.IBD_pwy898_pc2 2 1 0.111 1.746 0.97 0.064
EUR.IBD_pwy8_pc1 2 2 0.781 -0.4 0.114 0.596
EUR.IBD_pwy900_pc2 2 1 0.111 1.746 0.97 0.064
EUR.IBD_pwy905_pc3 2 2 0.058 -1.028 0.992 0.162
EUR.IBD_pwy906_pc4 2 2 0.88 -0.089 0.035 0.778
EUR.IBD_pwy915_pc1 2 2 0.361 2.374 0.711 0.488
EUR.IBD_pwy915_pc2 2 2 0.902 -0.188 0.023 0.789
EUR.IBD_pwy922_pc2 2 2 0.767 0.369 0.128 0.583
EUR.IBD_pwy931_pc5 2 2 0.09 -0.914 0.98 0.252
EUR.IBD_pwy940_pc5 2 2 0.973 -0.033 0.002 0.941
EUR.IBD_pwy948_pc4 2 2 0.063 0.706 0.99 0.016
EUR.IBD_pwy950_pc5 2 2 0.009 0.964 1 0.001
EUR.IBD_pwy951_pc4 3 3 0.292 1.016 0.501 0.262
EUR.IBD_pwy953_pc3 2 2 0.635 -1.401 0.294 0.567
EUR.IBD_pwy954_pc3 2 2 0.034 -0.366 0.997 0.078
EUR.IBD_pwy955_pc5 2 2 0.04 -1.036 0.996 0.133
EUR.IBD_pwy958_pc4 2 2 0.975 -0.017 0.002 0.962
EUR.IBD_pwy964_pc1 2 2 0.889 0.174 0.03 0.715
EUR.IBD_pwy964_pc4 2 2 0.844 0.2 0.059 0.66
EUR.IBD_pwy966_pc2 3 3 0.224 0.952 0.602 0.221
EUR.IBD_pwy969_pc4 3 3 0.583 -0.246 0.174 0.445
EUR.IBD_pwy970_pc4 2 2 0.853 0.082 0.052 0.732
EUR.IBD_pwy972_pc4 4 4 0.774 0.08 0.032 0.769
EUR.IBD_pwy974_pc5 2 2 0.036 -0.645 0.997 0.112
EUR.IBD_pwy979_pc1 2 2 0.951 -0.114 0.006 0.848
EUR.IBD_pwy97_pc4 2 2 0.994 0.004 0 0.992
EUR.IBD_pwy989_pc4 2 2 0.843 -0.082 0.06 0.731
EUR.IBD_pwy98_pc4 2 2 0.699 0.24 0.207 0.536
EUR.IBD_pwy990_pc1 2 2 0.022 0.764 0.999 0.045
EUR.IBD_pwy993_pc2 2 2 0.15 -1.153 0.946 0.267
EUR.IBD_pwy995_pc1 2 2 0.102 -0.945 0.974 0.091
EUR.IBD_pwy995_pc4 2 2 0.56 -0.332 0.406 0.5
EUR.IBD_pwy998_pc4 3 3 0.636 -0.142 0.133 0.545
EUR.IBD_pwy999_pc4 3 3 0.247 1.176 0.568 0.252
EUR.UC_pwy1015_pc4 2 1 0.582 0.925 0.372 0.495
EUR.UC_pwy1038_pc4 3 3 0.042 1.071 0.918 0.095
EUR.UC_pwy1045_pc4 2 2 0.946 -0.071 0.007 0.83
EUR.UC_pwy1059_pc1 2 2 0.383 1.19 0.679 0.488
EUR.UC_pwy1064_pc4 2 2 0.032 0.91 0.998 0.105
EUR.UC_pwy1074_pc5 2 2 0.703 0.298 0.202 0.616
EUR.UC_pwy1076_pc1 2 2 0.006 -1.351 1 0.002
EUR.UC_pwy1076_pc4 2 2 0.799 0.265 0.096 0.616
EUR.UC_pwy107_pc1 2 2 0.031 1.605 0.998 0.105
EUR.UC_pwy1080_pc5 2 2 0.095 0.882 0.978 0.174
EUR.UC_pwy1083_pc4 2 2 0.046 -0.927 0.995 0.159
EUR.UC_pwy1099_pc1 2 2 0.029 1.939 0.998 0.099
EUR.UC_pwy10_pc1 2 2 0.011 1.026 1 0.014
EUR.UC_pwy1133_pc2 2 2 0.233 -1.497 0.871 0.368
EUR.UC_pwy1135_pc2 2 2 0.005 -0.474 1 0.012
EUR.UC_pwy1141_pc3 2 2 0.003 0.887 1 0.014
EUR.UC_pwy1167_pc5 2 2 0.824 -0.261 0.075 0.641
EUR.UC_pwy1174_pc3 3 3 0.008 1.147 0.983 0.024
EUR.UC_pwy117_pc4 2 2 0.886 0.113 0.032 0.673
EUR.UC_pwy1188_pc2 2 2 0.912 -0.155 0.019 0.74
EUR.UC_pwy1216_pc2 2 2 0.84 -0.317 0.062 0.703
EUR.UC_pwy127_pc4 3 2 0.017 -1.37 0.966 0.035
EUR.UC_pwy131_pc2 2 2 0.136 0.608 0.955 0.167
EUR.UC_pwy13_pc3 2 2 0.176 1.358 0.926 0.263
EUR.UC_pwy14_pc4 2 2 0.108 1.363 0.972 0.069
EUR.UC_pwy157_pc3 2 2 0.206 1.156 0.899 0.393
EUR.UC_pwy15_pc3 2 2 0.172 1.36 0.928 0.251
EUR.UC_pwy165_pc4 2 2 0.034 0.827 0.997 0.111
EUR.UC_pwy175_pc4 4 2 0.085 1.779 0.683 0.128
EUR.UC_pwy17_pc4 2 2 0.109 -1.476 0.971 0.069
EUR.UC_pwy185_pc1 2 2 0.792 0.695 0.103 0.616
EUR.UC_pwy198_pc1 2 2 0.092 1.255 0.979 0.323
EUR.UC_pwy199_pc5 3 3 0.327 -1.462 0.453 0.295
EUR.UC_pwy20_pc1 2 1 0.955 0.083 0.005 0.902
EUR.UC_pwy214_pc4 2 2 0.129 0.904 0.959 0.114
EUR.UC_pwy218_pc3 2 2 0.809 0.25 0.087 0.616
EUR.UC_pwy220_pc4 2 2 0.099 -0.558 0.976 0.084
EUR.UC_pwy221_pc4 2 2 0.096 -0.556 0.977 0.08
EUR.UC_pwy233_pc2 2 2 0.09 -0.531 0.98 0.249
EUR.UC_pwy233_pc4 2 2 0.136 0.693 0.955 0.137
EUR.UC_pwy243_pc4 2 2 0.017 -1.373 0.999 0.059
EUR.UC_pwy244_pc5 2 2 0.92 0.107 0.016 0.803
EUR.UC_pwy255_pc2 2 2 0.048 -0.53 0.994 0.161
EUR.UC_pwy273_pc5 2 1 0.267 1.154 0.834 0.416
EUR.UC_pwy280_pc3 3 3 0.012 -1.739 0.976 0.118
EUR.UC_pwy281_pc4 2 2 0.836 -0.163 0.065 0.646
EUR.UC_pwy283_pc4 3 3 0.982 0.012 0 0.98
EUR.UC_pwy305_pc3 3 3 0.03 -0.807 0.941 0.078
EUR.UC_pwy306_pc4 2 2 0.165 -1.008 0.935 0.246
EUR.UC_pwy307_pc4 2 2 0.107 0.717 0.972 0.332
EUR.UC_pwy311_pc4 2 2 0.093 1.595 0.979 0.324
EUR.UC_pwy316_pc4 3 3 0.8 0.145 0.04 0.845
EUR.UC_pwy324_pc4 2 2 0.076 0.877 0.986 0.218
EUR.UC_pwy325_pc2 2 2 0.054 -1.092 0.993 0.054
EUR.UC_pwy326_pc2 2 2 0.054 -1.092 0.993 0.054
EUR.UC_pwy340_pc3 2 2 0.932 -0.087 0.011 0.805
EUR.UC_pwy343_pc3 2 2 0.71 -0.29 0.193 0.616
EUR.UC_pwy344_pc3 2 2 0.792 -0.262 0.103 0.616
EUR.UC_pwy345_pc3 2 2 0.761 -0.285 0.134 0.616
EUR.UC_pwy346_pc4 2 2 0.843 -0.135 0.06 0.646
EUR.UC_pwy347_pc2 2 1 0.083 -1.168 0.983 0.294
EUR.UC_pwy356_pc4 2 2 0.046 -0.927 0.995 0.159
EUR.UC_pwy357_pc4 2 2 0.105 0.892 0.973 0.273
EUR.UC_pwy361_pc3 3 3 0.023 1.976 0.955 0.048
EUR.UC_pwy362_pc5 2 2 0.13 -1.713 0.959 0.369
EUR.UC_pwy364_pc4 3 3 0.968 -0.017 0.001 0.979
EUR.UC_pwy366_pc3 2 2 0.76 0.312 0.136 0.616
EUR.UC_pwy372_pc3 2 2 0.754 -0.326 0.142 0.616
EUR.UC_pwy373_pc3 2 2 0.753 0.299 0.144 0.616
EUR.UC_pwy388_pc1 3 3 0.018 -1.469 0.965 0.045
EUR.UC_pwy398_pc3 2 2 0.179 1.645 0.923 0.27
EUR.UC_pwy3_pc4 5 5 0.384 -0.324 0.193 0.384
EUR.UC_pwy404_pc4 2 2 0.913 0.038 0.019 0.805
EUR.UC_pwy411_pc3 2 2 0.179 1.645 0.923 0.27
EUR.UC_pwy413_pc4 2 2 0.888 -0.175 0.031 0.697
EUR.UC_pwy419_pc4 2 2 0.104 1.073 0.973 0.348
EUR.UC_pwy41_pc4 2 2 0.105 1.49 0.973 0.066
EUR.UC_pwy432_pc3 2 2 0.83 0.173 0.07 0.632
EUR.UC_pwy439_pc2 2 2 0.16 -1.02 0.938 0.204
EUR.UC_pwy462_pc2 3 3 0.033 2.076 0.935 0.063
EUR.UC_pwy468_pc5 2 2 0.751 -0.357 0.145 0.607
EUR.UC_pwy46_pc5 2 2 0.751 -0.357 0.145 0.607
EUR.UC_pwy481_pc5 2 2 0.089 -0.646 0.981 0.147
EUR.UC_pwy482_pc3 3 3 0.615 0.383 0.149 0.565
EUR.UC_pwy50_pc3 2 2 0.743 -0.34 0.154 0.586
EUR.UC_pwy511_pc5 2 2 0.827 0.19 0.072 0.649
EUR.UC_pwy520_pc3 3 3 0.402 -0.774 0.357 0.329
EUR.UC_pwy523_pc5 2 1 0.271 -1.204 0.829 0.422
EUR.UC_pwy541_pc2 2 2 0.013 -0.751 1 0.051
EUR.UC_pwy544_pc1 2 1 0.011 -1.23 1 0.048
EUR.UC_pwy562_pc3 2 1 0.066 -0.963 0.989 0.245
EUR.UC_pwy564_pc4 2 2 0.818 0.333 0.08 0.649
EUR.UC_pwy575_pc2 2 2 0.768 -0.276 0.127 0.547
EUR.UC_pwy5_pc4 3 3 0.982 -0.012 0 0.979
EUR.UC_pwy605_pc5 3 3 0.625 -0.207 0.14 0.588
EUR.UC_pwy611_pc4 3 3 0.803 0.146 0.039 0.844
EUR.UC_pwy615_pc2 3 3 0.635 -0.304 0.133 0.599
EUR.UC_pwy633_pc1 4 3 0.884 0.138 0.008 0.817
EUR.UC_pwy634_pc4 2 1 0.157 -0.844 0.94 0.357
EUR.UC_pwy656_pc5 2 2 0.432 -1.639 0.607 0.526
EUR.UC_pwy677_pc1 3 3 0.011 1.873 0.977 0.081
EUR.UC_pwy688_pc2 2 1 0.126 -1.498 0.961 0.135
EUR.UC_pwy705_pc3 2 2 0.772 -0.265 0.123 0.616
EUR.UC_pwy714_pc5 2 2 0.95 -0.091 0.006 0.791
EUR.UC_pwy732_pc5 2 1 0.052 1.667 0.993 0.161
EUR.UC_pwy735_pc3 2 2 0.959 -0.041 0.004 0.835
EUR.UC_pwy760_pc1 2 2 0.679 0.603 0.233 0.485
EUR.UC_pwy773_pc2 2 2 0.1 0.966 0.976 0.206
EUR.UC_pwy789_pc4 2 2 0.134 1.1 0.957 0.128
EUR.UC_pwy795_pc5 2 2 0.852 0.123 0.053 0.665
EUR.UC_pwy806_pc1 3 3 0.917 0.136 0.007 0.916
EUR.UC_pwy80_pc2 2 1 0.017 0.808 0.999 0.069
EUR.UC_pwy819_pc1 2 2 0.082 -1.442 0.984 0.083
EUR.UC_pwy819_pc5 3 3 0.015 -2.389 0.971 0.049
EUR.UC_pwy820_pc1 3 3 0.905 0.165 0.009 0.905
EUR.UC_pwy847_pc1 2 2 0.009 -1.118 1 0.014
EUR.UC_pwy860_pc4 2 2 0.895 -0.175 0.027 0.914
EUR.UC_pwy878_pc5 2 2 0.846 0.23 0.058 0.661
EUR.UC_pwy87_pc3 2 2 0.851 -0.224 0.054 0.61
EUR.UC_pwy880_pc3 2 2 0.131 1.569 0.958 0.119
EUR.UC_pwy883_pc3 2 2 0.089 1.102 0.981 0.258
EUR.UC_pwy884_pc4 2 2 0.127 -1.164 0.961 0.107
EUR.UC_pwy889_pc4 2 2 0.105 0.892 0.973 0.273
EUR.UC_pwy891_pc4 2 2 0.105 0.892 0.973 0.273
EUR.UC_pwy894_pc4 2 2 0.105 0.892 0.973 0.273
EUR.UC_pwy895_pc4 2 2 0.105 0.892 0.973 0.273
EUR.UC_pwy896_pc4 2 2 0.105 0.892 0.973 0.273
EUR.UC_pwy898_pc2 2 2 0.929 -0.139 0.012 0.743
EUR.UC_pwy8_pc1 3 3 0.677 -0.469 0.105 0.672
EUR.UC_pwy900_pc2 2 2 0.929 -0.139 0.012 0.743
EUR.UC_pwy915_pc1 4 3 0.102 1.783 0.644 0.131
EUR.UC_pwy915_pc2 2 2 0.786 -0.4 0.109 0.616
EUR.UC_pwy928_pc2 2 2 0.876 0.2 0.037 0.725
EUR.UC_pwy951_pc4 3 3 0.033 1.189 0.935 0.062
EUR.UC_pwy969_pc4 2 2 0.827 -0.167 0.072 0.646
EUR.UC_pwy972_pc4 3 3 0.931 -0.04 0.005 0.959
EUR.UC_pwy974_pc5 2 2 0.131 1.674 0.958 0.107
EUR.UC_pwy985_pc2 3 3 0.745 0.242 0.065 0.728
EUR.UC_pwy987_pc3 2 2 0.929 -0.112 0.012 0.86
EUR.UC_pwy989_pc4 2 2 0.119 0.663 0.966 0.347
EUR.UC_pwy98_pc4 2 2 0.003 -0.759 1 0.009
EUR.UC_pwy992_pc2 2 2 0.86 0.23 0.047 0.725
EUR.UC_pwy992_pc5 2 2 0.103 1.02 0.974 0.155
EUR.UC_pwy993_pc2 3 3 0.063 -1.458 0.877 0.179
EUR.UC_pwy998_pc4 3 3 0.873 0.067 0.016 0.923
EUR.UC_pwy999_pc4 2 2 0.108 1.363 0.972 0.069
HDL_pwy1007_pc2 2 2 0.534 0.098 0.446 0.521
HDL_pwy101_pc4 2 2 0.044 0.153 0.995 0.092
HDL_pwy1065_pc4 3 3 0.977 -0.006 0.001 0.977
HDL_pwy1067_pc1 2 2 0.001 -0.17 1 0.004
HDL_pwy1067_pc3 3 3 0.005 0.156 0.99 0.017
HDL_pwy1077_pc4 10 10 0.001 -0.192 0.709 0
HDL_pwy1116_pc3 3 3 0.044 0.22 0.914 0.128
HDL_pwy1157_pc2 2 2 0.514 0.096 0.478 0.511
HDL_pwy1204_pc2 2 2 0.993 0.002 0 0.984
HDL_pwy1212_pc4 2 2 0.026 0.138 0.998 0.043
HDL_pwy1220_pc3 3 3 0.345 0.197 0.429 0.304
HDL_pwy137_pc2 2 2 0.115 0.196 0.968 0.235
HDL_pwy140_pc4 2 1 0.027 -0.152 0.998 0.056
HDL_pwy145_pc3 3 3 0.014 -0.184 0.973 0.052
HDL_pwy156_pc4 2 2 0.012 -0.216 1 0.017
HDL_pwy156_pc5 3 3 0.068 0.252 0.869 0.142
HDL_pwy158_pc2 2 2 0.026 0.248 0.998 0.06
HDL_pwy158_pc5 2 2 0.892 0.032 0.028 0.778
HDL_pwy162_pc4 2 2 0.912 -0.029 0.019 0.812
HDL_pwy171_pc3 2 2 0.743 0.036 0.154 0.666
HDL_pwy222_pc4 2 2 0.066 0.167 0.989 0.143
HDL_pwy262_pc1 2 2 0.627 0.391 0.305 0.517
HDL_pwy359_pc3 2 2 0.101 -0.216 0.975 0.187
HDL_pwy476_pc4 2 2 0.593 -0.068 0.356 0.549
HDL_pwy494_pc2 2 2 0.757 -0.076 0.139 0.614
HDL_pwy561_pc5 2 2 0.739 -0.071 0.159 0.579
HDL_pwy591_pc2 2 2 0.916 0.027 0.017 0.823
HDL_pwy600_pc2 2 2 0.965 0.016 0.003 0.935
HDL_pwy621_pc4 2 2 0.06 0.169 0.991 0.125
HDL_pwy639_pc3 2 2 0.586 0.151 0.366 0.56
HDL_pwy640_pc3 3 3 0.417 0.135 0.34 0.374
HDL_pwy652_pc5 2 2 0.025 -0.13 0.998 0.055
HDL_pwy703_pc2 2 2 0.392 0.852 0.666 0.502
HDL_pwy710_pc5 3 3 0.027 0.291 0.947 0.095
HDL_pwy740_pc4 3 3 0.29 -0.225 0.504 0.267
HDL_pwy758_pc4 2 2 0.966 -0.009 0.003 0.919
HDL_pwy764_pc3 3 3 0.006 0.248 0.987 0.023
HDL_pwy768_pc1 2 2 0.126 -0.236 0.961 0.165
HDL_pwy774_pc4 2 2 0.067 -0.144 0.989 0.154
HDL_pwy786_pc4 2 2 0.018 0.211 0.999 0.024
HDL_pwy817_pc4 2 2 0.05 0.155 0.994 0.109
HDL_pwy825_pc4 3 3 0.251 0.258 0.562 0.233
HDL_pwy829_pc2 2 1 0.078 0.198 0.985 0.08
HDL_pwy849_pc4 2 2 0.017 -0.211 0.999 0.029
HDL_pwy857_pc1 2 2 0.023 -0.203 0.999 0.052
HDL_pwy899_pc5 2 2 0.831 -0.063 0.069 0.678
HDL_pwy902_pc5 2 2 0.802 0.075 0.093 0.652
HDL_pwy903_pc5 2 2 0.05 -0.129 0.994 0.129
HDL_pwy943_pc4 2 2 0.066 0.167 0.989 0.143
HDL_pwy945_pc4 2 2 0.704 -0.136 0.201 0.599
HDL_pwy950_pc4 2 2 0.012 -0.216 1 0.017
HDL_pwy950_pc5 3 3 0.068 0.252 0.869 0.142
HDL_pwy967_pc3 2 2 0.212 -0.258 0.893 0.364
HDL_pwy978_pc2 2 2 0.566 0.224 0.397 0.511
HDL_pwy987_pc1 2 2 0.821 -0.071 0.077 0.69
LDL_pwy1051_pc5 3 3 0.024 0.234 0.952 0.05
LDL_pwy1060_pc2 2 1 0.089 -0.216 0.981 0.171
LDL_pwy1062_pc4 2 1 0.019 -0.235 0.999 0.024
LDL_pwy1067_pc3 2 1 0.344 -0.514 0.735 0.432
LDL_pwy1067_pc5 2 1 0.029 0.232 0.998 0.038
LDL_pwy1071_pc2 2 2 0.013 0.256 1 0.026
LDL_pwy1076_pc5 3 3 0.207 -0.7 0.63 0.222
LDL_pwy1083_pc5 2 2 0.933 0.021 0.011 0.876
LDL_pwy1088_pc5 2 2 0.37 -0.216 0.698 0.317
LDL_pwy1092_pc3 2 1 0.681 0.113 0.231 0.584
LDL_pwy109_pc2 2 1 0.678 -0.127 0.234 0.632
LDL_pwy1100_pc1 2 2 0.962 0.039 0.003 0.952
LDL_pwy1176_pc3 2 2 0.122 0.455 0.964 0.209
LDL_pwy1196_pc2 2 2 0.93 0.007 0.012 0.867
LDL_pwy1204_pc1 2 2 0.782 -0.156 0.113 0.636
LDL_pwy150_pc4 2 1 0.496 -0.108 0.506 0.485
LDL_pwy150_pc5 2 2 0.731 -0.081 0.168 0.637
LDL_pwy15_pc4 2 2 0.303 -0.6 0.79 0.424
LDL_pwy164_pc4 2 2 0.987 0.007 0 0.969
LDL_pwy170_pc2 2 2 0.561 -0.166 0.406 0.567
LDL_pwy197_pc1 2 2 0.891 -0.065 0.029 0.812
LDL_pwy223_pc3 2 2 0.15 0.319 0.946 0.194
LDL_pwy249_pc5 2 2 0.009 -0.18 1 0.014
LDL_pwy251_pc5 2 2 0.034 0.122 0.997 0.055
LDL_pwy264_pc2 2 2 0.884 0.054 0.033 0.8
LDL_pwy285_pc3 2 2 0.043 0.294 0.996 0.073
LDL_pwy297_pc3 3 3 0.469 0.109 0.282 0.36
LDL_pwy33_pc3 5 5 0.167 0.171 0.415 0.135
LDL_pwy356_pc5 2 2 0.933 0.021 0.011 0.876
LDL_pwy387_pc5 2 2 0.054 -0.174 0.993 0.112
LDL_pwy388_pc5 3 3 0.227 -0.64 0.597 0.227
LDL_pwy432_pc3 4 4 0.21 0.127 0.457 0.177
LDL_pwy484_pc3 2 2 0.481 0.148 0.53 0.47
LDL_pwy50_pc5 3 3 0.023 0.234 0.954 0.062
LDL_pwy519_pc4 2 2 0.116 0.329 0.967 0.208
LDL_pwy520_pc1 3 3 0.684 0.215 0.1 0.73
LDL_pwy53_pc3 3 3 0.532 -0.29 0.219 0.496
LDL_pwy555_pc2 2 2 0.151 0.113 0.945 0.254
LDL_pwy560_pc1 2 2 0.056 -0.149 0.992 0.093
LDL_pwy58_pc2 2 2 0.048 0.198 0.994 0.084
LDL_pwy594_pc3 2 2 0.894 0.033 0.028 0.805
LDL_pwy649_pc2 3 3 0.532 -0.128 0.219 0.465
LDL_pwy653_pc2 2 2 0.76 0.135 0.136 0.626
LDL_pwy669_pc2 2 2 0.925 0.008 0.014 0.855
LDL_pwy67_pc4 2 2 0.036 -0.151 0.997 0.065
LDL_pwy706_pc4 2 2 0.919 0.024 0.016 0.85
LDL_pwy718_pc4 4 4 0.402 0.548 0.24 0.423
LDL_pwy749_pc2 2 2 0.929 0.007 0.013 0.861
LDL_pwy750_pc5 2 2 0.877 0.06 0.037 0.78
LDL_pwy774_pc4 2 2 0.022 -0.162 0.999 0.048
LDL_pwy77_pc3 2 2 0.072 -0.18 0.987 0.136
LDL_pwy785_pc1 2 2 0.992 0.004 0 0.992
LDL_pwy800_pc1 2 2 0.195 -0.328 0.909 0.335
LDL_pwy829_pc3 2 2 0.287 0.593 0.81 0.367
LDL_pwy91_pc5 2 2 0.842 0.164 0.06 0.774
LDL_pwy978_pc2 2 1 0.69 0.117 0.22 0.611
LDL_pwy991_pc4 3 3 0.38 -0.126 0.384 0.325
LDL_pwy9_pc1 2 1 0.686 0.092 0.225 0.669
SCZ_pwy1004_pc4 4 2 0.107 0.595 0.635 0.114
SCZ_pwy1005_pc2 3 3 0.673 -0.187 0.107 0.653
SCZ_pwy1006_pc2 2 1 0.141 0.814 0.952 0.196
SCZ_pwy1018_pc5 2 2 0.108 0.573 0.972 0.34
SCZ_pwy1020_pc3 2 2 0.05 0.231 0.994 0.169
SCZ_pwy1021_pc3 2 2 0.053 0.202 0.993 0.171
SCZ_pwy1024_pc3 2 2 0.731 -0.202 0.168 0.602
SCZ_pwy1031_pc2 2 2 0.014 -0.555 0.999 0.06
SCZ_pwy1032_pc3 2 2 0.952 0.033 0.006 0.852
SCZ_pwy1034_pc2 2 2 0.053 -0.276 0.993 0.193
SCZ_pwy1044_pc3 3 3 0.007 0.328 0.986 0.021
SCZ_pwy104_pc4 2 2 0.016 0.281 0.999 0.019
SCZ_pwy1057_pc1 3 1 0.023 -0.836 0.954 0.117
SCZ_pwy105_pc5 3 3 0.025 -0.275 0.951 0.023
SCZ_pwy1061_pc1 3 2 0.331 0.511 0.448 0.275
SCZ_pwy1062_pc1 3 3 0.001 0.309 0.997 0.004
SCZ_pwy1063_pc2 4 1 0.05 1.115 0.772 0.1
SCZ_pwy1066_pc2 3 1 0.267 0.937 0.537 0.24
SCZ_pwy1069_pc1 5 1 0.038 -0.932 0.7 0.037
SCZ_pwy1070_pc3 3 3 0.564 0.258 0.19 0.464
SCZ_pwy1086_pc2 2 2 0.956 0.044 0.005 0.8
SCZ_pwy109_pc3 2 2 0.014 0.415 1 0.035
SCZ_pwy1114_pc5 2 2 0.03 0.38 0.998 0.024
SCZ_pwy1117_pc1 3 3 0.889 -0.045 0.012 0.878
SCZ_pwy1118_pc3 2 2 0.037 -0.354 0.997 0.132
SCZ_pwy1118_pc5 2 2 0.033 -0.233 0.997 0.113
SCZ_pwy1120_pc5 2 2 0.03 0.242 0.998 0.08
SCZ_pwy1123_pc3 8 1 0 -0.848 0.899 0.006
SCZ_pwy1125_pc2 2 2 0.017 -0.364 0.999 0.049
SCZ_pwy1135_pc2 3 3 0.006 0.184 0.989 0.057
SCZ_pwy1136_pc2 2 2 0.054 -0.282 0.993 0.193
SCZ_pwy113_pc1 2 2 0.045 -0.393 0.995 0.165
SCZ_pwy1148_pc1 4 1 0.004 -0.606 0.958 0.054
SCZ_pwy1158_pc4 3 3 0.273 0.212 0.529 0.248
SCZ_pwy1159_pc3 2 2 0.722 0.182 0.179 0.587
SCZ_pwy1169_pc5 2 2 0.031 -0.467 0.998 0.1
SCZ_pwy1170_pc1 5 2 0.012 0.816 0.829 0.045
SCZ_pwy1172_pc1 2 2 0.718 -0.245 0.184 0.578
SCZ_pwy1174_pc5 3 3 0 -0.262 1 0.003
SCZ_pwy1176_pc2 2 2 0.034 -0.484 0.997 0.149
SCZ_pwy1177_pc5 2 2 0.002 0.26 1 0.005
SCZ_pwy1178_pc5 2 2 0.025 0.249 0.998 0.111
SCZ_pwy117_pc1 3 3 0.008 0.276 0.984 0.022
SCZ_pwy1186_pc5 2 2 0.059 -0.592 0.992 0.047
SCZ_pwy1187_pc5 2 2 0.059 -0.592 0.992 0.047
SCZ_pwy1194_pc1 2 2 0.102 0.3 0.974 0.143
SCZ_pwy1194_pc5 2 2 0.007 -0.231 1 0.032
SCZ_pwy1199_pc5 2 1 0.17 -0.751 0.93 0.33
