factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
mch_pwy246_pc3 3 2 0.308 0.112 0.478 0.24
mch_pwy271_pc3 2 2 0 0.06 1 0
mch_pwy283_pc2 3 3 0.577 0.025 0.179 0.554
mch_pwy285_pc3 3 3 0.001 0.047 0.998 0.001
mch_pwy291_pc3 2 2 0.051 -0.035 0.994 0.133
mch_pwy291_pc5 2 2 0.154 -0.048 0.943 0.305
mch_pwy294_pc3 2 2 0.005 0.041 1 0.006
mch_pwy319_pc3 5 5 0.292 -0.028 0.269 0.28
mch_pwy320_pc3 2 2 0.367 -0.217 0.703 0.51
mch_pwy36_pc2 2 2 0.22 -0.122 0.885 0.364
mch_pwy48_pc2 2 2 0.948 0.006 0.007 0.894
mch_pwy78_pc1 2 2 0.15 -0.142 0.945 0.204
mch_pwy83_pc1 2 2 0.085 -0.071 0.982 0.172
mch_pwy83_pc4 2 2 0.012 -0.101 1 0.023
mch_pwy84_pc5 2 2 0.705 -0.045 0.2 0.596
mch_pwy88_pc4 4 4 0.007 -0.125 0.937 0.02
mch_pwy9_pc2 2 2 0.951 0.007 0.006 0.88
mchc_pwy100_pc2 2 2 0.259 0.129 0.843 0.469
mchc_pwy110_pc2 2 2 0.759 0.023 0.137 0.682
mchc_pwy12_pc3 2 2 0.601 0.08 0.344 0.52
mchc_pwy132_pc4 2 2 0.059 -0.094 0.992 0.147
mchc_pwy21_pc1 2 2 0.132 -0.129 0.958 0.307
mchc_pwy238_pc3 2 2 0.906 0.014 0.022 0.781
mchc_pwy31_pc3 2 1 0.087 0.072 0.981 0.217
mchc_pwy321_pc4 2 2 0.993 -0.001 0 0.982
mcv_pwy108_pc5 2 2 0.064 -0.069 0.99 0.136
mcv_pwy114_pc4 2 2 0.163 0.065 0.936 0.319
mcv_pwy122_pc3 2 2 0.738 0.023 0.161 0.616
mcv_pwy123_pc2 3 3 0.813 -0.016 0.035 0.858
mcv_pwy125_pc3 2 1 0.114 0.099 0.968 0.233
mcv_pwy129_pc5 2 2 0.941 -0.004 0.008 0.873
mcv_pwy136_pc3 3 3 0.584 -0.023 0.173 0.554
