Category LV46-Enrichment LV46-Enrichment_p LV38-Enrichment LV38-Enrichment_p LV6-Enrichment LV6-Enrichment_p LV59-Enrichment LV59-Enrichment_p LV5-Enrichment LV5-Enrichment_p
H3K4me3_Trynka.bedL2_0 9.77102495331745 0.422364297648387 -16.8116764738903 0.326610210185324 8.8089051206358 0.146186480610959 -25.2528815308904 0.00892387651573527 -7.89859150381274 0.149981315605005
H3K4me3_Trynka.extend.500.bedL2_0 -4.80875731712573 0.47268237340602 4.76095546545254 0.700761389118539 5.69957120892991 0.144642134184559 4.91901253536519 0.466305627977053 -0.0890831904252963 0.682773592446428
H3K9ac_peaks_Trynka.bedL2_0 -2.78778923920822 0.92645366880334 -54.7496969935939 0.475049339916692 8.36550061918598 0.739456494664598 -47.1157509205635 0.299154210679132 -28.2305492169366 0.200840409582974
H3K9ac_Trynka.bedL2_0 -13.6919319972102 0.385349317064654 -18.1347924827829 0.358494472286063 7.57878682495914 0.341316410282168 -20.5280839605393 0.115301904892118 -4.82286260422301 0.351374036632628
H3K9ac_Trynka.extend.500.bedL2_0 0.745832976397964 0.978091331220397 8.90028891840035 0.478760676872158 7.41758866752798 0.0715169355994405 2.97308333763349 0.751693230008678 2.09165273223071 0.718055408011236
Intron_UCSC.bedL2_0 4.54246354510416 0.141987243632437 -2.83993391845449 0.365060826259349 1.54063848663805 0.653341621811516 3.29124241249345 0.317838421243538 0.1868847158758 0.490468841072405
Intron_UCSC.extend.500.bedL2_0 1.59593560430538 0.762468338272899 0.411631653408036 0.858082659580248 1.07078102786109 0.936088475858375 6.43745459697341 0.00355095730592182 0.775199864434301 0.818169161202191
PromoterFlanking_Hoffman.bedL2_0 -60.5595360389869 0.476263914631856 -76.1118568318196 0.512395637830941 -7.54660256777699 0.833810586192285 39.9427160686286 0.64267780347395 -27.3150591321978 0.49109559005649
PromoterFlanking_Hoffman.extend.500.bedL2_0 1.0411575913398 0.99872833442584 20.4686150886675 0.688188756807422 30.5364308231126 0.028842674772212 7.58317016209404 0.815939554997844 -9.09122155618696 0.462113299491114
Promoter_UCSC.bedL2_0 -9.759462605799 0.730129549741102 62.554911064321 0.211597568905247 -11.0125980779753 0.382108915713415 -9.79550479247792 0.678817709723056 12.0075228420902 0.45575946877775
Promoter_UCSC.extend.500.bedL2_0 -9.1331539650202 0.500667445533981 25.6721790633736 0.335629911433385 0.642043497980802 0.960488163448611 -1.87116845174686 0.86062403777193 -8.61667643074226 0.227787040497064
Repressed_Hoffman.bedL2_0 1.30929050759372 0.950525920726149 -2.48052467561747 0.728100707573549 1.92979137504843 0.737854388555678 10.7530502354201 0.040422788681034 1.76966712404208 0.767711793963957
Repressed_Hoffman.extend.500.bedL2_0 2.15828011669973 0.374765448768234 -0.526672243385766 0.4789834803764 1.53787374643174 0.428205512547763 -0.152651329286023 0.372091293110376 1.15578295970104 0.828310928997963
SuperEnhancer_Hnisz.bedL2_0 -4.19261533582936 0.192906896381516 -2.1396249921982 0.66807650128485 0.670269841666365 0.863484779433639 3.52197028145209 0.530395318946389 2.73443148248139 0.405015165484036
SuperEnhancer_Hnisz.extend.500.bedL2_0 -6.58302787522195 0.0404308203290377 -4.99009231757362 0.439903859214152 0.96705778504139 0.985010166463593 2.78626010408494 0.637185242895569 3.80763779058529 0.165887931108097
TFBS_ENCODE.bedL2_0 1.91587551353831 0.958135841847409 -29.4555812922033 0.306128541328174 -0.870891289884297 0.853464863585408 -21.3894841201812 0.206377018863152 6.27690990706439 0.582616033540494
TFBS_ENCODE.extend.500.bedL2_0 -15.6958952405763 0.0273901550415032 2.67341086637997 0.87258024729452 -3.27028885359338 0.191407162445098 -19.3701119141451 0.00321903577096581 4.98027648382658 0.283308656133062
Transcribed_Hoffman.bedL2_0 -1.86360491799695 0.636397848206675 2.05932681382169 0.929107970291643 2.33614171200576 0.68227557226816 -13.5718554421103 0.0228978777650086 -0.814568632884541 0.552131980041428
Transcribed_Hoffman.extend.500.bedL2_0 4.18194094627226 0.216369374433269 4.79887499475831 0.374555808764929 0.0519150197621321 0.37105827218582 5.62060704132892 0.0405004351259354 -0.63887008555214 0.196994381207547
TSS_Hoffman.bedL2_0 -29.8987587079001 0.453392309898445 -67.1393560141867 0.367437125587802 0.984583532646932 0.999500492796767 -56.3456032309918 0.218923968621322 2.8658250022614 0.951646084024285
TSS_Hoffman.extend.500.bedL2_0 -34.8879027109886 0.137199784112633 -10.3493347815561 0.807180196526228 11.2091814991338 0.376809441021932 17.4561617628028 0.544564257691613 9.57521801412098 0.494931411772291
UTR_3_UCSC.bedL2_0 -2.68399136471938 0.938097088720906 151.076983575624 0.0848044132043184 12.3023218804283 0.608997895344528 18.097960456112 0.711511417154826 40.5779231730617 0.293519694138161
UTR_3_UCSC.extend.500.bedL2_0 -9.82327172161936 0.684401505203166 19.3248662559492 0.669226697605659 5.30150470857821 0.687010700633262 31.5269532817661 0.237463574220958 16.683057250869 0.257967192797473
UTR_5_UCSC.bedL2_0 -43.6984087621871 0.486452962556504 -105.99565261051 0.337833594386839 42.4453196850892 0.304997762215607 -40.3627180154285 0.518216513831985 22.0673708523389 0.593012856640351
UTR_5_UCSC.extend.500.bedL2_0 -23.4364991419645 0.17676633637248 24.2648464393593 0.689860076385294 2.55768393472863 0.906162484074427 -16.1482853637979 0.373675276815884 6.15081711976858 0.637455220578146
WeakEnhancer_Hoffman.bedL2_0 -24.4688457134139 0.645091691299658 -103.56535872784 0.267467803430329 -6.17275567678222 0.786684296642089 113.626915267226 0.0352174832884535 38.9884280642517 0.260210138343619
WeakEnhancer_Hoffman.extend.500.bedL2_0 4.44913490457185 0.847224985427018 49.4377183170644 0.064649995776246 -10.6954127105161 0.163418639139142 10.2166419535034 0.558165327256946 -5.86288125197066 0.389205506218685
