factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting pval_in_resampling IVW_estimate IVW_pval IVW_resampling_pval
T2D_2_pwy67_peer4 4 4 0.222 10.914 NA 25.6494296150504 0.0212917912019031 NA
T2D_2_pwy91_peer2 3 3 0.509 1.855 0.5 7.697935704048 0.453255042451139 0.25
T2D_pwy102_peer3 2 2 0.007 4.416 0 4.41421234787448 8.87456658159342e-21 0.407
T2D_pwy138_peer4 2 2 0.088 -5.125 0.121 -5.69866340826708 2.11873324823452e-29 0.099
T2D_pwy283_peer5 2 2 0.754 2.525 0.593 1.63640396637361 0.00393102609548906 0.692
T2D_pwy287_peer5 2 2 0.049 3.785 0.044 3.89621731605916 3.58304683099569e-16 0.33
T2D_pwy324_peer5 2 2 0.837 0.928 0.692 0.248725129268615 0.49139455673168 0.912
T2D_pwy34_peer1 2 2 0.945 0.17 0.813 -0.0912121496948464 0.713861271270459 0.956
T2D_pwy34_peer3 2 2 0.004 -2.28 0 -2.27926884297396 6.85248224263762e-26 0.385
TC_pwy109_peer5 2 2 0.907 -9.857 0.899 -44.9871263917538 4.18758205340066e-56 0.071
TC_pwy111_peer4 2 2 0.229 2.024 0.349 1.36647305914954 1.44997801176192e-18 0.338
TC_pwy122_peer5 2 2 0.043 1.17 0.096 1.19828716720674 1.18916866586552e-33 0.358
TC_pwy123_peer3 3 3 0.446 -0.787 0.433 -0.732203165528254 3.85082797365227e-13 0.514
TC_pwy138_peer2 3 3 0.561 0.62 0.536 0.533124167903568 2.76169248574484e-06 0.727
TC_pwy146_peer3 2 2 0.827 0.386 0.691 0.562445047683959 6.27085392363688e-09 0.638
TC_pwy169_peer4 2 2 0.908 0.136 0.848 -0.00503903204577465 0.956864248933407 0.997
TC_pwy210_peer4 2 2 0.851 0.273 0.728 0.529551557101788 3.09373841837808e-12 0.614
TC_pwy237_peer2 2 2 0.069 -2.957 0.142 -2.91668195901256 1.17805200269059e-44 0.348
TC_pwy252_peer5 2 2 0.223 -0.526 0.329 -0.625398296439019 3.65865396421466e-44 0.268
TC_pwy255_peer1 2 2 0.515 -9.969 0.502 -3.74197743980004 0.00419698579065697 0.623
TC_pwy257_peer1 2 2 0.139 -2.416 0.229 -2.60154508516444 2.50787109831038e-31 0.333
