factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
wbc_pwy205_pc4 2 2 0.051 -0.035 0.994 0.151
wbc_pwy209_pc2 2 2 0.611 -0.061 0.33 0.533
wbc_pwy212_pc4 2 2 0.006 -0.048 1 0.02
wbc_pwy214_pc4 3 3 0.749 0.012 0.063 0.753
wbc_pwy216_pc4 2 2 0.86 -0.012 0.047 0.666
wbc_pwy219_pc3 2 2 0.968 0.003 0.003 0.919
wbc_pwy21_pc3 2 2 0.707 -0.028 0.197 0.572
wbc_pwy221_pc5 2 2 0.026 0.051 0.998 0.073
wbc_pwy231_pc2 5 5 0.693 0.022 0.043 0.699
wbc_pwy231_pc4 2 2 0.909 0.01 0.02 0.832
wbc_pwy235_pc5 3 3 0.477 0.031 0.274 0.348
wbc_pwy236_pc4 3 3 0.663 -0.016 0.114 0.637
wbc_pwy246_pc4 2 2 0.742 0.026 0.155 0.586
wbc_pwy24_pc4 2 2 0.117 -0.07 0.966 0.29
wbc_pwy251_pc5 2 2 0.92 0.009 0.016 0.77
wbc_pwy259_pc4 2 2 0.014 0.05 1 0.038
wbc_pwy262_pc5 2 2 0.062 0.063 0.991 0.187
wbc_pwy273_pc3 2 2 0.026 -0.053 0.998 0.042
wbc_pwy274_pc4 4 4 0 0.041 0.998 0
wbc_pwy276_pc4 2 2 0.065 -0.07 0.99 0.197
wbc_pwy276_pc5 2 2 0.002 0.051 1 0.004
wbc_pwy282_pc3 2 2 0.006 0.041 1 0.012
wbc_pwy282_pc5 3 3 0.987 0 0 0.986
wbc_pwy283_pc4 2 2 0.001 -0.03 1 0.004
wbc_pwy284_pc4 2 2 0.967 -0.002 0.003 0.916
wbc_pwy285_pc3 2 2 0.46 0.048 0.562 0.503
wbc_pwy286_pc5 2 2 0.902 0.006 0.023 0.71
wbc_pwy290_pc3 2 2 0.428 -0.043 0.613 0.46
wbc_pwy290_pc4 3 3 0.002 0.028 0.996 0.005
wbc_pwy292_pc5 2 2 0.033 -0.031 0.997 0.084
wbc_pwy294_pc5 2 2 0.93 0.003 0.012 0.796
wbc_pwy296_pc5 4 4 0 0.034 0.993 0.006
wbc_pwy298_pc4 2 2 0.893 0.007 0.028 0.715
wbc_pwy298_pc5 2 2 0.039 0.051 0.996 0.064
wbc_pwy300_pc4 2 2 0.97 0.002 0.002 0.92
wbc_pwy302_pc3 2 2 0.036 0.046 0.997 0.105
wbc_pwy302_pc4 2 2 0.877 0.015 0.037 0.757
wbc_pwy303_pc4 2 2 0.004 0.055 1 0.008
wbc_pwy305_pc3 2 2 0.992 0.001 0 0.982
wbc_pwy305_pc4 2 2 0.055 -0.059 0.993 0.08
wbc_pwy305_pc5 3 3 0.001 0.054 0.999 0.003
wbc_pwy308_pc3 2 2 0.075 -0.049 0.986 0.17
wbc_pwy310_pc3 3 3 0.715 -0.016 0.081 0.756
wbc_pwy315_pc4 3 3 0.001 0.048 0.998 0.009
wbc_pwy318_pc4 2 2 0.954 -0.004 0.005 0.869
wbc_pwy31_pc1 2 2 0.039 0.098 0.996 0.11
wbc_pwy329_pc4 4 4 0.591 -0.022 0.107 0.566
wbc_pwy332_pc2 2 2 0.751 -0.027 0.146 0.574
wbc_pwy332_pc3 2 2 0.063 -0.033 0.99 0.192
wbc_pwy39_pc3 2 2 0.046 -0.065 0.995 0.064
wbc_pwy40_pc1 2 2 0.129 -0.126 0.959 0.296
wbc_pwy42_pc1 2 2 0.189 0.082 0.914 0.414
wbc_pwy44_pc4 2 2 0.068 -0.051 0.989 0.091
wbc_pwy45_pc5 2 2 0.975 -0.003 0.002 0.928
wbc_pwy49_pc2 2 2 0.951 0.005 0.006 0.822
wbc_pwy50_pc5 2 2 0.642 -0.049 0.284 0.557
wbc_pwy67_pc5 2 2 0.054 -0.05 0.993 0.093
wbc_pwy71_pc4 2 2 0.094 0.111 0.978 0.254
wbc_pwy73_pc2 2 2 0.016 -0.071 0.999 0.049
wbc_pwy76_pc1 2 2 0.91 0.012 0.02 0.748
wbc_pwy79_pc3 2 2 0.058 0.074 0.992 0.131
wbc_pwy88_pc3 3 3 0.625 0.018 0.141 0.576
wbc_pwy91_pc5 2 2 0.056 -0.062 0.992 0.162
wbc_pwy93_pc1 2 2 0.02 0.079 0.999 0.05
wbc_pwy94_pc3 2 2 0.005 0.048 1 0.02
wbc_pwy96_pc5 2 2 0.019 0.051 0.999 0.029
wbc_pwy99_pc2 2 2 0.008 0.068 1 0.015
