Category LV26-Enrichment LV26-Enrichment_p LV20-Enrichment LV20-Enrichment_p LV86-Enrichment LV86-Enrichment_p LV55-Enrichment LV55-Enrichment_p LV73-Enrichment LV73-Enrichment_p LV44-Enrichment LV44-Enrichment_p
baseL2_0 0.999999999999992 NA 1.0000000000001 NA 0.999999999999992 NA 0.999999999999998 NA 1.00000000000001 NA 1 NA
Coding_UCSC.bedL2_0 -45.4262880988579 0.19992116790642 683.251165429797 0.326001404796575 -57.0326045939358 0.253703101689592 -37.7068144721442 0.446200387236326 11.9605481316218 0.706628909262825 -35.0356888747927 0.622129835429243
Coding_UCSC.extend.500.bedL2_0 -0.49393717737576 0.878498992106601 -16.6698214632351 0.926805195731462 3.90688125303167 0.812029624899644 2.85598548382615 0.916441224698523 9.04433309961772 0.21982070586714 49.7231212844895 0.147011144574469
Conserved_LindbladToh.bedL2_0 -53.8128880669681 0.132487248769828 525.673430999248 0.488296744649398 -9.64959619402481 0.846123167783174 -119.195825716712 0.0616187368062596 9.83678278867096 0.711585187860637 -21.9146852597061 0.84687156708782
Conserved_LindbladToh.extend.500.bedL2_0 4.79568711249088 0.222309554307865 -102.760984049836 0.130750230236194 -1.00526107256484 0.651794040362462 12.6897517711764 0.026420065810059 3.32804443580326 0.368302998981882 21.9270829835503 0.277633103770475
CTCF_Hoffman.bedL2_0 67.0310969323593 0.139338134434301 -362.387081269328 0.615663381683702 10.2391829919768 0.87255217780317 7.85327340313503 0.900555181913951 47.8047142136484 0.0939649604003525 70.5583966766461 0.661310057501186
CTCF_Hoffman.extend.500.bedL2_0 -9.29421912293126 0.43364003566222 157.305185814358 0.586193571401666 -1.10642438176091 0.918241026715195 1.53468877801884 0.977729770171349 -7.55362178448326 0.295477210761391 -25.5996555298541 0.403587243944578
DGF_ENCODE.bedL2_0 3.24975176946773 0.882759209951985 -99.5310025013457 0.768008844783115 7.68404898312099 0.791497205737151 -16.6300183425408 0.415723947261793 15.2099585672085 0.208726597210092 32.4763228812951 0.464410279622684
DGF_ENCODE.extend.500.bedL2_0 2.77425431443398 0.471606700752815 -0.776974929490752 0.981558307800148 1.70118916677935 0.853540801896046 0.963320679129446 0.994831166694205 -1.64428948953412 0.198881647107446 -5.09979158522142 0.531703875709845
DHS_peaks_Trynka.bedL2_0 -13.2467564995229 0.471656398097155 -411.582987324642 0.272117226296864 1.55784129804449 0.981973369579937 21.2635459332144 0.527015379544037 7.14077342867036 0.662045842606588 86.576887286365 0.109114943818644
DHS_Trynka.bedL2_0 8.85925203037401 0.565657979141253 -255.790195535366 0.339713350351639 8.18550501438653 0.728471004188511 18.0189700082705 0.46265253261564 2.9303739547675 0.863210814325027 30.5022243464995 0.503708965696213
DHS_Trynka.extend.500.bedL2_0 1.71248550764361 0.80289353883873 90.3553090838812 0.177252004711105 -3.2820947585673 0.363478794111895 0.909250473140384 0.983348382198991 0.490197630374675 0.83437552997062 -1.02255974626613 0.835845891493302
Enhancer_Andersson.bedL2_0 -93.7351271587093 0.305250406797277 2182.6794666952 0.264489094003673 -117.893308068345 0.439068218283057 157.031007660227 0.379076492118343 28.919036462601 0.725323527783053 101.330484116371 0.64154093263781
Enhancer_Andersson.extend.500.bedL2_0 -27.9403301431219 0.331627850434103 75.1065084332968 0.902354675798464 36.0926791078217 0.399464727059863 -19.9273366880218 0.652745158208052 28.9073012636311 0.184704519910142 -187.727128340391 0.0511252464226432
Enhancer_Hoffman.bedL2_0 -26.1941241244388 0.201041662313838 156.27815596595 0.730898236385605 39.4041256461556 0.200517962270746 31.0723517266581 0.336858078323891 15.0521461084868 0.369413765907539 -98.2110041756801 0.377522573408475
Enhancer_Hoffman.extend.500.bedL2_0 1.90783489276918 0.924262490536897 62.7320827867861 0.755251287228249 1.14768396255712 0.991191687012722 -27.3854393902183 0.0364318282218222 8.01338844297118 0.35773651475098 56.0110421596313 0.101736519316647
FetalDHS_Trynka.bedL2_0 -1.79547882901437 0.894685821732121 -306.629461451307 0.483417638055707 -16.2750663564669 0.556524193979397 56.3827751968848 0.120086479246028 -9.65545538539615 0.542119199505672 25.049864897754 0.564852341272585
FetalDHS_Trynka.extend.500.bedL2_0 -0.163430933022159 0.831348063215015 4.60409548848603 0.975375889971842 4.16349922480998 0.712595423926365 16.1045115323088 0.0768591534776973 -2.29537737223381 0.382500714298785 2.35188803801628 0.925965031199734
H3K27ac_Hnisz.bedL2_0 3.05159255429505 0.358034452874705 -8.60988286103264 0.822235458496796 2.87371329448209 0.577522165633702 -2.70701835424958 0.358726469803205 0.404427619804242 0.697779279269636 -0.186792044583994 0.863391369347526
H3K27ac_Hnisz.extend.500.bedL2_0 3.95758236084038 0.127164374962902 -25.2306543188598 0.554102692118882 4.36893029659433 0.355263730029455 1.06957882145116 0.983828098655389 1.62856795593309 0.717033606458649 9.94709373331581 0.114916237778879
H3K27ac_PGC2.bedL2_0 -0.160359855314892 0.824135524815766 154.83219908778 0.157286802410592 -0.286527960670391 0.86490924752618 -5.83734953894924 0.369959940251955 6.32316823918749 0.139304412368293 -0.760374324324922 0.906849616485645
H3K27ac_PGC2.extend.500.bedL2_0 2.88862495752993 0.511387390110046 81.8668570818811 0.244248047459564 2.49762936355497 0.768033930259178 3.99630139047045 0.580162142691764 -0.709265995626102 0.454045284488106 9.44913181947035 0.495769852893368
H3K4me1_peaks_Trynka.bedL2_0 17.1681126114266 0.163201316445225 260.931963724522 0.254254733214536 1.33576984396114 0.983165510210181 -3.86003738979662 0.782795935238552 11.0193485899839 0.219941607974207 4.07789598004235 0.921866021482782
