factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
EUR.IBD_pwy64_pc4 7 7 0.881 -0.073 0.004 0.893
EUR.IBD_pwy651_pc2 2 2 0.641 -0.145 0.286 0.496
EUR.IBD_pwy656_pc2 2 2 0.831 0.135 0.069 0.762
EUR.IBD_pwy659_pc4 2 2 0.069 0.887 0.988 0.241
EUR.IBD_pwy65_pc3 3 3 0.566 -0.21 0.188 0.441
EUR.IBD_pwy668_pc3 2 2 0.967 -0.042 0.003 0.923
EUR.IBD_pwy670_pc3 2 2 0.967 -0.042 0.003 0.923
EUR.IBD_pwy679_pc4 2 2 0.524 0.365 0.462 0.492
EUR.IBD_pwy683_pc4 3 3 0.761 -0.118 0.057 0.772
EUR.IBD_pwy684_pc5 2 2 0.012 -0.557 1 0.001
EUR.IBD_pwy697_pc4 3 3 0.754 0.161 0.061 0.804
EUR.IBD_pwy702_pc2 2 1 0.17 1.304 0.93 0.381
EUR.IBD_pwy708_pc4 2 2 0.999 0.001 0 0.994
EUR.IBD_pwy709_pc5 2 1 0.196 -0.49 0.908 0.158
EUR.IBD_pwy713_pc5 2 2 0.933 -0.077 0.011 0.815
EUR.IBD_pwy714_pc5 3 3 0.702 -0.247 0.089 0.696
EUR.IBD_pwy715_pc4 2 2 0.202 0.586 0.903 0.31
EUR.IBD_pwy716_pc3 2 2 0.895 0.125 0.027 0.735
EUR.IBD_pwy716_pc5 3 3 0.118 0.711 0.777 0.092
EUR.IBD_pwy719_pc4 2 2 0.817 -0.336 0.08 0.537
EUR.IBD_pwy722_pc2 2 2 0.407 -0.971 0.644 0.45
EUR.IBD_pwy722_pc3 3 3 0.504 0.455 0.246 0.374
EUR.IBD_pwy724_pc3 2 2 0.995 0.007 0 0.988
EUR.IBD_pwy726_pc4 2 2 0.534 -0.606 0.446 0.493
EUR.IBD_pwy746_pc4 3 3 0.755 0.142 0.06 0.79
EUR.IBD_pwy747_pc4 3 3 0.755 -0.142 0.06 0.79
EUR.IBD_pwy748_pc5 2 2 0.167 -1.174 0.933 0.23
EUR.IBD_pwy755_pc2 2 2 0.896 0.212 0.026 0.732
EUR.IBD_pwy755_pc5 3 3 0.055 0.82 0.893 0.158
EUR.IBD_pwy760_pc1 2 2 0.069 1.305 0.988 0.151
EUR.IBD_pwy769_pc2 2 2 0.9 0.121 0.024 0.747
EUR.IBD_pwy779_pc5 2 2 0.879 0.121 0.036 0.722
EUR.IBD_pwy781_pc4 2 2 0.551 0.14 0.42 0.494
EUR.IBD_pwy78_pc1 3 3 0.827 -0.187 0.03 0.777
EUR.IBD_pwy803_pc3 2 2 0.799 0.34 0.097 0.597
EUR.IBD_pwy806_pc1 2 2 0.002 1.496 1 0.004
EUR.IBD_pwy818_pc1 2 2 0.033 1.167 0.997 0.04
EUR.IBD_pwy819_pc5 3 3 0.317 -1.773 0.466 0.237
EUR.IBD_pwy820_pc1 2 2 0.04 1.498 0.996 0.161
EUR.IBD_pwy824_pc2 3 3 0.594 0.5 0.165 0.524
EUR.IBD_pwy831_pc5 2 2 0.02 -0.686 0.999 0.002
EUR.IBD_pwy837_pc4 3 3 0.292 -1.133 0.502 0.271
EUR.IBD_pwy842_pc1 2 2 0.118 0.68 0.966 0.23
EUR.IBD_pwy842_pc3 2 2 0.879 0.15 0.036 0.696
EUR.IBD_pwy843_pc1 2 2 0.118 0.689 0.966 0.23
EUR.IBD_pwy855_pc2 2 2 0.834 0.235 0.067 0.585
EUR.IBD_pwy856_pc3 2 2 0.022 -0.548 0.999 0.041
EUR.IBD_pwy857_pc4 2 2 0.444 -1.583 0.587 0.462
EUR.IBD_pwy860_pc4 2 2 0.003 0.975 1 0.012
EUR.IBD_pwy879_pc5 2 2 0.953 -0.046 0.006 0.864
EUR.IBD_pwy880_pc1 2 2 0.434 0.917 0.604 0.462
EUR.IBD_pwy881_pc4 3 3 0.294 0.552 0.498 0.287
EUR.IBD_pwy882_pc4 3 3 0.294 0.552 0.498 0.287
EUR.IBD_pwy887_pc3 2 2 0.003 0.874 1 0.002
EUR.IBD_pwy889_pc1 2 2 0.045 0.665 0.995 0.059
EUR.IBD_pwy889_pc4 4 4 0.39 0.322 0.251 0.346
EUR.IBD_pwy890_pc1 3 3 0.544 0.367 0.208 0.46
EUR.IBD_pwy890_pc4 4 4 0.496 0.204 0.166 0.502
EUR.IBD_pwy891_pc1 2 2 0.045 0.665 0.995 0.059
EUR.IBD_pwy891_pc4 4 4 0.39 0.322 0.251 0.346
EUR.IBD_pwy893_pc4 2 2 0.982 0.015 0.001 0.966
EUR.IBD_pwy894_pc1 2 2 0.045 0.665 0.995 0.059
EUR.IBD_pwy894_pc4 4 4 0.39 0.322 0.251 0.346
EUR.IBD_pwy895_pc1 2 2 0.045 0.665 0.995 0.059
EUR.IBD_pwy895_pc4 4 4 0.39 0.322 0.251 0.346
EUR.IBD_pwy896_pc1 2 2 0.045 0.665 0.995 0.059
EUR.IBD_pwy896_pc4 4 4 0.39 0.322 0.251 0.346
EUR.IBD_pwy906_pc4 2 2 0.877 -0.093 0.037 0.786
EUR.IBD_pwy915_pc1 2 2 0.364 2.384 0.707 0.503
EUR.IBD_pwy922_pc2 2 2 0.779 0.353 0.116 0.544
EUR.IBD_pwy931_pc5 2 2 0.084 -0.932 0.983 0.282
EUR.IBD_pwy948_pc4 2 2 0.062 0.701 0.991 0.022
EUR.IBD_pwy950_pc5 2 2 0.013 0.969 1 0.004
EUR.IBD_pwy951_pc4 2 2 0.972 -0.028 0.002 0.954
EUR.IBD_pwy953_pc3 2 2 0.636 -1.401 0.293 0.56
EUR.IBD_pwy955_pc5 2 2 0.037 -1.045 0.997 0.141
EUR.IBD_pwy964_pc1 2 2 0.882 0.184 0.034 0.703
EUR.IBD_pwy964_pc4 2 2 0.845 0.202 0.058 0.66
EUR.IBD_pwy969_pc4 2 2 0.926 -0.056 0.014 0.798
EUR.IBD_pwy971_pc4 2 2 0.233 1.175 0.872 0.472
EUR.IBD_pwy979_pc1 2 2 0.946 -0.126 0.007 0.848
EUR.IBD_pwy97_pc4 2 2 0.996 0.003 0 0.991
EUR.IBD_pwy989_pc4 2 2 0.838 -0.086 0.063 0.725
EUR.IBD_pwy98_pc4 2 2 0.704 0.234 0.2 0.525
EUR.IBD_pwy995_pc4 2 2 0.561 -0.331 0.405 0.495
EUR.IBD_pwy998_pc4 2 2 0.989 0.007 0 0.976
EUR.IBD_pwy999_pc4 2 2 0.989 0.012 0 0.978
EUR.UC_pwy1001_pc4 2 2 0.155 -0.864 0.942 0.381
EUR.UC_pwy1038_pc4 2 2 0.06 0.686 0.991 0.189
EUR.UC_pwy1045_pc4 2 2 0.932 -0.088 0.011 0.768
EUR.UC_pwy1059_pc1 2 2 0.38 1.212 0.684 0.474
EUR.UC_pwy1064_pc4 2 2 0.034 0.925 0.997 0.121
EUR.UC_pwy107_pc1 2 2 0.025 1.59 0.998 0.111
EUR.UC_pwy1083_pc4 2 2 0.048 -0.942 0.994 0.176
EUR.UC_pwy1099_pc1 2 2 0.031 1.916 0.998 0.135
EUR.UC_pwy1133_pc2 2 2 0.215 -1.515 0.89 0.396
EUR.UC_pwy1135_pc2 2 2 0.027 -0.477 0.998 0.073
EUR.UC_pwy1141_pc3 2 2 0.011 0.904 1 0.027
EUR.UC_pwy1143_pc2 2 2 0.858 0.235 0.049 0.608
EUR.UC_pwy1145_pc2 2 2 0.794 -0.41 0.101 0.544
EUR.UC_pwy1167_pc5 2 2 0.816 -0.273 0.081 0.615
EUR.UC_pwy1174_pc3 3 3 0.009 1.16 0.983 0.021
EUR.UC_pwy1216_pc2 2 2 0.856 -0.288 0.05 0.681
EUR.UC_pwy131_pc2 2 2 0.134 0.617 0.956 0.15
EUR.UC_pwy13_pc3 2 2 0.181 1.383 0.922 0.317
EUR.UC_pwy14_pc4 2 2 0.113 1.378 0.969 0.08
EUR.UC_pwy157_pc3 2 2 0.216 1.15 0.889 0.419
EUR.UC_pwy15_pc3 2 2 0.176 1.387 0.925 0.294
EUR.UC_pwy175_pc1 2 2 0.086 1.752 0.982 0.266
EUR.UC_pwy175_pc4 3 2 0.419 0.826 0.337 0.325
EUR.UC_pwy17_pc4 2 2 0.112 -1.49 0.969 0.078
EUR.UC_pwy185_pc1 2 2 0.786 0.715 0.109 0.579
EUR.UC_pwy198_pc1 2 2 0.101 1.26 0.975 0.339
EUR.UC_pwy199_pc5 4 4 0.196 -1.426 0.478 0.163
EUR.UC_pwy20_pc1 2 1 0.943 0.106 0.008 0.873
EUR.UC_pwy214_pc4 2 2 0.137 0.917 0.955 0.141
EUR.UC_pwy220_pc4 2 2 0.096 -0.563 0.977 0.089
EUR.UC_pwy221_pc4 2 2 0.093 -0.561 0.979 0.078
EUR.UC_pwy233_pc2 2 2 0.083 -0.536 0.983 0.282
EUR.UC_pwy233_pc4 2 2 0.141 0.704 0.952 0.153
EUR.UC_pwy243_pc4 2 2 0.022 -1.333 0.999 0.096
EUR.UC_pwy244_pc5 2 2 0.918 0.109 0.017 0.813
EUR.UC_pwy255_pc2 2 2 0.049 -0.532 0.994 0.176
EUR.UC_pwy280_pc3 2 2 0.105 -1.738 0.973 0.374
EUR.UC_pwy283_pc4 2 2 0.072 0.749 0.987 0.201
EUR.UC_pwy305_pc3 3 3 0.027 -0.807 0.947 0.071
