LVs	Heritability	SE	zscore	pval	rsq_min_l	lambda_min_l	ncoef_nzero_min_l	rsq_test_l	pval_test_l	rsq_1se_l	lambda_1se_l	ncoef_nzero_1se_l	rsq_min_e	lambda_min_e	ncoef_nzero_min_e	rsq_test_e	pval_test_e	rsq_1se_e	lambda_1se_e	ncoef_nzero_1se_e
52	0.263527	0.194523	1.35473440158747	0.0877510965913593	0.999002958524558	0.000989296411452103	682	0.000107525048211838	0.905343931892455	0.95524924995176	0.0069792905967989	470	0.984504312856633	0.00798761336341832	717	4.50629469884839e-05	0.938639281981571	0.899593140962409	0.0212158022501756	527
118	0.266306	0.271675	0.980237416030183	0.163484469615012	0.999024829070671	0.00102575224674704	677	0.00729457444705413	0.326492111474861	0.956289458741526	0.00723647930740883	447	0.999016760706969	0.00205150449349408	793	0.0122466526564261	0.203036671934583	0.959250269237168	0.0138151403097033	592
79	0.285557	0.289604	0.986025745500753	0.162060239642165	0.990571791966831	0.00254384542864925	557	0.0116023486993957	0.215416561804431	0.858311575066925	0.0107585401382145	321	0.98636814571588	0.00612814164829635	706	0.013907285585171	0.174755858235528	0.816429588843831	0.0247394135651437	398
24	0.287937	0.385355	0.747199335677492	0.227471622519711	0.961857815218551	0.00551095213863102	475	0.0099078133656064	0.252505429919243	0.815248816172799	0.0127310142012607	307	0.93396418209097	0.0145703087947791	572	0.00727647465243784	0.327095227629614	0.737544436780243	0.030669103347692	344
69	0.291911	0.225405	1.29505113018788	0.0976512958959711	0.999041171108874	0.00093103054617832	682	0.078435594312114	0.00104752643136954	0.972583027473549	0.0052052150494601	503	0.999040530743469	0.00186206109235664	813	0.0793246563026704	0.00097811078815162	0.96971852669877	0.010906130564472	623
62	0.303445	0.34606	0.87685661445992	0.19028226195437	0.999063917542172	0.000160280879118576	705	0.00226959999514202	0.584639482009278	0.967821040577168	0.00098346861031109	486	0.999059971738737	0.000320561758237152	885	0.00105579641583864	0.709365412624463	0.960969039002168	0.00215871117124815	632
19	0.307117	0.410874	0.747472461143805	0.227389210008039	0.999029104762659	0.000927884400106034	711	0.0274391658760794	0.0557758882176308	0.974542405473157	0.0049518399569713	496	0.999029262194769	0.00185576880021207	845	0.0178383370233668	0.123929272961377	0.976392073476512	0.00945354237753626	668
17	0.316965	0.283869	1.11658898999186	0.132085050663047	0.999052412201598	0.00220064347060202	672	0.0149923276580099	0.158713296070515	0.979302939528504	0.010700852401548	507	0.999052237400141	0.00440128694120405	822	0.0137554091854196	0.177145129983739	0.982407115058355	0.0195004363356487	681
95	0.322195	0.23316	1.38186224052153	0.0835070019067417	0.999002803458469	0.00203578204641597	689	0.0110695458702257	0.226330013096877	0.991134358572519	0.00621698421076757	584	0.998993670789094	0.00407156409283195	840	0.0101834378060484	0.245978402760052	0.990161746392659	0.0130260211875251	721
7	0.32616	0.380779	0.856559841797998	0.19584409373336	0.999052172386311	0.00249957089759619	690	0.00124001931342411	0.68625916802587	0.98405962176838	0.0105712923934929	526	0.999042578505422	0.00499914179519238	853	0.00152060083234384	0.654629864446675	0.986445063714686	0.0192643358275846	704
103	0.333601	0.295206	1.13006171961274	0.129225109262802	0.428239827898231	0.0484573868476448	138	0.011066393175612	0.22639651610153	0	0.101998154337129	0	0.419591968043472	0.0969147736952895	186	0.0134625406044493	0.181858671222363	0	0.203996308674258	0
116	0.3435	0.368428	0.932339561596839	0.175580534236739	0.994541444135094	0.00190855142640909	588	0.00219929887918498	0.590522778254552	0.952227105215658	0.00582844028137124	443	0.994470392817382	0.00381710285281818	734	0.00203532407813596	0.604730500226177	0.951530474143558	0.0116568805627425	597
55	0.366039	0.267264	1.36957839439655	0.0854092739021149	0.997416275949413	0.00278276463352575	658	0.0357269122277285	0.0287227064136231	0.986610113205368	0.00642854722323588	569	0.999043307955463	0.00333644714187646	890	0.0367224685438239	0.0265475588882728	0.976631928136333	0.0169963221940872	697
115	0.381452	0.334656	1.13983314209218	0.127177911670657	0.999032580504331	0.00289724923590662	729	0.000200425444470439	0.871027193750666	0.978880170490893	0.0140881686916114	531	0.999029957796262	0.00579449847181324	884	0.000862591813175417	0.736215764927107	0.978580856555984	0.0281763373832228	672
122	0.38778	0.335271	1.15661658777526	0.123714521046959	0.981473545764627	0.00297722542584615	534	0.00329018350514744	0.510337007115724	0.87981024299652	0.00790777207347397	379	0.85465547068967	0.0173575401753724	468	0.00161054910034605	0.645235823947235	0.60432653714365	0.0303327943949685	288
104	0.424274	0.231704	1.83110347684977	0.0335425498421779	0.999022940472829	0.00166752524680308	693	0.00297478107556173	0.531370524827414	0.976644653617241	0.00849460373752545	486	0.999013328256991	0.00333505049360616	855	0.00123404586376493	0.686976082779851	0.976340603405008	0.0169892074750509	637
30	0.42927	0.287249	1.49441773513572	0.0675332344697623	0.999045948994607	0.00121665527088906	689	0.0169307832997192	0.134004524252557	0.941161429823643	0.0103385699469405	423	0.999043022548849	0.00243331054177813	860	0.019361771888797	0.108833502583657	0.945286912599187	0.01973733197474	551
57	0.46314	0.31626	1.46442800227661	0.0715385208427382	0.999066593583123	0.00111882798774762	739	0.0104707190872542	0.23939153191897	0.979341610608919	0.00544041473302944	533	0.999062870715527	0.00223765597549525	887	0.0106677408230521	0.23499681563906	0.980871633848414	0.0103862789744771	703
82	0.495073	0.375018	1.32013130036425	0.0933955919984906	0.918979760417561	0.00865770679646643	392	0.00439402939698279	0.446668032806301	0.750442169529291	0.0158499952429379	295	0.946789874015084	0.0137221691532966	571	0.011718020345019	0.213130113506679	0.847822165998494	0.0239798802926289	454
13	0.496384	0.401254	1.23708174871777	0.108028367418586	0.999075273731621	0.00269888790783983	709	0.00197512804145961	0.610128249848615	0.981584547445145	0.0125271279582927	540	0.999073051092307	0.00539777581567966	903	0.0020417896775531	0.604156758273853	0.982893348021225	0.0239155013190233	729
91	0.502983	0.378504	1.32887102910405	0.0919452616568617	0.902600022854846	0.00653144478304378	382	0.000676935317010185	0.765391188745437	0	0.0460780516639079	0	0.871608944306213	0.0150191486567653	445	0.00120106680467303	0.690970816371028	0	0.0921561033278158	0
1	0.504112	0.334786	1.50577383761567	0.0660626208182207	0.999007270252283	0.000583562023656083	697	0.0021621799710232	0.593678109628631	0.993260571265576	0.00154999196021444	606	0.999000215075823	0.00116712404731217	867	0.00207519085607429	0.601211001491133	0.99181799523021	0.00340222852542423	753
72	0.50476	0.460141	1.09696810325531	0.136327667884886	0.995820165031501	0.00479649333756588	603	0.0146283079823261	0.16390173734608	0.971966424522186	0.0127399073433035	507	0.998303061130498	0.00602467521435602	813	0.0153972616432288	0.153157857078879	0.983417161286172	0.0192745454083162	714
5	0.5374	0.396897	1.35400368357534	0.0878676012618932	0.959044155375709	0.00721997318573793	450	0.00306728059405995	0.525045781083548	0.846867536363403	0.0145066083929925	334	0.993175134929629	0.00569541240256775	731	0.0035075139432468	0.49666618474696	0.95435323294175	0.0151275152875407	586
94	0.541087	0.274877	1.96846953364596	0.0245070191106438	0.99903293418628	0.00139381263738561	698	0.0110890080827043	0.225919991082806	0.986498119998375	0.00537109684569259	554	0.999029241283518	0.00278762527477123	834	0.00425231916840289	0.454108357278253	0.987501522651496	0.0102539444097184	711
33	0.544995	0.36926	1.47591128202351	0.0699838551997884	0.996435310371774	0.000894567904474737	601	0.00331188366447902	0.508943292781621	0.90177790514634	0.00500135934126918	369	0.991824839577221	0.00271932734387	705	0.00629992288914259	0.361963859376823	0.881045523018241	0.010977971404709	465
92	0.546726	0.460528	1.18717211548483	0.117579868684668	0.999043479228735	0.00184730222458641	692	0.00562938446929451	0.388905224047905	0.983790609811738	0.00781268975968357	571	0.999037956087588	0.00369460444917282	838	0.00647105172756921	0.355503103929307	0.987539013901551	0.0135901582542602	716
11	0.549909	0.411994	1.33475002063137	0.0909790881216268	0.999068342722201	0.00131392711969566	698	0.00245715020451517	0.569502598827082	0.973512177555781	0.0073459171080985	488	0.998386286507679	0.00347386865031931	824	0.00330080758804822	0.509653845978585	0.964868710000899	0.0168920391631009	610
77	0.591476	0.461635	1.28126333575227	0.100050593190582	0.982012952646606	0.00366788625978528	515	0.101721685730829	0.000172673499709572	0.942955179764041	0.00671493977977654	429	0.965882223958657	0.0101592113829181	619	0.0988037293898291	0.000216659995809665	0.902003281026432	0.0177535104041013	509
75	0.59797	0.251174	2.38070023171188	0.00863988359302015	0.999036744349797	0.00160070515778572	727	0.0126341201784832	0.195992209122407	0.980583608336402	0.00742981517566266	550	0.999030309086084	0.00320141031557144	876	0.0183105300268089	0.119018949783959	0.980390287573514	0.0148596303513253	713
123	0.624483	0.4152	1.50405346820809	0.0662838000530174	0.991997886383159	0.00159308278118136	594	0.00436403963135044	0.448226765016534	0.955506689340572	0.00385546466372072	476	0.999011710988986	0.00109300431136904	881	0.00531109955463081	0.402690603850686	0.98160204080674	0.00484268834846989	739
37	0.632954	0.41519	1.52449240106939	0.0636928768323672	0.991834881594872	0.0064997418003052	582	0.00898371996438482	0.275994266288549	0.954666691918969	0.0157302088318363	477	0.996982993331065	0.007792985684559	777	0.00448248503654601	0.442118834938892	0.970497395354568	0.0249318429789325	636
2	0.667847	0.401923	1.66162921753669	0.0482935706669053	0.99904502168518	0.00306120689552567	731	0.0179038796056719	0.123234608981338	0.970015442299094	0.017929552485956	488	0.999039568140262	0.00612241379105135	917	0.0148897452092707	0.160156422161774	0.966633366342513	0.0375665632478858	688
119	0.682811	0.295628	2.30969664578457	0.0104524773247975	0.999082928054755	0.000973335372780042	696	1.22949689636958e-06	0.989854892417281	0.988254338601789	0.00358029714209641	552	0.999072617519265	0.00194667074556008	877	1.66403193340687e-05	0.962689696927539	0.988079805982059	0.00716059428419282	742
18	0.716064	0.392302	1.82528766103665	0.0339788156019444	0.999016295102275	0.00134640981908496	743	0.000785859253546739	0.747808368140073	0.966764097321992	0.00826144578796006	494	0.999014107241714	0.00269281963816992	877	0.00160362754307985	0.645947292206303	0.959421036992507	0.0181338531053768	631
101	0.75309	0.384002	1.96116166061635	0.0249300838476038	0.202774208752382	0.0700276138994878	53	0.0226921657464029	0.0823225402072355	0	0.101598077499568	0	0.193805577814345	0.140055227798976	69	0.0248813571422945	0.0687196254115199	0	0.203196154999135	0
90	0.767664	0.407791	1.88249372840499	0.0298845053058723	0.999052245318296	0.000685076543470505	703	0.196226783203708	8.33420489181177e-08	0.9830326848268	0.00303531482937992	532	0.999058161886718	0.00137015308694101	834	0.199759396159239	6.18004077900564e-08	0.981137459138052	0.00635968725959344	670
128	0.771297	0.386156	1.99737152860502	0.0228924191658222	0.999065776256566	0.00194848961948986	666	0.00567919250434955	0.386809094949947	0.98906860239743	0.00684152063815424	563	0.999054554792187	0.00389697923897972	838	0.00435924514728656	0.448476740070569	0.988889469074621	0.0136830412763085	705
127	0.859676	0.400507	2.14646935009875	0.0159177757797235	0.998297973371034	0.000726050346035468	652	0.000904574727045494	0.730114742063802	0.983584558116637	0.00232282900994194	542	0.991146025283991	0.00335454093364851	759	0.000398125750311665	0.818999050141528	0.954904311827568	0.00774942463492311	643
109	0.869921	0.411253	2.11529399177635	0.0172024491180971	0.989448671323857	0.00295042789572591	566	1.45740018365181e-06	0.988954631642974	0.822321087314826	0.0130722291257351	294	0.999082408325827	0.00168058489681797	816	0.000842899859560719	0.739134393044253	0.935925257427714	0.0149608202447221	553
36	0.955033	0.443567	2.1530749582363	0.0156563939784333	0.010232872791521	0.0945650493467397	1	0.00480510137620204	0.426111141767944	0	0.0990678353546847	0	0.00922527848866235	0.189130098693479	9	0.0044065586463925	0.446019296413821	0	0.198135670709369	0
