factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
eo_pwy153_pc1 2 2 0.121 -0.06 0.965 0.027
eo_pwy172_pc3 2 2 0.855 -0.017 0.051 0.653
eo_pwy178_pc4 2 2 0.037 0.063 0.997 0.006
eo_pwy181_pc1 2 2 0.208 0.05 0.897 0.063
eo_pwy190_pc4 2 2 0.04 -0.059 0.996 0.084
eo_pwy195_pc5 2 2 0.178 -0.06 0.924 0.256
eo_pwy196_pc4 2 2 0.687 -0.043 0.223 0.525
eo_pwy1_pc1 2 2 0.017 -0.063 0.999 0.004
eo_pwy1_pc4 2 2 0.676 -0.027 0.237 0.587
eo_pwy210_pc5 2 2 0.975 -0.002 0.002 0.941
eo_pwy212_pc1 2 2 0.189 -0.062 0.914 0.063
eo_pwy219_pc1 2 2 0.35 0.061 0.727 0.24
eo_pwy219_pc2 2 2 0.168 -0.078 0.932 0.383
eo_pwy254_pc3 2 1 0.791 -0.04 0.104 0.56
eo_pwy256_pc2 2 2 0.323 0.046 0.764 0.172
eo_pwy267_pc2 3 3 0.89 -0.012 0.012 0.924
eo_pwy292_pc1 2 2 0.076 0.058 0.986 0.013
eo_pwy304_pc1 2 2 0.09 -0.077 0.98 0.013
eo_pwy310_pc1 2 2 0.095 -0.065 0.978 0.013
eo_pwy332_pc1 2 2 0.177 -0.075 0.925 0.063
eo_pwy3_pc1 2 1 0.259 -0.149 0.844 0.482
eo_pwy41_pc2 2 2 0.028 0.08 0.998 0.066
eo_pwy43_pc1 2 2 0.034 0.127 0.997 0.078
eo_pwy52_pc2 2 2 0.056 -0.137 0.992 0.126
eo_pwy63_pc3 2 2 0.135 -0.11 0.955 0.267
eo_pwy88_pc3 3 3 0.737 0.033 0.069 0.752
eo_pwy93_pc2 2 2 0.387 -0.059 0.674 0.334
eo_pwy95_pc1 2 2 0.343 0.037 0.737 0.221
eo_pwy97_pc1 5 5 0.793 -0.016 0.019 0.823
eo_pwy99_pc5 2 2 0.834 0.027 0.067 0.65
