factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
TG_pwy222_pc2 2 2 0.101 -0.123 0.975 0.171
TG_pwy262_pc3 2 2 0.034 0.076 0.997 0.045
TG_pwy263_pc2 2 2 0.269 0.267 0.832 0.373
TG_pwy271_pc2 2 2 0.096 0.133 0.977 0.104
TG_pwy272_pc2 2 2 0.105 0.135 0.973 0.115
TG_pwy313_pc4 2 2 0.783 -0.02 0.112 0.718
TG_pwy339_pc5 2 2 0.189 0.368 0.914 0.265
TG_pwy374_pc2 3 3 0.693 -0.052 0.094 0.729
TG_pwy389_pc5 2 2 0.003 -0.089 1 0.007
TG_pwy390_pc5 2 2 0.043 -0.089 0.996 0.081
TG_pwy448_pc3 2 2 0.715 0.053 0.188 0.627
TG_pwy452_pc4 2 2 0.93 -0.007 0.012 0.885
TG_pwy468_pc1 2 2 0.587 -0.084 0.365 0.65
TG_pwy481_pc1 2 2 0.456 0.23 0.569 0.501
TG_pwy481_pc3 2 2 0.889 0.041 0.03 0.851
TG_pwy524_pc5 2 2 0.72 0.038 0.182 0.598
TG_pwy540_pc2 2 2 0.763 0.06 0.133 0.729
TG_pwy587_pc5 2 2 0.802 0.066 0.094 0.698
TG_pwy597_pc5 2 2 0.098 -0.058 0.976 0.164
TG_pwy619_pc5 3 3 0.439 -0.113 0.314 0.355
TG_pwy657_pc2 2 2 0.493 0.084 0.511 0.554
TG_pwy662_pc3 2 2 0.356 0.113 0.719 0.441
TG_pwy664_pc4 2 2 0.758 0.091 0.138 0.676
TG_pwy692_pc1 2 2 0.239 0.256 0.866 0.323
TG_pwy705_pc4 2 2 0.122 -0.172 0.964 0.158
TG_pwy726_pc2 2 2 0.507 0.135 0.489 0.548
TG_pwy735_pc5 2 2 0.037 -0.076 0.997 0.05
TG_pwy767_pc2 2 2 0.07 0.074 0.988 0.132
TG_pwy772_pc5 2 2 0.245 0.438 0.86 0.357
TG_pwy77_pc2 2 2 0.033 0.092 0.997 0.032
TG_pwy788_pc5 2 2 0.72 0.038 0.182 0.598
TG_pwy80_pc4 2 2 0.071 0.117 0.988 0.056
TG_pwy813_pc3 2 2 0.166 0.089 0.933 0.275
TG_pwy843_pc3 2 2 0.818 0.066 0.079 0.725
TG_pwy862_pc5 2 2 0.868 0.018 0.043 0.802
TG_pwy863_pc3 2 2 0.126 -0.126 0.962 0.217
TG_pwy907_pc2 2 2 0.481 0.222 0.529 0.52
TG_pwy91_pc2 2 2 0.105 0.135 0.973 0.115
TG_pwy923_pc2 3 3 0.693 -0.052 0.094 0.729
TG_pwy924_pc2 2 2 0.757 -0.046 0.139 0.729
TG_pwy925_pc2 3 3 0.693 -0.052 0.094 0.729
TG_pwy928_pc2 3 3 0.693 -0.052 0.094 0.729
TG_pwy929_pc2 3 3 0.693 -0.052 0.094 0.729
TG_pwy930_pc2 3 3 0.693 -0.052 0.094 0.729
TG_pwy935_pc2 2 2 0.72 -0.051 0.181 0.729
TG_pwy936_pc2 2 2 0.707 -0.053 0.198 0.729
TG_pwy937_pc2 2 2 0.739 0.054 0.159 0.729
TG_pwy944_pc2 2 2 0.163 -0.467 0.935 0.216
TG_pwy995_pc5 2 2 0.766 -0.067 0.129 0.684
