factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting pval_in_resampling IVW_estimate IVW_pval IVW_resampling_pval
pwy297_peer3 3 3 0.009 -0.104 0.021 -0.108561655571305 5.22054519945738e-27 0.321
pwy301_peer3 2 2 0.113 -0.203 0.209 -0.202579576736544 1.8890493077328e-57 0.204
pwy305_peer4 2 2 0.177 0.205 0.298 0.216362013103845 1.3157616272976e-51 0.177
pwy310_peer1 2 2 0.907 -0.055 0.808 -0.0886289710826056 0.017521551431138 0.73
pwy311_peer3 2 2 0.941 0.016 0.893 0.0388394812329899 0.00677091753745078 0.757
pwy321_peer3 3 3 0.016 -0.149 0.054 -0.154201064560333 3.49287652778944e-34 0.324
pwy325_peer5 4 4 0.924 -0.006 0.915 -0.0785432930500997 0.151707492316192 0.213
pwy326_peer5 3 3 0.71 -0.036 0.742 0.0806544921619492 7.3216502942117e-15 0.473
pwy34_peer3 2 2 0.976 0.008 0.948 0.0322789533768839 0.130663807593956 0.821
pwy34_peer4 2 2 0.958 0.679 0.916 1.79144904877515 0.0717325747160979 0.8
pwy47_peer3 2 2 0.136 0.102 0.116 0.124111033416429 2.7978935262159e-23 0.282
pwy5_peer1 2 2 0.926 0.015 0.84 0.0277946233630808 0.0386223160287563 0.75
pwy52_peer2 2 2 0.904 0.02 0.805 0.0322359654163739 0.0153566644947422 0.725
pwy58_peer2 2 2 0.016 -0.117 0.027 -0.117840239432474 1.10836554624515e-15 0.495
pwy6_peer4 2 2 0.214 -0.247 0.346 -0.246726916909394 1.22419513344908e-46 0.247
pwy60_peer3 2 2 0.045 -0.13 0.04 -0.138408913802344 6.7137046927982e-19 0.323
pwy7_peer1 3 3 0.619 -0.075 0.638 0.0243558222747591 0.0639114327169508 0.872
pwy85_peer4 2 2 0.849 0.029 0.743 0.0014686821286342 0.91608475972321 0.983
pwy97_peer3 3 3 0.587 0.083 0.549 0.0794575676887561 5.38701324568136e-12 0.566
pwy97_peer4 3 3 0.015 0.165 0.063 0.166113853222235 2.98210022732313e-48 0.255
pwy105_peer4 3 3 0.567 0.059 0.517 0.0327060606441492 0.0107260971019347 0.83
pwy11_peer3 3 3 0.005 -0.146 0.022 -0.149478750120177 1.28427612145001e-27 0.37
pwy11_peer5 2 2 0.039 -24.456 0.073 -24.7393010860474 2.05492749654624e-16 0.46
pwy157_peer5 2 2 0.005 0.109 0.004 0.109786623933753 6.53622911044736e-16 0.399
pwy169_peer3 3 3 0.328 0.086 0.295 0.0468110741343033 6.47075596617343e-05 0.707
pwy172_peer3 2 2 0.018 0.117 0.027 0.119736545933431 2.09728458004907e-20 0.236
pwy178_peer4 2 2 0.765 0.077 0.624 0.0726153364560118 1.72131577625857e-07 0.648
pwy197_peer3 2 2 0.146 0.222 0.28 0.223226906213958 2.20757432317085e-59 0.199
pwy209_peer5 4 4 0.669 -0.044 0.673 -0.000553262736595251 0.995787130903743 0.997
pwy225_peer5 2 2 0.07 -0.224 0.144 -0.226865660051515 3.88518924980405e-43 0.262
pwy235_peer5 3 3 0.784 0.059 0.806 0.0518477069819823 1.14491832701957e-05 0.741
pwy238_peer3 2 2 0.006 -0.141 0.02 -0.140376615914785 3.62816124862938e-21 0.465
pwy253_peer5 2 2 0.486 -0.074 0.473 -0.00612634715509746 0.66185970502029 0.976
pwy258_peer4 3 3 0.393 0.088 0.36 -0.00303182335171255 0.789747918953861 0.971
pwy275_peer5 3 3 0.096 0.158 0.073 0.0540959114694793 3.06905449219016e-06 0.666
pwy297_peer3 2 2 0.005 -0.112 0.007 -0.112316865571778 1.20398349194578e-18 0.467
pwy30_peer3 2 2 0.014 -0.18 0.037 -0.180088384036509 1.51659680721821e-23 0.375
pwy301_peer3 2 2 0.126 -0.201 0.243 -0.201544348115195 3.54733022091534e-60 0.197
pwy305_peer4 2 2 0.225 0.194 0.354 0.208074163037137 2.4888373186106e-48 0.209
pwy311_peer3 2 2 0.967 -0.007 0.926 0.00984593096482131 0.490225901275974 0.915
pwy321_peer3 3 3 0.002 -0.17 0.009 -0.167326281793794 2.70834504705471e-39 0.253
pwy325_peer5 2 2 0.626 0.055 0.607 -0.0259275344173624 0.0133162721982977 0.869
pwy326_peer5 2 2 0.583 -0.064 0.595 0.0185791576288067 0.118321333563318 0.912
pwy40_peer2 2 2 0.587 -0.066 0.593 -0.00112876711827728 0.932490092284912 0.997
pwy44_peer3 2 2 0.061 -0.099 0.062 -0.108117648376715 6.79036277661197e-17 0.377
pwy45_peer5 2 2 0.086 0.112 0.102 0.117471317007823 4.56216867456792e-17 0.067
pwy47_peer3 2 2 0.081 0.095 0.066 0.106878466943095 1.18092616253461e-16 0.365
pwy58_peer2 2 2 0.02 -0.117 0.031 -0.117528916680454 9.58049504545015e-16 0.494
pwy6_peer4 2 2 0.228 -0.247 0.37 -0.246966815602467 3.44829467526578e-47 0.253
pwy60_peer3 2 2 0.032 -0.124 0.052 -0.11965589518417 1.57613001355082e-19 0.245
pwy60_peer5 2 2 0.015 0.212 0.028 0.212533483999426 2.7767650869258e-20 0.395
pwy85_peer4 2 2 0.808 0.039 0.695 0.00514613348257566 0.717526941029325 0.968
pwy97_peer3 3 3 0.047 0.192 0.117 0.192107934852446 1.62622483276845e-65 0.185
pwy97_peer4 3 3 0.006 0.122 0.028 0.121897048567255 5.07017872849059e-27 0.43
pwy115_peer5 3 3 0.02 -0.16 0.013 -0.19183812810522 7.10643219447194e-48 0.095
pwy13_peer5 3 3 0.021 -0.186 0.022 -0.209507502901033 7.16421006907853e-36 0.27
pwy141_peer4 2 2 0.083 0.123 0.131 0.127520669638451 1.18147902841054e-24 0.483
pwy16_peer5 2 2 0.539 -0.068 0.568 0.0319144203628904 0.00914147877424497 0.715
pwy206_peer4 2 2 0.192 0.5 0.289 0.497260483984374 0 0
pwy208_peer2 2 2 0.926 0.014 0.862 0.0018175478525595 0.889429071376674 0.972
pwy235_peer5 2 2 0.219 -0.309 0.327 -0.307403602248667 2.51112873987871e-105 0.144
pwy264_peer2 2 2 0.435 0.135 0.435 0.0177277989860584 0.260775454740339 0.945
pwy264_peer3 2 2 0.096 -20.761 0.155 -21.6084999595112 2.77063402815506e-25 0.449
pwy28_peer2 2 2 0.179 0.161 0.252 0.184423235976181 5.82946292503932e-38 0.238
pwy316_peer5 2 2 0.997 0.001 0.996 0.00440897633948434 0.743013719037716 0.965
pwy320_peer3 2 2 0.503 0.074 0.512 -0.0309183923662125 6.35554885495266e-05 0.96
pwy39_peer3 2 2 0.219 0.144 0.289 0.170219166780905 1.77016137517806e-36 0.244
pwy52_peer3 2 2 0.023 0.11 0.023 0.112905699291418 1.14482498789396e-17 0.177
pwy58_peer4 3 3 0.113 -0.365 0.177 -0.414034528802548 0 0
pwy82_peer5 2 2 0.653 0.212 0.563 0.117190865016526 1.84914846994174e-05 0.701
pwy95_peer2 3 3 0.053 -0.157 0.085 -0.190880168516014 5.66812811715412e-42 0.144
pwy103_peer2 2 2 0.906 -0.016 0.822 4.18533205403752e-05 0.997448869969773 0.999
pwy141_peer2 2 2 0.093 -0.121 0.181 -0.122075709894793 1.72873904961573e-22 0.522
pwy148_peer4 2 2 0.84 -0.029 0.702 -0.00556593236591294 0.680184279054292 0.928
pwy149_peer5 3 3 0.556 0.056 0.506 0.0216241093061895 0.0606506139198168 0.875
pwy179_peer2 2 2 0.959 -0.007 0.907 -0.0170537459713683 0.179716754569037 0.844
pwy28_peer5 2 2 0.825 0.035 0.699 -0.0100755364470706 0.462233326599335 0.928
pwy303_peer2 2 2 0.064 0.123 0.141 0.122872020446943 4.89076523388105e-21 0.434
pwy308_peer2 3 3 0.613 0.048 0.596 0.0392908984015 0.000204295410618101 0.795
pwy310_peer2 3 3 0.649 0.048 0.657 0.0374245948014333 0.0011169592456996 0.824
pwy331_peer4 2 2 0.994 -0.001 0.985 0.0104452412033015 0.443764769754019 0.909
pwy40_peer3 2 2 0.093 0.128 0.202 0.128289273325589 8.02616292464806e-21 0.441
pwy41_peer4 2 2 0.038 -0.119 0.079 -0.117145472545562 7.09592481168959e-18 0.439
pwy6_peer4 3 3 0.788 -0.034 0.807 -0.0320739287464461 0.0144527930275299 0.856
pwy71_peer1 2 2 0.039 0.114 0.085 0.113936736519403 5.48443900066474e-17 0.501
pwy81_peer2 2 2 0.006 0.114 0.008 0.113117626051576 1.88026058616403e-16 0.507
pwy97_peer4 3 3 0.794 0.037 0.808 0.11617874547277 5.75195389055284e-26 0.438
pwy99_peer4 3 3 0.911 0.015 0.89 -0.142262640323255 7.35127306393156e-32 0.372
pwy100_peer1 2 2 0.698 -0.145 0.599 -0.0282288226903547 0.466605938835959 0.756
pwy107_peer1 2 2 0.693 -0.132 0.599 -0.0276370947005894 0.427770911657318 0.731
pwy128_peer1 2 2 0.708 -0.641 0.599 -0.103367060528391 0.555717814633295 0.836
pwy166_peer2 2 2 0.911 -0.054 0.741 0.0455058349994291 0.329970443640055 0.914
pwy183_peer5 2 2 0.034 0.362 0.07 0.364773747498592 3.04041557967837e-15 0.461
pwy203_peer4 2 2 0.045 -0.157 0.137 -0.155618600993908 3.3975490855493e-17 0.356
pwy21_peer1 2 2 0.704 0.139 0.599 0.0241172459857605 0.524109711411099 0.806
pwy23_peer1 2 2 0.703 -0.142 0.599 -0.0250128424824066 0.514724691725953 0.794
pwy243_peer5 2 2 0.062 0.447 0.234 0.444862496867055 3.22832472184007e-17 0.443
pwy245_peer3 2 2 0.976 -0.013 0.896 -0.0069505399489477 0.866678000292301 0.95
pwy252_peer3 2 2 0.057 0.37 0.188 0.365869607102855 3.45658674985251e-16 0.312
pwy260_peer5 2 2 0.864 -0.09 0.647 -0.0583673444185851 0.218698345266695 0.738
pwy321_peer4 3 3 0.016 0.297 0.045 0.291133015252347 1.88438240727223e-29 0.208
pwy45_peer3 2 2 0.622 -0.255 0.531 -0.023374893148954 0.612205039302746 0.981
pwy7_peer1 2 2 0.536 -0.293 0.511 0.00366899541247007 0.947413133645466 0.997
pwy72_peer1 2 2 0.565 0.272 0.556 -0.00701903169816902 0.898837294780022 0.993
pwy72_peer4 2 2 0.605 165.627 0.557 -25.7165542058581 0.457843981139695 0.974
pwy72_peer5 2 2 0.061 -244.333 0.04 -229.476130794967 6.5685819416793e-20 0.207
pwy8_peer5 3 3 0.531 -0.249 0.421 -0.15946631278588 0.00141465052057447 0.71
pwy84_peer3 2 2 0.019 0.212 0.075 0.210648889090051 2.95124252711359e-17 0.354
pwy84_peer4 2 2 0.083 -0.261 0.172 -0.255960835117532 5.05106969753492e-17 0.369
pwy85_peer2 2 2 0.049 0.249 0.143 0.245995683766075 3.50166533138617e-17 0.358
pwy85_peer3 3 3 0.007 0.27 0.013 0.269296746112136 9.84094362818133e-24 0.28
pwy85_peer5 2 2 0.01 0.333 0.045 0.334085839261634 2.8834086326006e-17 0.352
pwy21_peer4 3 3 0.626 -0.331 0.632 -0.249281891057586 0.000184928106269318 0.762
pwy228_peer5 2 2 0.097 1.393 0.225 1.39306318110765 2.46539149947485e-69 0.13
pwy235_peer5 3 3 0.037 -1.195 0.148 -1.19497156835965 1.83130522255281e-73 0.14
pwy252_peer4 2 2 0.436 3.118 0.513 2.75689330511022 6.67318182927298e-136 0.023
pwy297_peer3 2 2 1 0 0.999 1.92681032948786e-05 0.999821230975187 0.999
pwy301_peer4 2 2 0.081 -1.544 0.192 -1.54364873987379 8.50061414021659e-70 0.131
pwy320_peer5 2 2 0.975 0.03 0.926 -0.0619238033878001 0.505548945266113 0.881
pwy324_peer4 2 2 0.786 -0.251 0.682 -0.023844202948215 0.769462725203108 0.971
pwy332_peer3 3 3 0.445 -0.698 0.363 -0.453039653058738 2.16091483486574e-11 0.469
pwy68_peer4 4 5 0 -0.867 0.005 -0.857592542554778 1.75902185721535e-34 0.006
pwy69_peer3 2 2 0.281 -1.124 0.381 -1.29105389843529 4.04499819160698e-45 0.147
pwy77_peer4 3 3 0.739 -0.337 0.715 0.635439892270734 1.24574747949498e-16 0.417
pwy78_peer3 2 2 0.114 0.821 0.138 0.868144967121568 1.96899340969876e-25 0.291
pwy84_peer3 2 2 0.266 -0.615 0.145 -0.175607996146213 0.00763659635743784 0.793
pwy85_peer4 2 2 0.942 -0.096 0.868 -0.0957528055322909 0.271715866639187 0.854
pwy97_peer4 2 2 0.077 1.253 0.179 1.25312044058971 6.530769932534e-70 0.131
pwy99_peer4 2 2 0.077 -1.331 0.179 -1.33075130951051 6.47771454620808e-70 0.131
pwy108_peer5 2 2 0.604 0.264 NA 0.777977090577741 0.0217837562423418 NA
pwy110_peer5 2 2 0.559 -0.261 NA -0.641130917412486 0.0217837526017106 NA
pwy148_peer5 3 3 0.529 0.364 0.5 1.63865438149543 0.0217837854126043 0.25
pwy162_peer4 3 3 0.431 0.177 0.25 0.547016872269489 0.453254944304085 0.25
pwy163_peer4 3 3 0.556 0.291 0.5 1.47615331072703 0.0217837918478821 0.25
pwy179_peer4 3 3 0.785 0.125 0.5 0.532696863160075 0.122111964842962 0.5
pwy183_peer4 3 3 0.499 -0.153 0.5 -0.610997051853147 0.453255041681628 0.25
pwy232_peer3 2 2 0.509 -0.272 NA -0.559104917189009 0.453254912435186 NA
pwy313_peer3 3 3 0.5 -0.177 0.5 -0.708023181974149 0.453255053456539 0.25
pwy58_peer3 3 3 0.555 -0.335 0.5 -1.69344200406821 0.0217837937322932 0.25
pwy86_peer5 2 2 0.248 -0.636 NA -0.765505470742553 0.0219811549663846 NA
pwy103_peer5 2 2 0.768 -0.266 0.604 -0.0868851789544016 0.337607604973217 0.736
pwy110_peer5 2 2 0.045 0.881 0.088 0.875060468673341 5.78471868840837e-21 0.22
pwy168_peer3 2 2 0.01 0.802 0 0.802604792834679 3.45357605389019e-18 0.396
pwy17_peer4 2 2 0.062 -0.871 0.055 -0.898433707381182 1.21715472001486e-17 0.363
pwy188_peer5 2 2 0.734 -0.622 0.495 -0.634945607577329 1.26971037339428e-14 0.495
pwy279_peer4 2 2 0.054 0.779 0.088 0.783577500271864 4.50050863159532e-18 0.396
pwy140_peer4 2 2 0.136 -0.14 0.231 -0.142769090516459 4.25596726644083e-27 0.517
pwy156_peer2 2 2 0.016 0.154 0.027 0.15394294332253 7.67703807333098e-28 0.548
pwy174_peer2 2 2 0.911 0.026 0.859 0.06366807024841 7.42226648913757e-05 0.682
pwy184_peer3 2 2 1 0 1 0.0300900280083652 0.0575293383402076 0.826
pwy185_peer4 3 3 0.228 0.141 0.199 -0.0320412436643588 0.00876274260332893 0.806
pwy198_peer2 2 2 0.134 -0.12 0.217 -0.131197249841858 2.97950377677178e-18 0.6
pwy207_peer3 2 2 0.15 -0.108 0.231 -0.119533524885196 4.68622283764759e-18 0.596
pwy244_peer2 2 2 0.968 0.005 0.939 0.0336218366694016 0.0154133233915784 0.843
pwy295_peer5 2 2 0.158 -0.095 0.203 -0.104123620564278 5.01747513938566e-18 0.518
pwy3_peer4 2 2 0.168 -0.255 0.281 -0.238923103901122 1.42543575476121e-37 0.34
pwy321_peer3 3 3 0.076 -0.263 0.156 -0.277501809750583 2.40556176658769e-83 0.194
pwy326_peer3 3 3 0.009 -0.154 0.029 -0.150989754412873 1.57561519264689e-34 0.413
pwy326_peer5 3 3 0.991 0.002 0.99 -0.101580300705798 1.21568243405855e-15 0.519
pwy33_peer3 3 3 0.588 -0.054 0.563 -0.0455307546391532 0.000327577153075026 0.812
pwy331_peer3 2 2 0.027 -0.123 0.051 -0.125198079838928 3.08983742288363e-16 0.572
pwy49_peer4 4 4 0.118 0.209 0.122 0.0372935209282738 0.794533191805907 0.861
pwy97_peer4 2 2 0.057 -0.154 0.1 -0.153694797575373 1.50040271620182e-29 0.513
pwy99_peer4 2 2 0.057 0.164 0.1 0.163216057738347 1.49667615701511e-29 0.513
pwy100_peer2 2 2 0.049 0.181 0.096 0.18654300289839 1.03069623117225e-29 0.418
pwy13_peer1 2 2 0.959 -0.008 0.931 -0.00770772753666228 0.573397814289159 0.951
pwy133_peer5 2 2 0.564 -0.212 0.593 -0.0284016418750276 0.0722517056790901 0.947
pwy134_peer1 2 2 0.516 0.085 0.453 -0.0241891022353725 0.0990975213635371 0.955
pwy14_peer1 3 3 0.406 0.338 0.362 0.0982464754464154 3.98167257070675e-15 0.565
pwy15_peer1 2 2 0.407 -0.524 0.394 -0.231444884453405 4.90917548128497e-53 0.245
pwy171_peer5 2 2 0.108 0.187 0.099 0.159577696842596 3.73108022257935e-33 0.333
pwy175_peer1 2 2 0.374 0.498 0.362 0.244012351471252 1.32664091596408e-64 0.185
pwy175_peer5 2 2 0.865 -0.039 0.823 -0.0189492751118684 0.337504714377215 0.895
pwy179_peer4 2 2 0.023 0.127 0.031 0.12861342189866 9.45343448236307e-19 0.437
pwy183_peer4 2 2 0.244 -0.234 0.303 -0.236638023041456 8.04227765641203e-51 0.27
pwy194_peer1 3 3 0.395 0.331 0.353 0.0975692583378266 4.28995578868188e-16 0.563
pwy195_peer4 2 2 0.052 -0.155 0.056 -0.136244155014111 1.11721743168701e-17 0.374
pwy198_peer1 2 2 0.12 -0.187 0.206 -0.177538584893476 6.95407287352978e-25 0.541
pwy209_peer1 2 2 0.48 0.439 0.461 0.247627064046642 6.33282034940359e-57 0.143
pwy210_peer1 2 2 0.493 1.038 0.469 0.567003887367074 1.88751862731436e-52 0.155
pwy215_peer3 3 3 0.594 0.068 0.575 0.0690765124892426 4.82228962246029e-10 0.687
pwy218_peer1 2 2 0.484 0.417 0.466 0.232449657369101 2.20438279927652e-55 0.146
pwy223_peer1 2 2 0.483 1.163 0.464 0.650724042079196 7.74930510109948e-56 0.144
pwy226_peer1 2 2 0.496 0.431 0.47 0.23349675020384 1.74100872439059e-51 0.159
pwy236_peer1 2 2 0.481 -1.141 0.461 -0.641535398410744 1.64041856744838e-56 0.144
pwy242_peer1 2 2 0.472 -0.435 0.457 -0.249834349271811 1.18426164575545e-59 0.136
pwy278_peer3 2 2 0.927 -0.031 0.879 0.0686941535917954 3.01723778633704e-05 0.694
pwy298_peer5 2 2 0.011 -0.116 0.009 -0.115368517981611 3.42084169764432e-20 0.537
pwy328_peer1 2 2 0.123 -0.15 0.21 -0.14253041612156 7.86230042065229e-25 0.542
pwy329_peer1 3 3 0.384 0.333 0.348 0.104157190048662 6.32722192269861e-18 0.529
pwy35_peer1 2 2 0.414 0.494 0.404 0.212924016315734 1.24514406590427e-50 0.254
pwy46_peer1 2 2 0.466 0.419 0.455 0.243715519560025 1.17830184883869e-61 0.13
pwy57_peer1 2 2 0.411 -0.457 0.4 -0.198892698126671 1.53496045253788e-51 0.25
pwy58_peer1 2 2 0.386 0.503 0.372 0.237844799261863 2.85218860532162e-60 0.205
pwy61_peer1 2 2 0.39 0.507 0.378 0.236407748424513 7.49754959441282e-59 0.214
pwy67_peer1 2 2 0.385 -0.496 0.371 -0.234742926030236 1.66136713245651e-60 0.204
pwy71_peer3 2 2 0.002 0.13 0.003 0.13005097639997 3.70647739855107e-17 0.625
pwy74_peer1 2 2 0.503 -0.432 0.474 -0.230161120287016 3.09807478100647e-49 0.17
pwy83_peer4 2 2 0.028 0.101 0.052 0.101215639510691 5.54431737959607e-17 0.629
pwy87_peer1 2 2 0.479 0.411 0.461 0.232259457068197 4.06508580196349e-57 0.142
pwy105_peer1 2 2 0.903 -0.046 0.811 -0.0306319228389613 0.31209862337604 0.886
pwy12_peer1 2 2 0.961 0.016 0.92 0.0111753176225757 0.69768287095646 0.955
pwy147_peer1 3 3 0.766 0.062 0.82 0.0605316785904202 0.00847770677949516 0.89
pwy148_peer1 3 3 0.771 -0.072 0.83 -0.0627291900854677 0.00653299956875767 0.882
pwy152_peer2 2 2 0.915 -0.03 0.832 -0.019119186521889 0.421616208253762 0.907
pwy17_peer1 2 2 0.097 0.283 0.198 0.281275958653106 4.31944209566309e-24 0.452
pwy21_peer1 2 2 0.06 -0.294 0.137 -0.292481519109094 2.0283590159278e-24 0.443
pwy217_peer1 2 2 0.892 -0.102 0.794 -0.0713936918002906 0.237920665343999 0.873
pwy22_peer1 2 2 0.129 -0.262 0.244 -0.259167044363241 1.0828594106706e-23 0.457
pwy23_peer1 2 2 0.058 0.288 0.134 0.286776356643246 1.96734991323347e-24 0.443
pwy243_peer1 2 2 0.105 0.297 0.206 0.29417781215744 1.266560621692e-22 0.483
pwy249_peer1 3 3 0.499 0.249 0.43 0.225958422421664 1.46416134094194e-14 0.534
pwy260_peer1 2 2 0.887 -0.049 0.78 -0.0345091081469125 0.212036199858437 0.866
pwy264_peer4 3 3 0.581 -27.802 0.52 -24.2413201878141 3.11608718711947e-06 0.704
pwy29_peer1 2 2 0.104 -0.262 0.199 -0.254852206660485 3.1323230566238e-24 0.429
pwy30_peer1 2 2 0.039 -0.275 0.084 -0.273923823244697 1.54416599408221e-24 0.442
pwy308_peer1 2 2 0.891 0.066 0.793 0.0460528752953695 0.236492964923812 0.873
pwy309_peer1 2 2 0.875 -0.054 0.765 -0.0398836993349142 0.151534991324329 0.853
pwy312_peer1 2 2 0.882 0.094 0.778 0.0677696474901349 0.183736308834251 0.862
pwy321_peer3 2 2 0.114 0.332 0.214 0.36420157767234 9.41225213375573e-32 0.213
pwy327_peer3 2 2 0.203 0.386 0.354 0.360866099488664 1.75878707863352e-36 0.087
pwy33_peer1 2 2 0.021 -0.285 0.051 -0.284406362417057 1.33957519537298e-24 0.439
pwy34_peer1 2 2 0.029 -0.252 0.067 -0.252185204326266 6.15733810451804e-18 0.549
pwy39_peer1 2 2 0.129 -0.297 0.273 -0.297610856835195 5.0747224928552e-27 0.427
pwy49_peer2 2 2 0.963 0.016 0.916 0.0394088758954481 0.165402853977435 0.792
pwy5_peer5 2 2 0.051 0.305 0.085 0.315667633736885 9.9076780129685e-27 0.346
pwy51_peer5 2 2 0.011 0.294 0.011 0.300927943823926 9.34946904971492e-18 0.172
pwy68_peer1 2 2 0.07 0.279 0.157 0.277860625450294 2.38925891821241e-24 0.444
pwy72_peer1 3 3 0.295 -0.258 0.257 -0.200030997946494 1.80658553825025e-14 0.453
pwy78_peer1 2 2 0.069 -0.256 0.129 -0.251224308530421 1.41986619412382e-24 0.421
pwy85_peer1 2 2 0.069 0.262 0.129 0.25689226390946 1.42222067687461e-24 0.421
pwy105_peer4 2 2 0.813 -0.087 0.679 -0.0908265832480737 2.93845765114745e-09 0.65
pwy15_peer4 2 2 0.086 0.212 0.173 0.219447100171359 3.58790191941116e-54 0.156
pwy159_peer5 3 3 0.011 -0.21 0.054 -0.209555722849244 1.89725451250911e-79 0.129
pwy165_peer4 2 2 0.183 -0.164 0.312 -0.179834144362269 1.93346818687988e-42 0.196
pwy197_peer3 2 2 0.088 0.194 0.167 0.194193492403634 9.68097763312321e-51 0.229
pwy219_peer3 2 2 0.735 -0.049 0.65 0.0100438650461226 0.456697152634508 0.926
pwy235_peer5 3 3 0.961 -0.011 0.968 -0.0198003007064899 0.0940148919106752 0.925
pwy242_peer3 2 2 0.773 0.067 0.641 0.061541646669513 2.17000168686486e-06 0.671
pwy248_peer4 2 2 0.085 0.141 0.158 0.136490776048376 1.18052686239573e-20 0.456
pwy251_peer5 2 2 0.997 -0.001 0.992 0.010959789871535 0.422714675946379 0.882
pwy284_peer3 2 2 0.113 0.191 0.218 0.197344027975154 1.52614137530295e-47 0.211
pwy297_peer3 2 2 0.031 -0.16 0.045 -0.162882845005432 2.33523965686234e-37 0.24
pwy301_peer3 2 2 0.085 -0.18 0.156 -0.180169184200584 8.11281152247262e-51 0.228
pwy305_peer4 2 2 0.143 0.186 0.258 0.194280607896773 9.97163963369264e-47 0.209
pwy311_peer3 2 2 0.832 0.068 0.706 0.100885337661393 1.61371101479555e-12 0.614
pwy321_peer3 4 4 0.363 -0.076 0.375 -0.0848454671389157 0.221074141808387 0.298
pwy40_peer4 2 2 0.128 -0.195 0.241 -0.193929971914551 6.33443146244488e-46 0.252
pwy47_peer3 2 2 0.099 0.104 0.082 0.120661686230417 3.1328120811364e-21 0.288
pwy72_peer4 2 2 0.016 -145.74 0.012 -139.394026661712 1.20859452442981e-34 0.148
pwy73_peer5 2 2 0.6 -0.068 0.596 -0.009259036911947 0.520043444062578 0.918
pwy8_peer2 2 2 0.711 -0.059 0.637 0.00188029105703433 0.893662590512291 0.991
pwy85_peer4 3 3 0.889 0.016 0.908 -0.0186779743746737 0.0947963233727898 0.924
pwy96_peer3 2 2 0.158 -0.18 0.274 -0.178692631881939 5.7577442053291e-45 0.26
pwy97_peer3 2 2 0.145 0.185 0.259 0.184490963068615 2.61765758866249e-45 0.258
pwy97_peer4 3 3 0.058 0.242 0.154 0.246460168307057 6.72421250690762e-105 0.091
pwy102_peer5 2 2 0.652 0.091 0.525 0.000421389288069226 0.980244749172081 0.998
pwy108_peer2 2 2 0.039 0.137 0.09 0.134215190224093 4.46140193070231e-21 0.149
pwy116_peer3 2 2 0.564 -0.106 0.51 -0.0141149982136707 0.403650285932144 0.976
pwy127_peer4 2 2 0.901 -0.025 0.637 -0.0165511316128776 0.345760442820049 0.71
pwy132_peer3 2 2 0.672 -0.078 0.514 -0.0265753057489652 0.121444893659398 0.695
pwy140_peer4 2 2 0.929 0.023 0.91 -0.0607774653383416 0.000119586440882134 0.557
pwy148_peer3 3 3 0.046 -0.188 0.226 -0.189455760857495 6.11906604575912e-44 0.08
pwy164_peer4 3 3 0.64 -0.079 0.569 -0.104769181951773 8.50456031976297e-14 0.333
pwy17_peer5 2 2 0.927 -0.028 0.848 0.0706104656586637 0.000306602561437127 0.573
pwy182_peer2 2 2 0.177 -0.186 0.451 -0.187630521414057 8.336422521779e-44 0.043
pwy185_peer4 2 2 0.746 -0.073 0.525 0.0267124078291282 0.113761172252637 0.93
pwy226_peer3 3 3 0.242 0.13 0.252 0.0599699082267329 1.20190964877611e-05 0.559
pwy263_peer2 2 2 0.934 -0.018 0.849 0.0522318014220948 0.00017129504533033 0.573
pwy279_peer3 2 2 0.169 0.177 0.437 0.17889013571459 1.74432242121922e-36 0.079
pwy28_peer2 2 2 0.689 0.069 0.514 0.0205101222202278 0.192948887545521 0.781
pwy283_peer3 2 2 0.084 0.171 0.029 0.146749069338284 1.67332145714343e-18 0.106
pwy285_peer3 3 3 0.024 -0.195 0.036 -0.206345877845805 4.63167935525764e-53 0.014
pwy287_peer3 2 2 0.249 -0.198 0.478 -0.199938053956846 8.56532295276233e-39 0.089
pwy307_peer4 2 2 0.041 -0.132 0.133 -0.130352011709619 6.35943645585602e-16 0.344
pwy309_peer3 2 2 0.703 -0.07 0.514 -0.0180219852106414 0.27225126764641 0.852
pwy48_peer3 2 2 0.088 2957.734 0.344 2901.36614367736 6.74208418063855e-21 0.252
pwy62_peer3 2 2 0.068 0.164 0.108 0.167758949109057 7.95874075215057e-24 0.084
pwy83_peer2 2 2 0.045 -0.139 0.054 -0.142324334988954 1.59575483023599e-24 0.087
pwy87_peer4 2 2 0.147 0.207 0.406 0.208381473466819 4.09165574032899e-37 0.065
pwy9_peer3 2 2 0.047 0.16 0.187 0.155381496702429 1.57792920664082e-24 0.1
pwy93_peer2 2 2 0.008 -0.138 0.016 -0.138626433066361 1.18115905376631e-24 0.09
