factors	hsq	SE	zscore	pval	qvalues
pwy181_pc2	0.731413	0.681543	1.07317219896617	0.283193861848618	0.794529478135656
pwy181_pc3	1e-06	0.876188	1.14130757326053e-06	0.999999089368308	0.999999225989033
pwy181_pc4	0.999999	0.632918	1.5799819249887	0.114111005885732	0.726367484530263
pwy181_pc5	0.999999	0.714665	1.39925559527891	0.161736350309525	0.726367484530263
pwy182_pc1	0.999999	0.713264	1.40200402655959	0.16091404429933	0.726367484530263
pwy182_pc2	0.539775	0.682494	0.790886073723725	0.42901047571552	0.940122686675789
pwy182_pc3	0.287609	0.723599	0.397470145757526	0.691020797457471	0.999999225989033
pwy182_pc4	0.283371	0.754656	0.375496915150744	0.707290940240143	0.999999225989033
pwy182_pc5	0.999999	0.554887	1.80216692768077	0.0715191463488414	0.726367484530263
pwy183_pc1	0.509677	0.61787	0.824893586029424	0.409432008080568	0.918257165708971
pwy183_pc2	0.999999	0.748786	1.33549371916676	0.18171480957717	0.726367484530263
pwy183_pc3	0.038731	0.687379	0.0563459168813711	0.955066240529999	0.999999225989033
pwy183_pc4	0.999999	0.727193	1.37514937575032	0.169085139311455	0.726367484530263
pwy183_pc5	0.999999	0.785011	1.27386622607836	0.202710829675647	0.728775171124779
pwy184_pc1	0.762896	0.620352	1.22977922211905	0.218779790954914	0.741116541859771
pwy184_pc2	0.245421	0.884758	0.277387715058807	0.781482413634864	0.999999225989033
pwy184_pc3	1e-06	0.77971	1.28252811942902e-06	0.999998976690615	0.999999225989033
pwy184_pc4	0.999999	0.648629	1.54171182602073	0.123143636866753	0.726367484530263
pwy184_pc5	0.618049	0.675924	0.914376468360348	0.360519062281165	0.874931336222648
pwy185_pc1	0.999999	0.605732	1.65089346443642	0.0987603305782861	0.726367484530263
pwy185_pc2	1e-06	0.793178	1.26075105461826e-06	0.999998994066199	0.999999225989033
pwy185_pc3	1e-06	0.674987	1.48151001426694e-06	0.999998817926033	0.999999225989033
pwy185_pc4	0.999999	0.673405	1.48498897394584	0.137546744929544	0.726367484530263
pwy185_pc5	0.322341	0.654728	0.492328111826591	0.622487410109239	0.999999225989033
pwy186_pc1	0.999999	0.52646	1.89947764312578	0.0575017034010086	0.726367484530263
pwy186_pc2	1e-06	0.795647	1.25683877397891e-06	0.999998997187747	0.999999225989033
pwy186_pc3	1e-06	0.704076	1.4203012174822e-06	0.999998866763587	0.999999225989033
pwy186_pc4	0.999999	0.641606	1.55858735735015	0.119094077249726	0.726367484530263
pwy186_pc5	0.999999	0.656814	1.52249952041217	0.127883965486854	0.726367484530263
pwy187_pc1	0.770216	0.610546	1.26152001650981	0.207121552917009	0.728960270655968
pwy187_pc2	1e-06	0.772509	1.29448330051818e-06	0.99999896715176	0.999999225989033
