Category LV114-Enrichment LV114-Enrichment_p LV113-Enrichment LV113-Enrichment_p LV25-Enrichment LV25-Enrichment_p LV46-Enrichment LV46-Enrichment_p LV51-Enrichment LV51-Enrichment_p LV5-Enrichment LV5-Enrichment_p LV21-Enrichment LV21-Enrichment_p
H3K27ac_Hnisz.extend.500.bedL2_0 1.29296085568504 0.00127214450223571 1.45464821117814 8.43163522841697e-05 1.2551390979929 0.00571741325407358 1.33216045023777 0.00156344256205472 1.42657618407118 4.79850412710399e-05 1.37948117027805 1.42190448123375e-05 1.39057755105297 0.0006426590510013
H3K27ac_PGC2.bedL2_0 1.26249441949356 0.191821399376384 1.06841461540169 0.739143637399285 1.37571521000112 0.114910151101307 1.12946637110015 0.60109447025225 1.5306747968543 0.0132518133146062 1.43588429170938 0.021654303546077 1.21718689443115 0.277358516051709
H3K27ac_PGC2.extend.500.bedL2_0 1.29474295110524 0.00972651886480668 1.25030369905534 0.0450199854868931 1.34560713258353 0.0226339070116032 1.28304829410076 0.0377871779055093 1.42995083961396 0.00438310234974746 1.23718922105592 0.036343886321631 1.08047235795037 0.51982988640201
H3K4me1_peaks_Trynka.bedL2_0 1.57479516476653 0.240688372483147 0.399544560993672 0.19063590180428 1.04013727017382 0.945610536811904 0.327299954540624 0.232535468996824 0.340478014830261 0.285325332241979 1.2576430171956 0.605015592787805 1.48592748710574 0.419590140792743
H3K4me1_Trynka.bedL2_0 1.47483661391341 0.00234936360727739 1.13528929967178 0.448494935064875 1.49401894264623 0.0134456560042388 1.28403854957659 0.109478154045252 1.50368781256285 0.00357311589997031 1.27263525958745 0.0703306235487011 1.15085995275253 0.503045108393314
H3K4me1_Trynka.extend.500.bedL2_0 1.58344728430077 4.53128754801869e-16 1.62779387319642 2.24924353948619e-15 1.65677063873968 5.01278826376157e-21 1.54328834140127 7.40665857377392e-07 1.64352931580349 2.25083766590928e-13 1.54676943596698 3.0595598896584e-20 1.46139091518948 1.90352064683125e-08
H3K4me3_peaks_Trynka.bedL2_0 1.18200919534497 0.876952763003807 0.0334401227270092 0.42169534944515 -0.268262199083273 0.482356444710023 -1.57864235892206 0.225134193583353 0.213832587114662 0.522068636394178 0.368944003642095 0.613252038084649 -0.612057203391138 0.195521876875101
H3K4me3_Trynka.bedL2_0 1.38019247385165 0.344200301581763 0.906734779719998 0.84510354779048 1.34463376023528 0.484450541400951 0.863018230725858 0.735699740476907 1.28094512307459 0.422474277037809 1.35379111858099 0.366251142025164 1.23883626686184 0.524038107989077
H3K4me3_Trynka.extend.500.bedL2_0 1.53128339164628 0.00846977258773052 1.58480627106809 0.00418476618076236 1.38029758497306 0.100624730428616 1.23077091390357 0.455516636276293 1.71621924715527 0.000355169515615842 1.24004848224254 0.196341148068219 1.46183762290842 0.024027696917515
H3K9ac_peaks_Trynka.bedL2_0 0.555326082673789 0.741134272187018 0.110490423032732 0.600048346917377 0.570407365502058 0.744911724051118 -0.341098967030827 0.388984674924559 3.58757857236293 0.113405128065313 1.70743736681393 0.668594258497906 -1.59271744816975 0.191048608742707
H3K9ac_Trynka.bedL2_0 1.076449086471 0.844011874978252 0.700129030345577 0.530327387390602 0.888451591269503 0.815710401979849 0.680076042339341 0.468775763297631 1.15267836004536 0.742622426975873 0.899282710339881 0.798592979200966 0.459656645173522 0.225035415748426
H3K9ac_Trynka.extend.500.bedL2_0 1.75221035450691 9.71687598220229e-06 1.47500874174724 0.0089042983368459 1.57292674276843 0.0269794164812401 1.50941779873336 0.005747048047997 1.49298197016546 0.033370462468929 1.57324628647803 0.0011497391878402 1.49343099544227 0.0315878928243121
Intron_UCSC.bedL2_0 1.04926607975593 0.422226777947734 0.903477534674672 0.189931640898731 0.845809392508099 0.0443961309216096 0.958608669026522 0.664725134409412 0.884775976673884 0.135600986430053 0.933368734203185 0.276870040508683 1.10059661704015 0.227340480964005
Intron_UCSC.extend.500.bedL2_0 0.849510339747539 0.00167027982050565 0.7945869433951 9.26851159055924e-05 0.818886358121834 0.000164083803742455 0.930285281774064 0.331297847297625 0.802000973358843 0.00257278599496713 0.848444352472898 0.0018755037706131 0.824979686562216 0.00255571845670164
PromoterFlanking_Hoffman.bedL2_0 -6.2178858854211 0.00963518156820442 -2.35317195802184 0.298273156514982 -5.97697119936841 0.0534933731396421 -4.22103602769586 0.105024558638409 -5.6327184877569 0.0308318129193283 -6.48105629689212 0.0218098097159182 -9.59954272857695 0.0491795737791121
PromoterFlanking_Hoffman.extend.500.bedL2_0 0.841094161401584 0.882742260861131 -0.227636256274989 0.236988281472404 0.532697943826061 0.649023295616568 -0.384789580397004 0.176069519958356 -0.0166477021857021 0.22589399445732 0.838808472947987 0.847194400668683 -1.27554165842448 0.0197482108638279
Promoter_UCSC.bedL2_0 0.460874573033372 0.61703192814145 0.541463628445704 0.740275448565631 1.27719308261228 0.816956822270188 -6.14827505812078 0.20046879907573 0.639788802546303 0.657952283934833 1.3526249453569 0.622348115605532 1.12226302806275 0.917296890717599
Promoter_UCSC.extend.500.bedL2_0 0.711812969821886 0.584318901625089 0.991453084248283 0.988402255341714 1.54099008082823 0.3602851344304 -1.2774004806388 0.159771478113701 2.21000496342967 0.00861679797864259 1.33094230488465 0.529336447302555 1.64422722647737 0.277903429163905
Repressed_Hoffman.bedL2_0 1.29335012222892 0.172269413764641 1.37905567983793 0.0174815559117514 1.33055534955932 0.0519090853139273 1.48062442553704 0.019949541255594 1.19950212188807 0.198029053427377 1.23681997218355 0.178740067556417 1.03255582318059 0.814248813714813
Repressed_Hoffman.extend.500.bedL2_0 0.934853646929883 0.10829487752495 1.0089201528804 0.8117052734653 1.01739262765252 0.674330782248634 0.961643077090648 0.41640765405021 0.915395398341707 0.0162346327362451 0.960090360558504 0.205497678532726 1.06617713284948 0.105484616926513
SuperEnhancer_Hnisz.bedL2_0 1.63077284023875 2.12103095057551e-09 1.47052369557748 6.09468066316829e-06 1.45929302624244 0.000300435958371699 1.67564666404318 1.19647152868817e-08 1.48768895547767 5.75732245856135e-05 1.53261092807699 8.20691980823711e-07 1.5305719013713 0.00092092510262026
SuperEnhancer_Hnisz.extend.500.bedL2_0 1.46744169024476 1.04416058828545e-06 1.30597623624688 0.0028671836155384 1.50579103746927 1.42982828781103e-06 1.45275224830274 0.00167943783776802 1.48812116491095 1.00013351199213e-05 1.49231958666199 6.24165651882089e-07 1.47448165657833 0.000406377464428717
TFBS_ENCODE.bedL2_0 2.24441583111707 0.0519719276117531 2.49608706887909 0.0148723016850054 2.27232254975698 0.100424025256232 1.82329150321996 0.297953957070987 1.97105591198156 0.123716306133711 2.02875704698784 0.136640925197264 2.39020366455461 0.0699164699759065
TFBS_ENCODE.extend.500.bedL2_0 2.02415297504853 3.95720245829263e-07 1.8504292451378 2.03955137839125e-05 1.9569162483332 1.57542166770428e-05 1.71192395783451 0.00335980130319458 2.13785387404399 1.60441836093131e-08 1.81612448214114 1.34498681342272e-05 2.03340576423551 1.15005262401598e-05
Transcribed_Hoffman.bedL2_0 0.0966531824392683 0.000390356832058528 0.176606915194778 1.09229196940879e-06 0.173880093507386 0.000101311834874188 0.227037992419688 0.0006446949545833 0.294291463060213 0.000144807476736283 0.269850978333548 0.000254546926351701 0.558643760375576 0.0134467345271849
Transcribed_Hoffman.extend.500.bedL2_0 0.961899101749626 0.416140112597589 0.889596174424411 0.0228356133249599 0.950995474933653 0.331915759816028 0.970466250304706 0.604397426892543 0.986191734792503 0.811650556555409 0.993291949572751 0.879188526430012 0.871527063774107 0.0343897811206872
TSS_Hoffman.bedL2_0 -1.69905674730066 0.1015806327515 -2.95313545087777 0.0987072324094281 -0.470418191282676 0.320607451681503 -1.73037222578168 0.180921039889957 0.949186348153597 0.969777585816087 -0.574793980733521 0.361876129845775 1.38571984300086 0.829224149600947
TSS_Hoffman.extend.500.bedL2_0 1.56770494010051 0.456207766639233 1.69797616619992 0.360202020324574 1.60650622953879 0.472650418817763 0.894741229245317 0.911643091986121 2.63167363028906 0.0339113308868901 1.98476757923737 0.176110037591538 0.909233191157956 0.907173909788458
UTR_3_UCSC.bedL2_0 -1.84259572591444 0.0991575908193485 -0.0162609792437263 0.498568446502827 1.06600243835151 0.966640280477859 0.424913866308297 0.775630785929518 1.05001793166917 0.975054634894195 1.38222453598083 0.76954378110967 -1.82046920270756 0.0829843073715491
UTR_3_UCSC.extend.500.bedL2_0 0.219039817598371 0.236955540513902 0.498278345356153 0.527983076308851 0.608591078817273 0.64377376120768 -2.17876502827719 0.190411664400398 0.628700806865681 0.599013474449833 1.34088499240316 0.581378419867711 1.23087591366626 0.7386375027785
UTR_5_UCSC.bedL2_0 -4.17300173976428 0.170120224229278 0.135448160282787 0.692403057597338 -0.476531299427365 0.612877330181166 -0.785670084909832 0.658269937169677 0.324033618767861 0.822350477210925 -0.147604294032058 0.613777271953604 -2.11058830883273 0.319509262431803
UTR_5_UCSC.extend.500.bedL2_0 -0.887596417450689 0.0926358162176455 -0.371174040691687 0.0433400864948483 -0.527586009245114 0.0320150565082334 -0.572688798131777 0.124100096765873 0.4510289613394 0.477780023042708 0.418764912794898 0.470448207362903 0.251887999957674 0.329358125333099
WeakEnhancer_Hoffman.bedL2_0 6.38474119638455 0.00535171707125172 1.74696557299038 0.767513492769634 3.66649836741472 0.212627355867244 5.18106430611252 0.0299068290067013 2.49711611443348 0.549820170419444 3.72163604145605 0.161499192756521 6.36241301683004 0.0118262439598397
WeakEnhancer_Hoffman.extend.500.bedL2_0 3.07773236214621 1.30169369330362e-06 2.80818322899711 9.39870421275596e-06 2.47576743382346 0.00392413831670416 3.29524857676676 3.90819412097068e-07 2.32575166278111 0.00352692337300298 2.69517794288011 3.88460043496908e-05 3.0022947006403 0.000203676444225509
